sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
266,Cc1ccc(-c2ncc(C(Cc(Ccc4ccc(SO)N4=O)cO)cc2cc[OH]1H)1c)c)C)cC,59,0,60,,<eos>,eos,<bos> C c 1 c c c ( - c 2 n c c ( C ( C c ( C c c 4 c c c ( S O ) N 4 = O ) c O ) c c 2 c c [ O H ] 1 H ) 1 c ) c ) C ) c C <eos> c 1 [ <eos> C ) 1 C <eos> O O C ) <eos> C <unk> ) [ C <unk> ) 1 C C ( C O ] 1 C 1 2 = O ) C O ) O 1 <eos> c r <pad> <eos> O <unk> 3 o 1 n <unk> [ N r H c N #,15 23 8 23 23 23 5 7 23 9 25 23 23 5 15 5 15 23 5 15 23 23 11 23 23 23 5 20 19 6 18 11 13 19 6 23 19 6 23 23 9 23 23 21 19 17 22 8 17 6 8 23 6 23 6 15 6 23 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
267,CCC(c1nc(nl)c(nO)c1Cc1ccc(-c2ccc(c2-c2nnn[nH]2)cc1,50,0,51,,<eos>,eos,<bos> C C C ( c 1 n c ( n l ) c ( n O ) c 1 C c 1 c c c ( - c 2 c c c ( c 2 - c 2 n n n [ n H ] 2 ) c c 1 <eos> [ <unk> ) ] <eos> C c 2 ) c ) c 1 <eos> 1 <eos> C = O C C 1 C ) <eos> ] 1 C C ) <unk> ] ] ( C ) C 1 C C <unk> O H <unk> 1 ] <eos> O 1 <eos> H - ) <unk> n o <eos> = [ N C # <eos> H <pad> B ] l,15 15 15 5 23 8 25 23 5 25 24 6 23 5 25 19 6 23 8 15 23 8 23 23 23 5 7 23 9 23 23 23 5 23 9 7 23 9 25 25 25 21 25 17 22 9 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
268,N#Cc1c(NC(=O)c2ccccc2)sc2c1CCCC(,32,0,33,,<eos>,eos,<bos> N # C c 1 c ( N C ( = O ) c 2 c c c c c 2 ) s c 2 c 1 C C C C ( <eos> ) 1 1 <eos> C 1 <eos> O O 1 <eos> 2 c <eos> c ) ( c c c c c c ) <eos> C <eos> <eos> 1 c <eos> H ] 2 c ( 1 ) C ) C C ) C ( ) 2 C C <eos> ) ] C <unk> <eos> C 2 1 <unk> [ <eos> <unk> 1 ] <eos> O 1 <eos> <pad> 4 o l ] o [ H B o s B H # 1 l F #,18 4 15 23 8 23 5 18 15 5 13 19 6 23 9 23 23 23 23 23 9 6 28 23 9 23 8 15 15 15 15 5,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
269,Nc1ccnc2c1sc1ccccc1),20,0,21,,<eos>,eos,<bos> N c 1 c c n c 2 c 1 s c 1 c c c c c 1 ) <eos> <eos> 1 2 <eos> <eos> C 1 <eos> <eos> 1 <eos> C 1 <eos> <eos> <eos> C <eos> <eos> C <eos> C C <eos> 2 <eos> O ) C C c ) C c 2 <eos> c c ) c 1 ) <eos> 1 <eos> 2 <unk> c <eos> 1 C ) <unk> C ( ) O C O ) C ( C ) C O <eos> 1 <eos> 1 <unk> [ H ) C ] <eos> O 1 <eos> 2 ) - ] S F [ 4 o O r F O ) ( 1 l o,18 23 8 23 23 25 23 9 23 8 28 23 8 23 23 23 23 23 8 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
270,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3coc4c3O)cC)c3COCc2)cnc(N)3])cc2)c1,61,0,63,,<eos>,eos,<bos> C c 1 c c c ( F ) c ( N C ( = O ) N c 2 c c c ( - c 3 c o c 4 c 3 O ) c C ) c 3 C O C c 2 ) c n c ( N ) <unk> 3 ] ) c c 2 ) c 1 <eos> 2 2 ) C 1 = O C C C O C ( ] 1 C <eos> <unk> <unk> H ] ( C ) C 1 C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> o [ 2 S ) F = 1 <eos> l C N l 5 2 5 <eos> <unk>,15 23 8 23 23 23 5 16 6 23 5 18 15 5 13 19 6 18 23 9 23 23 23 5 7 23 10 23 26 23 11 23 10 19 6 23 15 6 23 10 15 19 15 23 9 6 23 25 23 5 18 6 3 10 22 6 23 23 9 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
271,O=C(NCCc1ccc(C)cc1)cc2ccc(Clcc3cc1ccscn,39,0,40,,<eos>,eos,<bos> O = C ( N C C c 1 c c c ( C ) c c 1 ) c c 2 c c c ( C l c c 3 c c 1 c c s c n <eos> O c c c <eos> c 2 c 1 O c 1 <eos> c 1 <eos> c <eos> 1 <eos> ) c <eos> 1 <eos> ) c 1 <eos> ) C C O <eos> ) 1 C ( C C C <unk> ] C 2 C <eos> c C <eos> 1 <unk> O <eos> ] 1 2 <eos> O 1 <eos> o - c H 4 c [ S ( n N s = <unk> c ( l F,19 13 15 5 18 15 15 23 8 23 23 23 5 15 6 23 23 8 6 23 23 9 23 23 23 5 15 24 23 23 10 23 23 8 23 23 28 23 25,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
272,Cc1cc(NC(=O)C2CC=O)c3ccccc2S(=O)(=O)N2c)no1,43,0,44,,<eos>,eos,<bos> C c 1 c c ( N C ( = O ) C 2 C C = O ) c 3 c c c c c 2 S ( = O ) ( = O ) N 2 c ) n o 1 <eos> <eos> ) C 1 ( O ) 2 <unk> C ) c 1 O ) c 2 c 1 <eos> C 1 C <eos> = O ) C ) <eos> C 3 ) O ) C C ] ( C ) O C <unk> H ] 1 2 <eos> <eos> <unk> <unk> ] <eos> O 1 <eos> c n = 5 o c l 5 <eos> ] 3 N [ n <unk> C - #,15 23 8 23 23 5 18 15 5 13 19 6 15 9 15 15 13 19 6 23 10 23 23 23 23 23 9 20 5 13 19 6 5 13 19 6 18 9 23 6 25 26 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
273,CC(C)(O)[CH](C)C(=O)N1CCc[CC]1CccCcn)c2CO(C(CC=O(O)COCC3C)CH],61,0,66,,<eos>,eos,<bos> C C ( C ) ( O ) [ C <unk> H ] ( C ) C ( = O ) N 1 C C c [ C <unk> C ] 1 C c c C c n <unk> ) c 2 C O <unk> ( C ( C C = O ( O ) C O C C 3 C ) C H ] <eos> C <eos> <unk> [ C <unk> ( ] <eos> ( ] [ C C ) <unk> ( ] ( O ) C [ C ) <unk> ] 2 ) C <eos> <eos> O 1 <eos> S F o S <eos> B = [ 1 c r H n r 2 ) r 4,15 15 5 15 6 5 19 6 21 15 3 17 22 5 15 6 15 5 13 19 6 18 8 15 15 23 21 15 3 15 22 8 15 23 23 15 23 25 3 6 23 9 15 19 3 5 15 5 15 15 13 19 5 19 6 15 19 15 15 10 15 6 15 17 22,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
274,CC(=O)COC1H](CC(C))C,20,0,22,,<eos>,eos,<bos> C C ( = O ) C O C 1 <unk> H ] ( C C ( C ) ) C <eos> C 1 C 1 <eos> C C C <eos> <eos> C C 1 <eos> ) C <unk> = O ) C 1 <unk> ( c ( = ) C ( O c ) ) <eos> C C ) C ) ) C 1 <eos> C 1 = <eos> C <unk> C <eos> <unk> 1 ) <eos> C <unk> ] C ( C ( C <unk> ) C O 1 <unk> 1 <eos> ) C ] <eos> O 1 <eos> s <eos> s H s 2 o C B <pad> 1 F n H l ) # s,15 15 5 13 19 6 15 19 15 8 3 17 22 5 15 15 5 15 6 6 15,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
275,N[CH(CC=C)CCCC(COC(CCCC1CCCCCC1CCCC=OCNC(=O))c)C)cCcC()1)C,58,0,64,,<eos>,eos,<bos> N [ C <unk> H <unk> ( <unk> C C = C ) C C C C ( C O C ( C C C C 1 C C C C C C 1 C C C C <unk> = O C N C ( = O ) <unk> ) c ) C ) c C c C ( ) 1 ) C <eos> ) C C <eos> c 2 ( C ) C ) C ] ) C C ) C <eos> C ( O C ) C <eos> C <unk> <eos> H ) 1 2 <eos> O 1 <eos> o s n 3 <pad> <unk> ] r <eos> <pad> c ( H = c # 5 ),18 21 15 3 17 3 5 3 15 15 13 15 6 15 15 15 15 5 15 19 15 5 15 15 15 15 8 15 15 15 15 15 15 8 15 15 15 15 3 13 19 15 18 15 5 13 19 6 3 6 23 6 15 6 23 15 23 15 5 6 8 6 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
276,CC1C(=O)Cc(c2ccccc2)c(=O),25,0,26,,<eos>,eos,<bos> C C 1 C ( = O ) C c ( c 2 c c c c c 2 ) c ( = O ) <eos> c 1 <eos> C 1 <eos> c 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> O C C ) O c ) c C <eos> c c 1 ) c c c C c 1 C H ] 1 2 ) c <eos> 1 <eos> c O <eos> ) C 1 <eos> C <unk> C <eos> C ( O ) C [ <eos> 1 <unk> ] 2 1 C <eos> <eos> O 1 <eos> F [ ) n S 1 <pad> H o c N 5 ] # B O 1 <eos>,15 15 8 15 5 13 19 6 15 23 5 23 9 23 23 23 23 23 9 6 23 5 13 19 6,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
277,CCC((C)(COC(C)=O)C1C(C)=O),26,0,27,,<eos>,eos,<bos> C C C ( ( C ) ( C O C ( C ) = O ) C 1 C ( C ) = O ) <eos> C 1 C <eos> <eos> C 1 1 <eos> C 1 <eos> <eos> C O <eos> C ( <eos> = ( ) ) C C <unk> C ) C <unk> ) C C ) C ) C [ ) C <unk> = O ) O C <eos> C ( O O ) C ) C ] 1 ( C <eos> H ] <eos> 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> o n 5 C <unk> 1 = <unk> 4 5 ] s 2 1 n ) 5 o,15 15 15 5 5 15 6 5 15 19 15 5 15 6 13 19 6 15 8 15 5 15 6 13 19 6,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
278,CN(C)C(=O)Oc1ccc(S(=()(=O)N[CH]2CCC(H]c[CH](N)C(=O)N3CCSC3)CC2)cc1,66,0,70,,<eos>,eos,<bos> C N ( C ) C ( = O ) O c 1 c c c ( S ( = ( ) ( = O ) N [ C <unk> H ] 2 C C C ( <unk> H ] c [ C <unk> H ] ( N ) C ( = O ) N 3 C C S C 3 ) C C 2 ) c c 1 <eos> C ( O <eos> ) <unk> C 1 ) C 3 1 <eos> ) ( O ) C 1 <eos> 1 <unk> = <eos> ) C O <eos> O 1 <eos> r 5 c n l o n H n ) B H [ H B O 5 <eos>,15 18 5 15 6 15 5 13 19 6 19 23 8 23 23 23 5 20 5 13 5 6 5 13 19 6 18 21 15 3 17 22 9 15 15 15 5 3 17 22 23 21 15 3 17 22 5 18 6 15 5 13 19 6 18 10 15 15 20 15 10 6 15 15 9 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
279,COC(=O)C1=C(C)NC(C)=O(C(=O)(C)C(C)cc2c)cccC)Cccc1ccc([N](=O)[O-])c1,67,0,69,,<eos>,eos,<bos> C O C ( = O ) C 1 = C ( C ) N C ( C ) = O ( C ( = O ) ( C ) C ( C ) c c 2 c ) c c c C ) C c c c 1 c c c ( [ N <unk> ] ( = O ) [ O - ] ) c 1 <eos> O <eos> C C <unk> ) ] 2 4 C C 3 C <eos> ] 2 O <eos> ) C <eos> 1 <unk> 2 C <eos> C ] <eos> O 1 <eos> o C B H <eos> o N s o <pad> 1 F N 5 C ( 2 <unk>,15 19 15 5 13 19 6 15 8 13 15 5 15 6 18 15 5 15 6 13 19 5 15 5 13 19 6 5 15 6 15 5 15 6 23 23 9 23 6 23 23 23 15 6 15 23 23 23 8 23 23 23 5 21 18 3 22 5 13 19 6 21 19 7 22 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
280,COc1ccc2c3c]C[CH]CC(=O)[C]C[C[]]cCCc)C)[)CC[CC3)4C],51,0,59,,<eos>,eos,<bos> C O c 1 c c c 2 c 3 c ] C [ C H ] <unk> C C ( = O ) [ C <unk> ] C <unk> [ C [ ] <unk> ] c <unk> C C c ) C ) [ ) C C [ C <unk> C 3 ) 4 <unk> C ] <eos> O ) O ) C [ C <unk> <unk> ] C ( C = C <unk> O ] 4 O C ) C C ) ( C <eos> C 1 <eos> 1 <unk> [ N ) 1 ] <eos> O 1 <eos> # <eos> = - n B F C F c o S H O c O c 4,15 19 23 8 23 23 23 9 23 10 23 22 15 21 15 17 22 3 15 15 5 13 19 6 21 15 3 22 15 3 21 15 21 22 3 22 23 3 15 15 23 6 15 6 21 6 15 15 21 15 3 15 10 6 11 3 15 22,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
281,CC(C)CC(C(CO))C((c2ccc(Cl)cc1)CCCO,34,0,35,,<eos>,eos,<bos> C C ( C ) C C ( C ( C O ) ) C ( ( c 2 c c c ( C l ) c c 1 ) C C C O <eos> <eos> C <eos> <eos> C 1 <eos> O C C 1 <eos> c C ) C C 1 C ) ) c ) [ C <unk> C <eos> C [ C C ) = O 1 O ) <eos> C ) = O ) C O - ] ) ( O <unk> H ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> l F o ] <eos> 1 [ <eos> O N 3 s <pad> ( F 4 <unk> <eos>,15 15 5 15 6 15 15 5 15 5 15 19 6 6 15 5 5 23 9 23 23 23 5 15 24 6 23 23 8 6 15 15 15 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
282,C[CC](C(C=CN2Cc(c)ccccc2)C(=O)CO)C=OCO)Cc2]C]C)CcCCcC(O)c1,58,0,64,,<eos>,eos,<bos> C [ C C <unk> ] ( C ( C = C <unk> N 2 C c ( c ) c c c c c 2 ) C ( = O ) C O ) C = O C O ) C c 2 ] <unk> C ] C ) C c C C <unk> c <unk> C ( O ) c 1 <eos> C 1 C <eos> = O ) C ) <unk> C 1 ) O ) C ( = O ) C O <eos> ) H <eos> 1 <unk> 1 <eos> <unk> <unk> ] <eos> O 1 <eos> 4 [ 2 S <eos> o 1 H O o N 5 H r 2 <pad> l B,15 21 15 15 3 22 5 15 5 15 13 15 3 18 9 15 23 5 23 6 23 23 23 23 23 9 6 15 5 13 19 6 15 19 6 15 13 19 15 19 6 15 23 9 22 3 15 22 15 6 15 23 15 15 3 23 3 15 5 19 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
283,Cc1[cH]c2c3CNC2nc2COc3ccccc3n2N)c1=,35,0,36,,<eos>,eos,<bos> C c 1 [ c H ] c 2 c 3 C N C 2 n c 2 C O c 3 c c c c c 3 n 2 N ) c 1 = <eos> C <eos> C 1 <eos> C n 1 ] H ] c = <eos> ) 1 c C c C ) c O ) c 1 <eos> 1 <eos> ] C 1 ( O ) C ) C ) ( C ) C C <unk> C ] ) ( C ) C 1 <eos> C <unk> 2 <eos> ) C ] <eos> O 1 <eos> S <pad> 2 S <pad> F 1 <eos> ( = <eos> 1 ) s n S B 4,15 23 8 21 23 17 22 23 9 23 10 15 18 15 9 25 23 9 15 19 23 10 23 23 23 23 23 10 25 9 18 6 23 8 13,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
284,CCCC(=C(NC)Cc1ccc(O)c(1,23,0,24,,<eos>,eos,<bos> C C C C ( = C ( N C ) C c 1 c c c ( O ) c ( 1 <eos> c 1 <eos> c c ( O ) c c 1 <eos> C 1 <eos> O <eos> <eos> <eos> C <eos> ( <eos> ( C ) C 1 c c ) 1 c c C C ) c <eos> ) <eos> ) C <eos> <eos> O ) C O <eos> C ( F O C C <unk> = C ) ( O ) C [ C 1 <unk> ] 2 ) C <eos> <eos> O 1 <eos> S N l 5 B 1 ( c = 2 <pad> F 2 # C <eos> c 2,15 15 15 15 5 13 15 5 18 15 6 15 23 8 23 23 23 5 19 6 23 5 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
285,Cc1ccc(C(=OCCN2CCC)O)c2cccc12)cc1,33,0,35,,<eos>,eos,<bos> C c 1 c c c ( <unk> C ( = O C C N 2 C C C ) O ) c 2 c c c c 1 2 ) c c 1 <eos> C <eos> 1 <eos> C 1 <eos> <eos> c O ) ( 3 ) ) C 1 ) c c ( ) ) C <eos> c 1 C <eos> <eos> ) 1 c C O <eos> C ) <eos> ) ( C 1 ) C ) <unk> ] C ( C O C C 2 1 <unk> <unk> H ] <unk> ] <eos> O 1 <eos> n 2 <pad> <eos> ] o N ( <eos> c r <eos> <unk> # C B # 4,15 23 8 23 23 23 5 3 15 5 13 19 15 15 18 9 15 15 15 6 19 6 23 9 23 23 23 23 8 9 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
286,CC(=O)Nc1cccCS1)C(=O)=O)C1,26,0,27,,<eos>,eos,<bos> C C ( = O ) N c 1 c c c C S 1 ) C ( = O ) = O ) C 1 <eos> ) c 1 <eos> C ) C 1 C <eos> C ( = O <eos> C 1 ( C ) ( <eos> c C ) ) c ) <unk> <eos> 1 C C O 2 ) C 1 C c 1 <eos> [ ) <unk> C <unk> 2 ] 2 1 C C <unk> O C ] ( C O C 1 C 1 <unk> ] <eos> ) C O <eos> O 1 <eos> s 3 o 5 O # n C ] O <pad> s n F ) S l F,15 15 5 13 19 6 18 23 8 23 23 23 15 20 8 6 15 5 13 19 6 13 19 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
287,CC(=O)c1cc2c(-c3cc[(cn4nc-c4cc4co4)cn3c)cc(N)cc4c,49,0,50,,<eos>,eos,<bos> C C ( = O ) c 1 c c 2 c ( - c 3 c c [ ( c n 4 n c - c 4 c c 4 c o 4 ) c n 3 c ) c c ( N ) c c 4 c <eos> 3 ) 2 ) c 5 <eos> 1 2 <eos> c 2 ) c 1 <eos> c C <eos> H O <unk> ) C ) <eos> C 1 C C ) C <eos> c ( O c C 1 C 3 <unk> O <eos> 1 C <eos> <eos> O 1 <eos> S [ o 4 5 n C 1 C r ) 1 n C n r 4 F,15 15 5 13 19 6 23 8 23 23 9 23 5 7 23 10 23 23 21 5 23 25 11 25 23 7 23 11 23 23 11 23 26 11 6 23 25 10 23 6 23 23 5 18 6 23 23 11 23,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
288,CN(C)=1CN1CCCN(C(c2cc(O)cc21CCCC2C,34,0,35,,<eos>,eos,<bos> C N ( C ) = 1 C N 1 C C C N ( C ( c 2 c c ( O ) c c 2 1 C C C C 2 C <eos> C N <eos> <eos> 1 <eos> <eos> ( C O C C ( C ) C ) c C c 1 ) C ) C O C ) <unk> C 1 C 1 c O ) O ) <eos> C ( ) O ) C <unk> C ] ) ( C ) C 1 <eos> 1 <unk> [ <eos> ) C ] <eos> O 1 <eos> l [ # 5 <eos> 1 [ H N = N 5 c ( <eos> r l S,15 18 5 15 6 13 8 15 18 8 15 15 15 18 5 15 5 23 9 23 23 5 19 6 23 23 9 8 15 15 15 15 9 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
289,Nc1n[HN]C(CO)c2ccccc,20,0,21,,<eos>,eos,<bos> N c 1 n [ H N ] C ( C O ) c 2 c c c c c <eos> <eos> <eos> <eos> 1 <eos> <eos> C <eos> C 1 <eos> C 1 <eos> <eos> <eos> C 1 O <eos> C ) C ( 2 ( ( ) H ] c ) C c C <unk> c H 2 c 1 C <eos> <unk> C C <unk> ( ] ) O ) C C <unk> ) O ) C ) C <eos> ) ] C O <eos> <eos> 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> l <eos> ] S s 1 ] O F O r = 5 ] 2 <unk> 1 ),18 23 8 25 21 17 18 22 15 5 15 19 6 23 9 23 23 23 23 23,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
290,CC(C)c1ccc2c2cnH(c)N(=(=O)Nc3c2c(c2cc2c,39,0,40,,<eos>,eos,<bos> C C ( C ) c 1 c c c 2 c 2 c n H ( c ) N ( = ( = O ) N c 3 c 2 c ( c 2 c c 2 c <eos> ( [ ) C C ] 1 C ) C 1 <eos> c ) c <unk> ) C ( C <eos> ) ] C ( 1 ) <unk> ] <eos> ) C <unk> O <unk> ] 2 1 C O ) O <eos> N ( C ) C 1 <eos> <unk> <unk> ] <eos> 1 C <eos> <eos> O 1 <eos> 5 1 o - B <unk> B <eos> - O 2 # 4 <eos> 2 r 3 c,15 15 5 15 6 23 8 23 23 23 9 23 9 23 25 17 5 23 6 18 5 13 5 13 19 6 18 23 10 23 9 23 5 23 9 23 23 9 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
291,Nc1ccc(N)c2cCcC2CCCCC,21,0,22,,<eos>,eos,<bos> N c 1 c c c ( N ) c 2 c C c C 2 C C C C C <eos> C 1 c 1 <eos> <eos> 1 <eos> <eos> <eos> c C 1 <eos> <eos> C 1 H ] ( C 1 ( C ) ( c ) C 2 c C c ) c C C ) <eos> ) ) C <eos> 1 O 1 <eos> O ) C C <unk> <eos> ] 2 1 C <eos> C <unk> ( O ) C O <eos> C ] 1 <unk> <eos> O ) C <eos> <eos> O 1 <eos> F [ <pad> <eos> o 1 l s <eos> S ) 5 l # - S B l,18 23 8 23 23 23 5 18 6 23 9 23 15 23 15 9 15 15 15 15 15,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
292,CCc1c(N)nc(-c2ccc(F)cc2)C(1-c2-c1(Fl(c))Cl,42,0,43,,<eos>,eos,<bos> C C c 1 c ( N ) n c ( - c 2 c c c ( F ) c c 2 ) C ( 1 - c 2 - c 1 ( F l ( c ) ) C l <eos> c ) c ) c 1 2 c O c ) c ) <eos> c c ) C 2 ) c <eos> 1 C C c 2 C <unk> <eos> ] ) ( ] ) [ C <unk> <unk> H ] ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> F - F ] o # B ] - 2 <unk> F 4 5 c n N S,15 15 23 8 23 5 18 6 25 23 5 7 23 9 23 23 23 5 16 6 23 23 9 6 15 5 8 7 23 9 7 23 8 5 16 24 5 23 6 6 15 24,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
293,Cc1ccnc2c(NC(=Onc3ccnSC(C(CC(=O)cc2)ccC)C1C2]1,46,0,47,,<eos>,eos,<bos> C c 1 c c n c 2 c ( N C ( = O n c 3 c c n S C ( C ( C C ( = O ) c c 2 ) c c C ) C 1 C 2 ] 1 <eos> c 1 C 2 c <eos> C c <eos> c <eos> 1 <eos> c c 1 <eos> c ] 2 <eos> ( O ) C ) O C ] ) O C O ) C ] C ) C <eos> ) C <eos> 1 <unk> <eos> N <unk> 1 ] <eos> O 1 <eos> 2 c s 4 r O n 4 <eos> r c = H <unk> H c <unk> ),15 23 8 23 23 25 23 9 23 5 18 15 5 13 19 25 23 10 23 23 25 20 15 5 15 5 15 15 5 13 19 6 23 23 9 6 23 23 15 6 15 8 15 9 22 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
294,CCCCc1ccc(OCC(O)CNC(CON1cc1,27,0,28,,<eos>,eos,<bos> C C C C c 1 c c c ( O C C ( O ) C N C ( C O N 1 c c 1 <eos> <eos> c <eos> 1 <eos> <eos> C 1 <eos> <eos> C C O H ] ( N ) C ) <eos> O ) ) C c ( C O ) O C 1 <eos> ) 1 O C 1 <eos> C O ) C ) O C ( ) O C C <unk> <unk> ] N ( C ) C 1 <eos> 1 <unk> [ H <unk> 1 ] <eos> O 1 <eos> <pad> [ o = O F o <eos> # H O s ) H 2 l n c,15 15 15 15 23 8 23 23 23 5 19 15 15 5 19 6 15 18 15 5 15 19 18 8 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
295,OCCNc1cc2cc(-c3cccc3)cc2)cn1,28,0,29,,<eos>,eos,<bos> O C C N c 1 c c 2 c c ( - c 3 c c c c 3 ) c c 2 ) c n 1 <eos> ) n c 1 <eos> <eos> O <eos> 1 <eos> <eos> C <eos> C ) C 2 C <eos> ) c c ) c C 1 <eos> <eos> c c <eos> c 1 <eos> <eos> 1 <eos> ] <unk> ( 2 O C O C ) <unk> C ( = C ) c 1 ) ( O ) <eos> 1 C 3 = O <eos> <unk> C ] <eos> O 1 <eos> l [ S O B = n s <eos> 5 r <unk> ) ] r O 1 r,19 15 15 18 23 8 23 23 9 23 23 5 7 23 10 23 23 23 23 10 6 23 23 9 6 23 25 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
296,CCC(=O)Cc1cnc(C(=O)NC(OC)C)cCO)c1ClC1,37,0,39,,<eos>,eos,<bos> C C C ( = O ) C c 1 c n c ( C ( = O ) N C ( O C ) C <unk> ) c C O ) c 1 C l C 1 <eos> C <eos> <eos> C O C ) c C <eos> ) C C ) C C ) C 1 <eos> C ) c ) C ] 1 c 1 <eos> O 1 [ C <unk> <unk> ] 2 4 C O 3 <eos> ] ) ( O <eos> C 1 <eos> 1 <unk> 2 N 1 C ] <eos> O 1 <eos> s C 4 S <unk> o ( H 4 F <eos> S 4 H C - F 2,15 15 15 5 13 19 6 15 23 8 23 25 23 5 15 5 13 19 6 18 15 5 19 15 6 15 3 6 23 15 19 6 23 8 15 24 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
297,CNC(=O)Cc1cccc2ccccc12,22,0,23,,<eos>,eos,<bos> C N C ( = O ) C c 1 c c c c 2 c c c c c 1 2 <eos> c c 1 <eos> <eos> C 1 C O <eos> C C C <eos> C <eos> <eos> O <eos> C C C ) <eos> ( O ) C O ) C ( <eos> <eos> C ) C c 2 ) H 1 <eos> C 1 <eos> O ) C C <eos> C <unk> ) O ( C ( C O ) ] C <unk> <eos> 1 <eos> 1 <unk> 1 <eos> ) C ] <eos> O 1 <eos> ) F c <pad> c o [ S <unk> N ] n 4 r <pad> l # c,15 18 15 5 13 19 6 15 23 8 23 23 23 23 9 23 23 23 23 23 8 9,CNC(=O)Cc1cccc2ccccc12,True,True,1,True,,199.25,2.128,29.1,1.0,1.0,2.0,0.7883,1.5982,True,0.8629,Strong candidate,True
298,COc1cc2(C(=O)O[CH]CH][H]]([O]((]CCOC)CNCCCCC3)C2Ccc,51,0,58,,<eos>,eos,<bos> C O c 1 c c 2 ( C <unk> ( = O ) O [ C <unk> H ] <unk> C H ] [ <unk> H ] ] ( [ O <unk> ] ( ( ] C C O C ) C N C C C C C 3 ) C 2 C c <unk> c <eos> 3 O 1 O C <unk> [ <unk> O C ] C ( ) [ C <unk> H ] ( C O ) C C ] ( 2 O <eos> C <eos> ] <unk> 2 C <eos> 1 2 <eos> O 1 <eos> r s <unk> O 5 = F <eos> - O ) s n H 5 n <pad> N,15 19 23 8 23 23 9 5 15 3 5 13 19 6 19 21 15 3 17 22 3 15 17 22 21 3 17 22 22 5 21 19 3 22 5 5 22 15 15 19 15 6 15 18 15 15 15 15 15 10 6 15 9 15 23 3 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
