sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,recommendation,is_novel_scorer_flag
35,CC(=O)N1CCN(C)C1)CNCC(=O)N1CCCCC)CCC1CC1,40,0,41,,<eos>,eos,<bos> C C ( = O ) N 1 C C N ( C ) C 1 ) C N C C ( = O ) N 1 C C C C C ) C C C 1 C C 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> c H [ ( 1 - # - r ) B F = l N ] 3 H s = C ( o = 1 = 4 3 2 [ ] r # 4 r 4 - S r C 1 = C O n 4 S # r 2 O # n O <unk> n s c N r s 5 H n <pad> ( N,15 15 5 13 19 6 18 8 15 15 18 5 15 6 15 8 6 15 18 15 15 5 13 19 6 18 8 15 15 15 15 15 6 15 15 15 8 15 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
36,O=C(CNC(=O)c1cccs1)Nc1cccc1,27,0,28,,<eos>,eos,<bos> O = C ( C N C ( = O ) c 1 c c c s 1 ) N c 1 c c c c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> 2 <eos> <eos> <eos> <eos> <eos> <eos> <unk> B o N H B F B ) S N O c B F C H 5 2 4 = - 5 n 3 s o 2 - <unk> F H n H B n [ S 1 N ( S c ] o 2 ( H r s F C O s H 1 s F O r 5 = H ) l 2 l,19 13 15 5 15 18 15 5 13 19 6 23 8 23 23 23 28 8 6 18 23 8 23 23 23 23 8,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
37,CCNC(=O)c1cnc(c#NCc(=O)c2ccc2)cc1,33,0,34,,<eos>,eos,<bos> C C N C ( = O ) c 1 c n c ( c # N C c ( = O ) c 2 c c c 2 ) c c 1 <eos> O <eos> c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> c <eos> 1 <eos> 1 C <eos> r s 5 = # <pad> ( B ) 3 N 1 <eos> # 3 H ) H F N l F 3 <pad> l <pad> l <eos> o ( n O - N B # ( c o # l c s H 1 S <eos> <unk> r n r H s <eos> H 2 s l N o H o <eos> l S <pad> 3,15 15 18 15 5 13 19 6 23 8 23 25 23 5 23 4 18 15 23 5 13 19 6 23 9 23 23 23 9 6 23 23 8,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
38,CCCCC(C(=O)C(C)Nc1ccccc(C1)C(CC)C1,34,0,35,,<eos>,eos,<bos> C C C C C ( C ( = O ) C ( C ) N c 1 c c c c c ( C 1 ) C ( C C ) C 1 <eos> C <eos> C <eos> <eos> 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> - 3 N B c s <unk> 2 <pad> ) <pad> H ( ) F N c ] O 1 <pad> S r F H [ l - N H ] 5 # B O - H S 3 H S ] 3 [ ] # - C 1 2 3 ] 2 1 <pad> ( N C N ] C - ( 2 4 c N,15 15 15 15 15 5 15 5 13 19 6 15 5 15 6 18 23 8 23 23 23 23 23 5 15 8 6 15 5 15 15 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
39,Cc1coc(F)c1C(C(=O)Cc1cc(-c2ccccc2)nc1,37,0,38,,<eos>,eos,<bos> C c 1 c o c ( F ) c 1 C ( C ( = O ) C c 1 c c ( - c 2 c c c c c 2 ) n c 1 <eos> c 1 <eos> <eos> 1 <eos> H 1 <eos> <eos> <eos> 1 <eos> <eos> r s r O o 5 F <pad> ] N l O 3 - ] [ F = <unk> n - S 2 N B S 1 <eos> N 5 c H <pad> 4 B N S # 4 C <pad> <unk> B o 1 S o 4 3 n - 5 # <eos> F ] ( ) n C <eos> n 5 c ) 3 5,15 23 8 23 26 23 5 16 6 23 8 15 5 15 5 13 19 6 15 23 8 23 23 5 7 23 9 23 23 23 23 23 9 6 25 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
40,O=C(NCCCc1ccccc1)c1cnc(-c2cccc22)n1,35,0,36,,<eos>,eos,<bos> O = C ( N C C C c 1 c c c c c 1 ) c 1 c n c ( - c 2 c c c c 2 2 ) n 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> 1 <eos> 1 <eos> <eos> c s o <pad> # <pad> = S <unk> 3 ( O 1 c 5 <unk> B <pad> s <eos> n F l <pad> = H 4 S = s n O 4 r [ = 5 <pad> 5 N 2 F ) c ] <unk> <eos> 4 <pad> r ( F 5 ) o B 1 <eos> O 3 S 4 1 r 4 l -,19 13 15 5 18 15 15 15 23 8 23 23 23 23 23 8 6 23 8 23 25 23 5 7 23 9 23 23 23 23 9 9 6 25 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
41,Cc1nc(C)c(C(=O)Nc2ccccc(C(=O)C(C)C)c1C,38,0,39,,<eos>,eos,<bos> C c 1 n c ( C ) c ( C ( = O ) N c 2 c c c c c ( C ( = O ) C ( C ) C ) c 1 C <eos> C 1 = O ) <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> l o N 4 c B <unk> - r [ C r N B <pad> <eos> c ] <pad> B 2 S N 1 4 1 H - B N 3 C 5 # O - c N 4 ) S ) r O <eos> l o C O 5 c s S <eos> 2 H B ] 2 N 1 N H 2 c 4 -,15 23 8 25 23 5 15 6 23 5 15 5 13 19 6 18 23 9 23 23 23 23 23 5 15 5 13 19 6 15 5 15 6 15 6 23 8 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
42,COC(CC(=O)NC1CCC(C(=O)Nc1ccc(Cl)c12)cc1,39,0,40,,<eos>,eos,<bos> C O C ( C C ( = O ) N C 1 C C C ( C ( = O ) N c 1 c c c ( C l ) c 1 2 ) c c 1 <eos> c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> r S l n F ( [ # H N s r - ( 3 B 4 B c r F = o B 4 S ) - C n B N <eos> B ] 5 c o C ) <pad> l B ] O F ( <unk> N l 3 o = l o n S <eos> 2 B <eos> ) # ] # 5 l,15 19 15 5 15 15 5 13 19 6 18 15 8 15 15 15 5 15 5 13 19 6 18 23 8 23 23 23 5 15 24 6 23 8 9 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
43,C=C(N1CCc(C(C(=O)CCNC((=O)c1ccccc(C)CC,38,0,39,,<eos>,eos,<bos> C = C ( N 1 C C c ( C ( C ( = O ) C C N C ( ( = O ) c 1 c c c c c ( C ) C C <eos> <eos> C 2 1 <eos> C 1 <eos> <eos> <eos> <eos> <eos> <eos> 1 O <pad> ( 1 ( F ) [ ) l F # F o 2 <unk> H F 1 O <unk> n ( 4 <pad> H c <unk> 1 # ) r B [ N = 4 <pad> ) S l ) s O 4 5 - <unk> <eos> O o # O B n <unk> n <unk> 3 B <pad> c o 4 c ),15 13 15 5 18 8 15 15 23 5 15 5 15 5 13 19 6 15 15 18 15 5 5 13 19 6 23 8 23 23 23 23 23 5 15 6 15 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
44,O=C(CNCC(Cc2cccc(2)c2cccc2cC)CC1C,33,0,34,,<eos>,eos,<bos> O = C ( C N C C ( C c 2 c c c c ( 2 ) c 2 c c c c 2 c C ) C C 1 C <eos> C 1 <eos> C <eos> 1 <eos> <eos> C <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> c s 5 <pad> <eos> <pad> s l 5 3 o # 3 1 F 5 = <pad> 1 ( [ ] 5 N C H o - H c ] O S 5 # 5 4 C = s = l s 3 1 H N C O = s F 5 <eos> B 1 s S O o 5 <pad> # ) <unk> c s,19 13 15 5 15 18 15 15 5 15 23 9 23 23 23 23 5 9 6 23 9 23 23 23 23 9 23 15 6 15 15 8 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
45,Clc1cnc(-c2ncc(CCccncn(-c3ccccn3)nc2)c1c,40,0,41,,<eos>,eos,<bos> C l c 1 c n c ( - c 2 n c c ( C C c c n c n ( - c 3 c c c c n 3 ) n c 2 ) c 1 c <eos> <eos> <eos> 2 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> 1 r 2 <pad> C H 5 <eos> <unk> s l # = c C H O <unk> [ s - C r o <pad> s 4 o <unk> r 2 <pad> H C O N 3 H ] ) S # C O S 5 l <unk> ) F 2 1 O S = N <pad> <eos> c n # ( H r H 5 c,15 24 23 8 23 25 23 5 7 23 9 25 23 23 5 15 15 23 23 25 23 25 5 7 23 10 23 23 23 23 25 10 6 25 23 9 6 23 8 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
46,COc1ccc(CCNC(=O)cccS(=O)(=O)N(2C)cC)ccc1,40,0,41,,<eos>,eos,<bos> C O c 1 c c c ( C C N C ( = O ) c c c S ( = O ) ( = O ) N ( 2 C ) c C ) c c c 1 <eos> <eos> c 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> ] S n ( # 5 <pad> <eos> 2 B C N s 2 ( C 5 2 <eos> <pad> n c r B - 3 1 o C F <unk> F n H ) C n S l ) c l B H B 4 ] H # l <eos> # 4 = 5 ( # 3 <pad> 3 s ) H 2 c 3 c,15 19 23 8 23 23 23 5 15 15 18 15 5 13 19 6 23 23 23 20 5 13 19 6 5 13 19 6 18 5 9 15 6 23 15 6 23 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
47,CCCc1cccc(S(=O)(=O)(Cc)c3cnH]cn2cc1,35,0,36,,<eos>,eos,<bos> C C C c 1 c c c c ( S ( = O ) ( = O ) ( C c ) c 3 c n H ] c n 2 c c 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> 1 c 1 <eos> <eos> <eos> 1 <eos> 1 l <unk> ) C <pad> l B S [ # H - 2 c s ) H N <eos> = - N n B S ) ] = N r N S 4 l = ) 4 O H S ( r ] 3 = 2 - 1 N r F 4 l ] n s F C [ # - <unk> 5 r H 5,15 15 15 23 8 23 23 23 23 5 20 5 13 19 6 5 13 19 6 5 15 23 6 23 10 23 25 17 22 23 25 9 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
48,Cc1cc((-c2ccc(C(=O)NCCCC4CCCC)C)C4C)c1)cn1,42,0,43,,<eos>,eos,<bos> C c 1 c c ( ( - c 2 c c c ( C ( = O ) N C C C C 4 C C C C ) C ) C 4 C ) c 1 ) c n 1 <eos> <eos> 1 <eos> <eos> 1 <eos> ) <eos> <eos> 3 1 [ c n # B s n 3 s 5 - ( 3 l O C 5 3 F ] c <pad> - 3 o H ) F n ( o C S O s o O - S ( - o s c 2 <unk> <pad> o c = n O = n 5 F n c N O 1 3 S r c,15 23 8 23 23 5 5 7 23 9 23 23 23 5 15 5 13 19 6 18 15 15 15 15 11 15 15 15 15 6 15 6 15 11 15 6 23 8 6 23 25 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
49,CCC(C(CNC(=O)Nc1ccc(CC(O)=O)(=C)C1,34,0,35,,<eos>,eos,<bos> C C C ( C ( C N C ( = O ) N c 1 c c c ( C C ( O ) = O ) ( = C ) C 1 <eos> <eos> C 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> C 2 <eos> <eos> 1 - ) ( F s H 1 <eos> o l O F # l <eos> F s 5 N 5 1 c 1 r - [ <pad> [ - o [ n o [ 5 c C <pad> H 2 B o N n 4 <eos> <unk> r <unk> [ o 2 s B 1 H F <eos> 3 F H 1 C o [ S,15 15 15 5 15 5 15 18 15 5 13 19 6 18 23 8 23 23 23 5 15 15 5 19 6 13 19 6 5 13 15 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
50,CCOc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)=2)cc3c1,41,0,42,,<eos>,eos,<bos> C C O c 1 c c c ( N C ( = O ) N c 2 c c c 3 c ( c 2 ) N C ( = O ) = 2 ) c c 3 c 1 <eos> <eos> <eos> c c <eos> <eos> 1 <eos> <eos> <eos> l s n ) 4 [ 3 - 2 = ] F - 2 <pad> N 3 S 5 ] r ( c l 3 - H 5 <unk> S 3 C l r c - F r = c 5 F # F S 5 [ 3 c O # o = O ) c N o 2 1 N ( r ( C ] c,15 15 19 23 8 23 23 23 5 18 15 5 13 19 6 18 23 9 23 23 23 10 23 5 23 9 6 18 15 5 13 19 6 13 9 6 23 23 10 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
51,CC(=)Oc1ccc(C(=O)CCC)C(=O)c2ccccc2)cc1,38,0,39,,<eos>,eos,<bos> C C ( = ) O c 1 c c c ( C ( = O ) C C C ) C ( = O ) c 2 c c c c c 2 ) c c 1 <eos> c 1 1 <eos> <eos> c 1 <eos> O <eos> 1 C <eos> c ] n <pad> ( <eos> 1 <unk> s - O H B F 3 s c B 4 # F r ( 5 H 4 H C n 5 H # [ 4 <eos> N ) <eos> ) - O F ] o S <eos> S - n r 2 s # l F C <unk> N c H o 2 l C ) S O,15 15 5 13 6 19 23 8 23 23 23 5 15 5 13 19 6 15 15 15 6 15 5 13 19 6 23 9 23 23 23 23 23 9 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
52,CC(C)(Cc1ccccC)Cc)c1ccnC12CCNC=O)C(C)C1,39,0,40,,<eos>,eos,<bos> C C ( C ) ( C c 1 c c c c C ) C c ) c 1 c c n C 1 2 C C N C = O ) C ( C ) C 1 <eos> c 1 <eos> ) n C <eos> <eos> <eos> <eos> C <eos> r ] ) B 1 O F B 2 n o <eos> 1 - 2 H B [ F ] = N B <pad> [ N 2 H c <unk> n F B 5 O n O 3 O 3 2 5 r F S ( C <unk> o # 1 l n F 2 n 1 <eos> F c H = r = ( <unk> n,15 15 5 15 6 5 15 23 8 23 23 23 23 15 6 15 23 6 23 8 23 23 25 15 8 9 15 15 18 15 13 19 6 15 5 15 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
53,CC(C)CCC)C(=O)C1CCNCC1CC(=O)NCC)CCCC)CcC,40,0,41,,<eos>,eos,<bos> C C ( C ) C C C ) C ( = O ) C 1 C C N C C 1 C C ( = O ) N C C ) C C C C ) C c C <eos> ) C <eos> <eos> C <eos> <eos> <eos> <eos> <eos> <eos> n O ] 3 <eos> - H - ) B c ) N l 3 <eos> F N 5 = - [ r 1 r [ H S r C ] c n <eos> n = [ 3 ] r o <pad> 3 [ # 4 ( <unk> o <unk> <eos> o S s c n <eos> 3 <eos> ] H N O # O r n,15 15 5 15 6 15 15 15 6 15 5 13 19 6 15 8 15 15 18 15 15 8 15 15 5 13 19 6 18 15 15 6 15 15 15 15 6 15 23 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
54,CC(C)C(C(=O)CCCCCN(C(=O)ccn[cH]cccC2cC2)c1C,43,0,44,,<eos>,eos,<bos> C C ( C ) C ( C ( = O ) C C C C C N ( C ( = O ) c c n [ c H ] c c c C 2 c C 2 ) c 1 C <eos> C <eos> 1 <eos> C <eos> <eos> <eos> s # <unk> 3 B - r ( r F O 1 - ( 3 4 F 3 <unk> r F ( o 5 4 S # ] n [ 3 l ] r B 3 o ) r ) 4 - # 2 O H 5 B s 4 s l ) C l ( C [ <eos> 3 F ) H <unk> # c <eos>,15 15 5 15 6 15 5 15 5 13 19 6 15 15 15 15 15 18 5 15 5 13 19 6 23 23 25 21 23 17 22 23 23 23 15 9 23 15 9 6 23 8 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
55,CC(c1cccc(1)C1cc1ccc(F)c(F)c11,30,0,31,,<eos>,eos,<bos> C C ( c 1 c c c c ( 1 ) C 1 c c 1 c c c ( F ) c ( F ) c 1 1 <eos> 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> ] n c 2 <eos> 1 <eos> 1 C <eos> H <pad> n <eos> ) <pad> F 3 ) 5 o N - # F N ] ) N 5 F ) ( n 4 3 [ 5 H l r n 3 4 3 ( N 4 = H O F <unk> 2 n ) 2 F n 5 <eos> ( ] l ) <eos> s B - N <pad> r H s C = s,15 15 5 23 8 23 23 23 23 5 8 6 15 8 23 23 8 23 23 23 5 16 6 23 5 16 6 23 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
56,COc1cccc(C(=O)Nc2cccccsC)c1,27,0,28,,<eos>,eos,<bos> C O c 1 c c c c ( C ( = O ) N c 2 c c c c c s C ) c 1 <eos> <eos> c 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <unk> 3 l ( H 1 <pad> <unk> <eos> <unk> = O # 2 ] 2 c 4 F N n S r 3 F s <eos> S N <unk> 3 [ n C [ = 4 C ] C S c o 5 S = N 3 2 l 4 o S B 3 B <eos> B F [ s N # c ) n F,15 19 23 8 23 23 23 23 5 15 5 13 19 6 18 23 9 23 23 23 23 23 28 15 6 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
57,CC(NC(=O)C1CC1CNC(=O)Nc1cc(C-cc1c2cC1C,38,0,39,,<eos>,eos,<bos> C C ( N C ( = O ) C 1 C C 1 C N C ( = O ) N c 1 c c ( C - c c 1 c 2 c C 1 C <eos> <eos> <eos> c 1 <eos> <eos> 1 2 1 <eos> <eos> <eos> <eos> - # = S B N [ - r ) c <unk> 3 S 5 ( H C ( N O 2 n F S N 1 S 2 5 ] N # <eos> r 5 = n 4 N S # = 3 l <unk> O 5 3 c s 4 ) 4 1 <pad> 1 # c = o ] 5 ) 5 H c,15 15 5 18 15 5 13 19 6 15 8 15 15 8 15 18 15 5 13 19 6 18 23 8 23 23 5 15 7 23 23 8 23 9 23 15 8 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
58,COc1ccc(C(=O)NCc2nc(C)C(2)cs2)c11,33,0,34,,<eos>,eos,<bos> C O c 1 c c c ( C ( = O ) N C c 2 n c ( C ) C ( 2 ) c s 2 ) c 1 1 <eos> c 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> n 1 <eos> <eos> <eos> c 1 <eos> <eos> <unk> 3 l ( # C <unk> o ) <unk> # - ( - c ) n H ] <eos> o N ) - <eos> ] s 1 <unk> # 1 = 1 4 ) [ <eos> 4 r H B ( o ( S <unk> <eos> <unk> s r <eos> s O S H o <eos> B N C 1 <pad> # C n <pad> #,15 19 23 8 23 23 23 5 15 5 13 19 6 18 15 23 9 25 23 5 15 6 15 5 9 6 23 28 9 6 23 8 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
59,Fc1cccc(-c2nnc(-c3ccccc2Cl)c3)c1,32,0,33,,<eos>,eos,<bos> F c 1 c c c c ( - c 2 n n c ( - c 3 c c c c c 2 C l ) c 3 ) c 1 <eos> <eos> c 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> 1 1 <eos> r c ( s n H F <pad> S C s ) - c B C O 3 <pad> C ) 4 1 F 4 S <unk> = <pad> r [ 1 n = ) ( 3 2 - ] - B o ( n <unk> o 3 <pad> ) 1 ( # N B <pad> s <eos> l ] 5 = ( r ) - 5,16 23 8 23 23 23 23 5 7 23 9 25 25 23 5 7 23 10 23 23 23 23 23 9 15 24 6 23 10 6 23 8,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
60,COC(CC)CO(C)C(=O)c2ccccc(C)cncccccc1,36,0,37,,<eos>,eos,<bos> C O C ( C C ) C O ( C ) C ( = O ) c 2 c c c c c ( C ) c n c c c c c c 1 <eos> C <eos> 1 <eos> <eos> <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> r 3 r B - ] n ( O N ( r - r ] [ <pad> ) 4 n 3 F B H 4 s 3 N [ = n = 1 <eos> B 3 4 c 5 N [ <unk> <eos> s n H 4 - r S o 5 # c 4 [ r n O 3 N ] 1 F o # <eos>,15 19 15 5 15 15 6 15 19 5 15 6 15 5 13 19 6 23 9 23 23 23 23 23 5 15 6 23 25 23 23 23 23 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
61,O=S(=O)(C1C1CCC(CCC))C1C)C(C)1ccc2c1cC1,39,0,40,,<eos>,eos,<bos> O = S ( = O ) ( C 1 C 1 C C C ( C C C ) ) C 1 C ) C ( C ) 1 c c c 2 c 1 c C 1 <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> c 1 <eos> <eos> <eos> r s o S 3 s [ ( 5 o # <unk> B F o ( <unk> <pad> <unk> C <unk> S c 4 O F 4 c 2 - ( F S H N 5 l C - C o c [ 1 S 4 ) 1 B o C s O ) H [ <eos> n # [ o <pad> c C 4 <unk> ),19 13 20 5 13 19 6 5 15 8 15 8 15 15 15 5 15 15 15 6 6 15 8 15 6 15 5 15 6 8 23 23 23 9 23 8 23 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
62,COc1ccc(-c2cc3c(CC(C2)C(C)C2=)cc2,33,0,34,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 c c 3 c ( C C ( C 2 ) C ( C ) C 2 = ) c c 2 <eos> c c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> c 1 = S <unk> [ B 1 5 <unk> # ) B - F H O S 4 ) H <pad> ) <pad> O <unk> 4 5 H 5 <unk> 2 n N 4 N ) C F - H O = [ S 4 <eos> r <unk> F <eos> s n N 3 <pad> <eos> - B <unk> 2 ( s 5 3 <unk> -,15 19 23 8 23 23 23 5 7 23 9 23 23 10 23 5 15 15 5 15 9 6 15 5 15 6 15 9 13 6 23 23 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
63,Cc1cn(C)nc(C2CC(CNC(=O)Nc3cccc(C)Cc2c)c1,40,0,41,,<eos>,eos,<bos> C c 1 c n ( C ) n c ( C 2 C C ( C N C ( = O ) N c 3 c c c c ( C ) C c 2 c ) c 1 <eos> 2 <eos> 1 <eos> ] 1 <eos> <eos> l <eos> <eos> n [ r ( 5 # ] <eos> F 3 # = C 2 3 c F H <unk> C 4 ) n 1 # ( [ S - = 2 4 N ] 3 = N <eos> 2 4 H <pad> <unk> [ - 4 S O 3 l 2 <pad> # N o N - n o r <unk> 4 s ) S F 4,15 23 8 23 25 5 15 6 25 23 5 15 9 15 15 5 15 18 15 5 13 19 6 18 23 10 23 23 23 23 5 15 6 15 23 9 23 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
64,CC(C)(C)c1ccccc(NC(=O)NCc1cncnc1CcC1)c,38,0,39,,<eos>,eos,<bos> C C ( C ) ( C ) c 1 c c c c c ( N C ( = O ) N C c 1 c n c n c 1 C c C 1 ) c <eos> 1 <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> ) <eos> <eos> 1 N 5 ] ( n s n <pad> ) l H 4 s N <unk> O ( s F - ] <unk> N 1 4 S - F ] # r <unk> O B 3 4 3 B C n <pad> ) 4 O 1 S <unk> N s C N - O = S <eos> c S O S 4 s C s [ 4,15 15 5 15 6 5 15 6 23 8 23 23 23 23 23 5 18 15 5 13 19 6 18 15 23 8 23 25 23 25 23 8 15 23 15 8 6 23,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
65,Cc1ccc(NC(=O)CSc2ccc3c3cn32ccn2)cc1,35,0,36,,<eos>,eos,<bos> C c 1 c c c ( N C ( = O ) C S c 2 c c c 3 c 3 c n 3 2 c c n 2 ) c c 1 <eos> c <eos> <eos> 1 <eos> O <eos> H ] <eos> <eos> c <eos> 1 <eos> <eos> s O n 1 5 ] s <eos> O = # r N 2 N # B H 5 <eos> 5 C B <pad> ( - n N l s O 2 n 4 <pad> O N o c ) <pad> l r O n ( S 3 # 2 s # n B 4 # H 3 - 3 <pad> 1 <unk> r C l #,15 23 8 23 23 23 5 18 15 5 13 19 6 15 20 23 9 23 23 23 10 23 10 23 25 10 9 23 23 25 9 6 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
66,O=C(CCCc1c2c(c(cO)CC2)CN1CCCCC1,31,0,32,,<eos>,eos,<bos> O = C ( C C C c 1 c 2 c ( c ( c O ) C C 2 ) C N 1 C C C C C 1 <eos> c 1 <eos> c <eos> <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> n l 5 ( C F n 5 ) S 5 H F - = 4 r [ <unk> 4 5 o r l N 2 # <pad> o s o s n B ( o <eos> c r C <pad> = c ] = S ) 4 # s <eos> ( = <pad> 1 n <eos> 3 S r S ) H ) S H F,19 13 15 5 15 15 15 23 8 23 9 23 5 23 5 23 19 6 15 15 9 6 15 18 8 15 15 15 15 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
67,CNS(=O)(=O)c1ccc(S(=O)(=O)c2ccc((F)cc2)c1,41,0,42,,<eos>,eos,<bos> C N S ( = O ) ( = O ) c 1 c c c ( S ( = O ) ( = O ) c 2 c c c ( ( F ) c c 2 ) c 1 <eos> <eos> C <eos> <eos> c <eos> <eos> <eos> <eos> <eos> c s l [ n 4 F c 5 <eos> # <pad> B - = <unk> c 4 <eos> <pad> 3 N ] # s n 4 S [ = 2 r O N c N 2 ( l H <pad> l - S <eos> B ) ] r = - s l 1 o S n - n N 1 ) <unk> C 3 l 4,15 18 20 5 13 19 6 5 13 19 6 23 8 23 23 23 5 20 5 13 19 6 5 13 19 6 23 9 23 23 23 5 5 16 6 23 23 9 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
68,COC(=O)C1CCC)C(=O)COCCCc2cccc(C)c12)CC,38,0,39,,<eos>,eos,<bos> C O C ( = O ) C 1 C C C ) C ( = O ) C O C C C c 2 c c c c ( C ) c 1 2 ) C C <eos> C C 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> r = <eos> 4 <unk> s [ ( l 3 <unk> N <pad> s ] 2 B <unk> 4 ] [ o C 2 N O n c [ - B 2 l 4 B - o C <pad> n O ( [ H S F c s o r C o O = o # <eos> n ) N S F # <pad> 4 <unk> l,15 19 15 5 13 19 6 15 8 15 15 15 6 15 5 13 19 6 15 19 15 15 15 23 9 23 23 23 23 5 15 6 23 8 9 6 15 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
69,Cc1ccc(-c2ncc(NC(=O)N33cccn3)c2)cn1,35,0,36,,<eos>,eos,<bos> C c 1 c c c ( - c 2 n c c ( N C ( = O ) N 3 3 c c c n 3 ) c 2 ) c n 1 <eos> c <eos> 1 <eos> <eos> <eos> <eos> <eos> 1 2 <eos> 1 <eos> <eos> 1 <eos> 3 - [ 4 C [ F 5 F ) F H N - B O ] B # 4 S ( n o <pad> C <pad> N o <unk> ) [ <unk> <pad> = N s c 1 ) ( c <unk> O # N 4 - r n ) 5 s <eos> O l 5 o O C ( 4 <eos> ( ) B H,15 23 8 23 23 23 5 7 23 9 25 23 23 5 18 15 5 13 19 6 18 10 10 23 23 23 25 10 6 23 9 6 23 25 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
