sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,last_non_special_token,ending_motif,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,max_parenthesis_depth,max_bracket_depth,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
91,Ccc1cc(N)Cc(C(c1-c2ccc(Cl)cc1CO)c1CC1C1C1c1CC11c)C11Cn12ccCccccc21C1cO1OOCCOC(OC)CCC(O)C1C1(=O)COHO1No[s#BnlsoSCB=H(C]),119,0,,,,max_length,<bos> C c c 1 c c ( N ) C c ( C ( c 1 - c 2 c c c ( C l ) c c 1 C O ) c 1 C C 1 C 1 C 1 c 1 C C 1 1 c ) C 1 1 C n 1 2 c c C c c c c c 2 1 C 1 c O 1 O O C C O C ( O C ) C C C ( O ) C 1 C 1 ( = O ) C O H O 1 N o [ s # B n l s o S C B = H ( C ] ),15 23 23 8 23 23 5 18 6 15 23 5 15 5 23 8 7 23 9 23 23 23 5 15 24 6 23 23 8 15 19 6 23 8 15 15 8 15 8 15 8 23 8 15 15 8 8 23 6 15 8 8 15 25 8 9 23 23 15 23 23 23 23 23 9 8 15 8 23 19 8 19 19 15 15 19 15 5 19 15 6 15 15 15 5 19 6 15 8 15 8 5 13 19 6 15 19 17 19 8 18 26 21 28 4 14 25 24 28 26 20 15 14 13 17 5 15 22 6,),(C]),0,0,1 2,2,3,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
92,CCC(C)C(N)C(=O)N1CCCCCC1,24,0,25.0,,<eos>,eos,<bos> C C C ( C ) C ( N ) C ( = O ) N 1 C C C C C C 1 <eos> <eos> <eos> c 1 N O C 1 <eos> <eos> <eos> C 1 1 <eos> ( = O ) 1 1 C ( = O C ( C C [ C ] 2 C O ) C ) C [ C 2 C H O ( C ) H C ( O O ) O O - C 1 H C 2 1 ] 2 1 2 [ N 1 C ] # O 1 l o s C = F 1 ( O B 4 r H - H ) # r l,15 15 15 5 15 6 15 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 15 8,1,CCC1,0,0,,0,1,0,CCC(C)C(N)C(=O)N1CCCCCC1,True,False,4,False,,212.34,1.762,46.33,1.0,2.0,3.0,0.7746,2.6481,True,0.8609,Strong candidate,True
93,COc1ccc(-c2nc(CO)cCc)ccccnc(N)C(O)cc1OCcCc1cCcCcCnc1cCcC1cc1c2,62,0,63.0,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 n c ( C O ) c C c ) c c c c n c ( N ) C ( O ) c c 1 O C c C c 1 c C c C c C n c 1 c C c C 1 c c 1 c 2 <eos> n 1 1 C 1 = O O O O C C ( C 1 C O ) [ C C ( C ) C 1 C 1 = O N 1 C ] 4 O 1 - r s H # = B [ l s H ] F [ # H S ] 4,15 19 23 8 23 23 23 5 7 23 9 25 23 5 15 19 6 23 15 23 6 23 23 23 23 25 23 5 18 6 15 5 19 6 23 23 8 19 15 23 15 23 8 23 15 23 15 23 15 25 23 8 23 15 23 15 8 23 23 8 23 9,2,c1c2,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
94,ClCC=C([CCCCCN)C(=O)NCC(=O)C1COC(O2cc1O]H1C1c1O(C))(C)OCN(=O)ccC[CHcHCCCCOC]21CO3=CC(COCC21O[N]C2)O1lroO=Fo1HFO3(lHl1#l,119,0,,,,max_length,<bos> C l C C = C ( [ C C C C C N ) C ( = O ) N C C ( = O ) C 1 C O C ( O 2 c c 1 O ] H 1 C 1 c 1 O ( C ) ) ( C ) O C N ( = O ) c c C [ C H c H C C C C O C ] 2 1 C O 3 = C C ( C O C C 2 1 O [ N ] C 2 ) O 1 l r o O = F o 1 H F O 3 ( l H l 1 # l,15 24 15 15 13 15 5 21 15 15 15 15 15 18 6 15 5 13 19 6 18 15 15 5 13 19 6 15 8 15 19 15 5 19 9 23 23 8 19 22 17 8 15 8 23 8 19 5 15 6 6 5 15 6 19 15 18 5 13 19 6 23 23 15 21 15 17 23 17 15 15 15 15 19 15 22 9 8 15 19 10 13 15 15 5 15 19 15 15 9 8 19 21 18 22 15 9 6 19 8 24 27 26 19 13 16 26 8 17 16 19 10 5 24 17 24 8 4 24,l,l1#l,1,0,,0,2,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
95,Cc1ccc(NC)c1NCC(=O)c2ccc1(N)1=CONO1ONc1c2c1c1,45,0,46.0,,<eos>,eos,<bos> C c 1 c c c ( N C ) c 1 N C C ( = O ) c 2 c c c 1 ( N ) 1 = C O N O 1 O N c 1 c 2 c 1 c 1 <eos> <eos> ( c O ) <eos> <eos> C c 2 C C c 1 c 1 c C H 1 C C = O C C O 1 C 1 C 1 C O 3 C C C ( O O ) 1 C 1 = O O 1 C O 2 O 1 n F o s 4 r F 3 S # c O B H r C 4 H N,15 23 8 23 23 23 5 18 15 6 23 8 18 15 15 5 13 19 6 23 9 23 23 23 8 5 18 6 8 13 15 19 18 19 8 19 18 23 8 23 9 23 8 23 8,1,c1c1,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
96,COc1ccc(-c2nc(N)c(CN)c1-c3ccc(Cl)cc3cl)n21cO1,45,0,46.0,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 n c ( N ) c ( C N ) c 1 - c 3 c c c ( C l ) c c 3 c l ) n 2 1 c O 1 <eos> C <eos> <eos> 2 c 1 2 2 c c 1 1 c 1 c 1 C c c 1 1 C O O O [ C C 3 ( C ( C C ) C ] C ( O ) C 1 C 1 = O 2 1 C 1 ) O 1 r F O = O S o n s 1 c N F H # B 3 c -,15 19 23 8 23 23 23 5 7 23 9 25 23 5 18 6 23 5 15 18 6 23 8 7 23 10 23 23 23 5 15 24 6 23 23 10 23 24 6 25 9 8 23 19 8,1,1cO1,0,0,,0,2,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
97,CN1C(N(C(=O)NC2cccccc(Fc(=O)cc-cccc)cCccC2FCc1)c2=cc)Ccc2,57,0,58.0,,<eos>,eos,<bos> C N 1 C ( N ( C ( = O ) N C 2 c c c c c c ( F c ( = O ) c c - c c c c ) c C c c C 2 F C c 1 ) c 2 = c c ) C c c 2 <eos> F c <eos> 2 C c 1 C c 1 c c 1 ( C 1 ) H C ( O C ) C C O ( C O ) C [ C = O H ] 1 O B O 1 H 2 F o S <eos> C 4 N B C n 1 o r o 4 1 <eos>,15 18 8 15 5 18 5 15 5 13 19 6 18 15 9 23 23 23 23 23 23 5 16 23 5 13 19 6 23 23 7 23 23 23 23 6 23 15 23 23 15 9 16 15 23 8 6 23 9 13 23 23 6 15 23 23 9,2,Ccc2,0,0,,0,4,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
98,CCc1ccc(CC)c2cc2cCC(SC(=O)NC(=O)cc2)cc1OCc1CC1OcH2(N),53,0,54.0,,<eos>,eos,<bos> C C c 1 c c c ( C C ) c 2 c c 2 c C C ( S C ( = O ) N C ( = O ) c c 2 ) c c 1 O C c 1 C C 1 O c H 2 ( N ) <eos> <eos> 2 c c 1 O c c c C ( C ) c c 1 1 C O C C C 2 1 C 2 3 C C C C O C O 1 ( C 2 [ N ) C ] H O 1 r 3 <eos> c <eos> r n 4 # F 2 N B 4 s C 2 l F,15 15 23 8 23 23 23 5 15 15 6 23 9 23 23 9 23 15 15 5 20 15 5 13 19 6 18 15 5 13 19 6 23 23 9 6 23 23 8 19 15 23 8 15 15 8 19 23 17 9 5 18 6,),2(N),0,0,,0,2,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
99,CCC(C)C(N)C(=O)N1CCCCC1,23,0,24.0,,<eos>,eos,<bos> C C C ( C ) C ( N ) C ( = O ) N 1 C C C C C 1 <eos> <eos> <eos> <eos> ( O C ) <eos> 1 C 1 <eos> C 1 1 <eos> <eos> = O c 1 1 C ( c O ( C C C [ C ] ( O ) C [ c C ] ) 2 C H O ( C ) O C ( O O ) O ) - C 1 H F 2 1 <eos> 2 1 2 [ N 1 C ] <eos> O 1 o r ( C = O 1 ( S B c r s ) r = C l ),15 15 15 5 15 6 15 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 8,1,CCC1,0,0,,0,1,0,CCC(C)C(N)C(=O)N1CCCCC1,True,False,3,False,,198.31,1.372,46.33,1.0,2.0,3.0,0.7442,2.6619,True,0.8567,Strong candidate,True
100,N[CNH](C(=O)N1C[CHH](F)C1)cHC(F)C1C[CHH]1CC[COH](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1OC(OOCC[CO1H]C2)O1#r1l=nBnNF[rClH#n]#,119,0,,,,max_length,<bos> N [ C N H ] ( C ( = O ) N 1 C [ C H H ] ( F ) C 1 ) c H C ( F ) C 1 C [ C H H ] 1 C C [ C O H ] ( N S ( = O ) ( = O ) c 2 c c c ( O C ( F ) ( F ) F ) c c 2 ) C C 1 O C ( O O C C [ C O 1 H ] C 2 ) O 1 # r 1 l = n B n N F [ r C l H # n ] #,18 21 15 18 17 22 5 15 5 13 19 6 18 8 15 21 15 17 17 22 5 16 6 15 8 6 23 17 15 5 16 6 15 8 15 21 15 17 17 22 8 15 15 21 15 19 17 22 5 18 20 5 13 19 6 5 13 19 6 23 9 23 23 23 5 19 15 5 16 6 5 16 6 16 6 23 23 9 6 15 15 8 19 15 5 19 19 15 15 21 15 19 8 17 22 15 9 6 19 8 4 27 8 24 13 25 14 25 18 16 21 27 15 24 17 4 25 22 4,#,#n]#,0,0,2,1,3,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
101,CN(C)CCCNc1ccccc1cc1ccccc1,26,0,27.0,,<eos>,eos,<bos> C N ( C ) C C C N c 1 c c c c c 1 c c 1 c c c c c 1 <eos> <eos> C 1 C 1 <eos> <eos> 1 C O C 1 <eos> <eos> <eos> c 1 C N C C c C 2 C O C O C O C 2 C O 2 1 C 2 <eos> c 1 ( O ) C C O C O C 1 <eos> C = = C c ( O ) C 1 C 3 = O 2 1 C O 3 O 1 r - r o 5 [ o s H O N s B l H 2 ( H 1,15 18 5 15 6 15 15 15 18 23 8 23 23 23 23 23 8 23 23 8 23 23 23 23 23 8,1,ccc1,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
102,Cc1cc(C)c(CC=C2)C(=O)Nc3ccc(-l)c32cC[nc]1,41,0,42.0,,<eos>,eos,<bos> C c 1 c c ( C ) c ( C C = C 2 ) C ( = O ) N c 3 c c c ( - l ) c 3 2 c C [ n c ] 1 <eos> n [ n H ] <eos> <eos> C <eos> 5 O c O 4 N c C 3 2 c [ n H ] 1 c c 2 C O C C C ( C [ C C ) - C ] ( C O C [ C 1 O ] N 1 C 1 ) O 1 o N s F O s H ( H n s O H 5 4 n ) F (,15 23 8 23 23 5 15 6 23 5 15 15 13 15 9 6 15 5 13 19 6 18 23 10 23 23 23 5 7 24 6 23 10 9 23 15 21 25 23 22 8,1,nc]1,0,0,,0,1,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
103,N[CCCH](CC(C(=O)CCCCC1C1CCC1CC1CC1Cc)11C1O(CC1C)1O(cCC[Ccc]c1ccC[C)cc1(C)(COCO)O)CCC(C)CC2122N]12,97,0,98.0,,<eos>,eos,<bos> N [ C C C H ] ( C C ( C ( = O ) C C C C C 1 C 1 C C C 1 C C 1 C C 1 C c ) 1 1 C 1 O ( C C 1 C ) 1 O ( c C C [ C c c ] c 1 c c C [ C ) c c 1 ( C ) ( C O C O ) O ) C C C ( C ) C C 2 1 2 2 N ] 1 2 <eos> O 1 r o [ s = F 5 S H ( H N 1 ) r 5 C ] c,18 21 15 15 15 17 22 5 15 15 5 15 5 13 19 6 15 15 15 15 15 8 15 8 15 15 15 8 15 15 8 15 15 8 15 23 6 8 8 15 8 19 5 15 15 8 15 6 8 19 5 23 15 15 21 15 23 23 22 23 8 23 23 15 21 15 6 23 23 8 5 15 6 5 15 19 15 19 6 19 6 15 15 15 5 15 6 15 15 9 8 9 9 18 22 8 9,2,N]12,0,0,,0,3,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
104,NC(=O)c1cccc(-c2ccc3[nH]cc(-c4cc(cc4cc3c2)c1)C24cc3c)ncO2nc3c2Hc1Cc1(OCO)C[HC1C2=CC]1CcC1CC=OO1COHO1[SFs#Cs]-BC4(o=cr1-,119,0,,,,max_length,<bos> N C ( = O ) c 1 c c c c ( - c 2 c c c 3 [ n H ] c c ( - c 4 c c ( c c 4 c c 3 c 2 ) c 1 ) C 2 4 c c 3 c ) n c O 2 n c 3 c 2 H c 1 C c 1 ( O C O ) C [ H C 1 C 2 = C C ] 1 C c C 1 C C = O O 1 C O H O 1 [ S F s # C s ] - B C 4 ( o = c r 1 -,18 15 5 13 19 6 23 8 23 23 23 23 5 7 23 9 23 23 23 10 21 25 17 22 23 23 5 7 23 11 23 23 5 23 23 11 23 23 10 23 9 6 23 8 6 15 9 11 23 23 10 23 6 25 23 19 9 25 23 10 23 9 17 23 8 15 23 8 5 19 15 19 6 15 21 17 15 8 15 9 13 15 15 22 8 15 23 15 8 15 15 13 19 19 8 15 19 17 19 8 21 20 16 28 4 15 28 22 7 14 15 11 5 26 13 23 27 8 7,-,cr1-,1,0,,0,3,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
105,C#CN=C([C(=O)N1C)CH]1C(=O)CCC(C(=O)O)=C(C)(C=OO)OCCcCc1C3C[C1H]cO1CSc1csc(N)n1OO3CCC(C)C1,89,0,90.0,,<eos>,eos,<bos> C # C N = C ( [ C ( = O ) N 1 C ) C H ] 1 C ( = O ) C C C ( C ( = O ) O ) = C ( C ) ( C = O O ) O C C c C c 1 C 3 C [ C 1 H ] c O 1 C S c 1 c s c ( N ) n 1 O O 3 C C C ( C ) C 1 <eos> C O 1 N 1 C O <eos> O 1 c s = # = l F n r S 2 ( H n s ) 1 l 2,15 4 15 18 13 15 5 21 15 5 13 19 6 18 8 15 6 15 17 22 8 15 5 13 19 6 15 15 15 5 15 5 13 19 6 19 6 13 15 5 15 6 5 15 13 19 19 6 19 15 15 23 15 23 8 15 10 15 21 15 8 17 22 23 19 8 15 20 23 8 23 28 23 5 18 6 25 8 19 19 10 15 15 15 5 15 6 15 8,1,C)C1,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
106,CNC(CC)C(Cc1ccc(C)cc1cccc12)c1C1C1C#CC1=O21,43,0,44.0,,<eos>,eos,<bos> C N C ( C C ) C ( C c 1 c c c ( C ) c c 1 c c c c 1 2 ) c 1 C 1 C 1 C # C C 1 = O 2 1 <eos> <eos> N <eos> C c C 2 c C c 3 C C N 2 C c 2 1 C 2 1 c 1 1 O C C O O C = C 1 O C ( = C ) ( C ) C 1 C C = O 2 1 C O s O 1 n - N o S c F S H # N C B ( # r ) 3 l,15 18 15 5 15 15 6 15 5 15 23 8 23 23 23 5 15 6 23 23 8 23 23 23 23 8 9 6 23 8 15 8 15 8 15 4 15 15 8 13 19 9 8,1,=O21,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
107,COc1cccccC-c(C1(C-Ncccccc-cc3c(C(O)c(cO[nH]2cCCOCO)OC(CO2CO)c1)(C)c1cOOCOC)CC1[C)O]1(C)C1(CO1O)C1lO1oS(rHr2NrnBOF2rNS3F,119,0,,,,max_length,<bos> C O c 1 c c c c c C - c ( C 1 ( C - N c c c c c c - c c 3 c ( C ( O ) c ( c O [ n H ] 2 c C C O C O ) O C ( C O 2 C O ) c 1 ) ( C ) c 1 c O O C O C ) C C 1 [ C ) O ] 1 ( C ) C 1 ( C O 1 O ) C 1 l O 1 o S ( r H r 2 N r n B O F 2 r N S 3 F,15 19 23 8 23 23 23 23 23 15 7 23 5 15 8 5 15 7 18 23 23 23 23 23 23 7 23 23 10 23 5 15 5 19 6 23 5 23 19 21 25 17 22 9 23 15 15 19 15 19 6 19 15 5 15 19 9 15 19 6 23 8 6 5 15 6 23 8 23 19 19 15 19 15 6 15 15 8 21 15 6 19 22 8 5 15 6 15 8 5 15 19 8 19 6 15 8 24 19 8 26 20 5 27 17 27 9 18 27 25 14 19 16 9 27 18 20 10 16,F,NS3F,1,0,,0,4,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
108,C1COCCNHC1C(C(CC(C1sl)C1Cl)1c1),31,0,32.0,,<eos>,eos,<bos> C 1 C O C C N H C 1 C ( C ( C C ( C 1 s l ) C 1 C l ) 1 c 1 ) <eos> 1 1 <eos> C <eos> <eos> <eos> <eos> <eos> <eos> C ( C ) C c = C 1 c C C c C c c ( C c ) c C [ C C 1 = H ( O ) C C ] C 1 O C C [ C O C C O 1 ] <eos> 1 = [ N ] C 2 S O 1 r s N o 4 O o S H c N o B - H n 2 r #,15 8 15 19 15 15 18 17 15 8 15 5 15 5 15 15 5 15 8 28 24 6 15 8 15 24 6 8 23 8 6,),1c1),0,0,,0,3,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
109,C[CN]1HC(CC)NCCC[C]CH(C1HC1)C1,30,0,31.0,,<eos>,eos,<bos> C [ C N ] 1 H C ( C C ) N C C C [ C ] C H ( C 1 H C 1 ) C 1 <eos> C 1 C O 1 <eos> <eos> <eos> H <eos> N C ( C = O ) [ = C c C c c 2 C ( ] ) c 1 C C [ C C 1 H ] ( [ C ) C ] 2 4 O C 3 ( C O ) C O O 1 C 1 O [ H ] C 2 N O 1 C = c o N F o 1 F c O 3 N o # c n 2 #,15 21 15 18 22 8 17 15 5 15 15 6 18 15 15 15 21 15 22 15 17 5 15 8 17 15 8 6 15 8,1,1)C1,0,0,,0,1,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
110,Cc1ccc(NC)c1N1C(=O)c2cccc([C)](=O)[O-Nc(cC1=O2(=C)C2(cO))1c1c2C1C1cC2OCCO1CCC1CO3=CC(=OC2CC==O)COrO1cFo-nsF3(O2c#l1(N2),119,0,,,,max_length,<bos> C c 1 c c c ( N C ) c 1 N 1 C ( = O ) c 2 c c c c ( [ C ) ] ( = O ) [ O - N c ( c C 1 = O 2 ( = C ) C 2 ( c O ) ) 1 c 1 c 2 C 1 C 1 c C 2 O C C O 1 C C C 1 C O 3 = C C ( = O C 2 C C = = O ) C O r O 1 c F o - n s F 3 ( O 2 c # l 1 ( N 2 ),15 23 8 23 23 23 5 18 15 6 23 8 18 8 15 5 13 19 6 23 9 23 23 23 23 5 21 15 6 22 5 13 19 6 21 19 7 18 23 5 23 15 8 13 19 9 5 13 15 6 15 9 5 23 19 6 6 8 23 8 23 9 15 8 15 8 23 15 9 19 15 15 19 8 15 15 15 8 15 19 10 13 15 15 5 13 19 15 9 15 15 13 13 19 6 15 19 27 19 8 23 16 26 7 25 28 16 10 5 19 9 23 4 24 8 5 18 9 6,),(N2),1,1,,0,2,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
111,Cc1nc(C(C2nc(C)Ccccc(c)c1cccc(Cl))cC2=C(C)cn11COCCC1)nc1,56,0,57.0,,<eos>,eos,<bos> C c 1 n c ( C ( C 2 n c ( C ) C c c c c ( c ) c 1 c c c c ( C l ) ) c C 2 = C ( C ) c n 1 1 C O C C C 1 ) n c 1 <eos> C c <eos> c C <eos> <eos> C 1 O C O = O C O ( C O C 1 C C ) C C C ( C O C 1 C C O 1 O ) C O <eos> O 1 C o [ F 4 C 1 B C n 2 ] # n O 2 l 4 -,15 23 8 25 23 5 15 5 15 9 25 23 5 15 6 15 23 23 23 23 5 23 6 23 8 23 23 23 23 5 15 24 6 6 23 15 9 13 15 5 15 6 23 25 8 8 15 19 15 15 15 8 6 25 23 8,1,)nc1,0,0,,0,3,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
112,Cc1nc(=O)c(H(c2cCCNC(C)c1cc(nC2)cC1C)Cc2c)c1n1C1[CH=Oc(=Oc2ccC1c(]CcC1C)CO3OF)[CC=H](O)C[CC(]21C2)O1(l2)#nr(cn3CFl#=C2),119,0,,,,max_length,<bos> C c 1 n c ( = O ) c ( H ( c 2 c C C N C ( C ) c 1 c c ( n C 2 ) c C 1 C ) C c 2 c ) c 1 n 1 C 1 [ C H = O c ( = O c 2 c c C 1 c ( ] C c C 1 C ) C O 3 O F ) [ C C = H ] ( O ) C [ C C ( ] 2 1 C 2 ) O 1 ( l 2 ) # n r ( c n 3 C F l # = C 2 ),15 23 8 25 23 5 13 19 6 23 5 17 5 23 9 23 15 15 18 15 5 15 6 23 8 23 23 5 25 15 9 6 23 15 8 15 6 15 23 9 23 6 23 8 25 8 15 8 21 15 17 13 19 23 5 13 19 23 9 23 23 15 8 23 5 22 15 23 15 8 15 6 15 19 10 19 16 6 21 15 15 13 17 22 5 19 6 15 21 15 15 5 22 9 8 15 9 6 19 8 5 24 9 6 4 25 27 5 23 25 10 15 16 24 4 13 15 9 6,),=C2),0,0,,0,3,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
113,CN1CC(OC(=C)Nc2ccc(-c2cccc4c)cc)CCC[C1Cc(NC(CO)c1)(cC1)c(N2cc1c1CC]1cO)C(C)CC1CC=[CO(C)C1CC=OO]O1sO1os2oH#C4lBC3CsH1N=l,119,0,,,,max_length,<bos> C N 1 C C ( O C ( = C ) N c 2 c c c ( - c 2 c c c c 4 c ) c c ) C C C [ C 1 C c ( N C ( C O ) c 1 ) ( c C 1 ) c ( N 2 c c 1 c 1 C C ] 1 c O ) C ( C ) C C 1 C C = [ C O ( C ) C 1 C C = O O ] O 1 s O 1 o s 2 o H # C 4 l B C 3 C s H 1 N = l,15 18 8 15 15 5 19 15 5 13 15 6 18 23 9 23 23 23 5 7 23 9 23 23 23 23 11 23 6 23 23 6 15 15 15 21 15 8 15 23 5 18 15 5 15 19 6 23 8 6 5 23 15 8 6 23 5 18 9 23 23 8 23 8 15 15 22 8 23 19 6 15 5 15 6 15 15 8 15 15 13 21 15 19 5 15 6 15 8 15 15 13 19 19 22 19 8 28 19 8 26 28 9 26 17 4 15 11 24 14 15 10 15 28 17 8 18 13 24,l,1N=l,0,0,3,1,2,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
114,Nc1n[nH]c2c(c(-c3cnN(Oc4cCc4cc4c34-cc(cc2)c2c12c12cc3)cc12c)c121HC1C(=O)OC)NC1CO=[=C(Cc]1C1(OO)CO)O1BrH#HC1onsCHs=rH3l-,119,0,,,,max_length,<bos> N c 1 n [ n H ] c 2 c ( c ( - c 3 c n N ( O c 4 c C c 4 c c 4 c 3 4 - c c ( c c 2 ) c 2 c 1 2 c 1 2 c c 3 ) c c 1 2 c ) c 1 2 1 H C 1 C ( = O ) O C ) N C 1 C O = [ = C ( C c ] 1 C 1 ( O O ) C O ) O 1 B r H # H C 1 o n s C H s = r H 3 l -,18 23 8 25 21 25 17 22 23 9 23 5 23 5 7 23 10 23 25 18 5 19 23 11 23 15 23 11 23 23 11 23 10 11 7 23 23 5 23 23 9 6 23 9 23 8 9 23 8 9 23 23 10 6 23 23 8 9 23 6 23 8 9 8 17 15 8 15 5 13 19 6 19 15 6 18 15 8 15 19 13 21 13 15 5 15 23 22 8 15 8 5 19 19 6 15 19 6 19 8 14 27 17 4 17 15 8 26 25 28 15 17 28 13 27 17 10 24 7,-,H3l-,0,0,2,1,4,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
115,CN1C(=O)CCCCCc2c(cOcc(c)c1CCCC1CC1C1CC1C)NC(O)O(FO)FCF[c(c)c2CCC2CC1(O)CC1C]C1CCC(C)[COC1C1(CO)C1#O1c=Fsn#H1sBNH5#rn5]=,119,0,,,,max_length,<bos> C N 1 C ( = O ) C C C C C c 2 c ( c O c c ( c ) c 1 C C C C 1 C C 1 C 1 C C 1 C ) N C ( O ) O ( F O ) F C F [ c ( c ) c 2 C C C 2 C C 1 ( O ) C C 1 C ] C 1 C C C ( C ) [ C O C 1 C 1 ( C O ) C 1 # O 1 c = F s n # H 1 s B N H 5 # r n 5 ] =,15 18 8 15 5 13 19 6 15 15 15 15 15 23 9 23 5 23 19 23 23 5 23 6 23 8 15 15 15 15 8 15 15 8 15 8 15 15 8 15 6 18 15 5 19 6 19 5 16 19 6 16 15 16 21 23 5 23 6 23 9 15 15 15 9 15 15 8 5 19 6 15 15 8 15 22 15 8 15 15 15 5 15 6 21 15 19 15 8 15 8 5 15 19 6 15 8 4 19 8 23 13 16 28 25 4 17 8 28 14 18 17 12 4 27 25 12 22 13,=,n5]=,0,0,2,1,2,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
116,CC(C)Cc1ccc(c1)cCF,18,0,19.0,,<eos>,eos,<bos> C C ( C ) C c 1 c c c ( c 1 ) c C F <eos> N 1 1 C <eos> C <eos> <eos> <eos> <eos> 1 O c 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> C <eos> C <eos> C ( = C ) <eos> <eos> <eos> O <eos> O c ( c O c 1 C 2 1 c C ( O ) O ) O C ( C 1 O 2 = O C ) H C O C 1 C 1 = [ N 1 C ] <eos> O 1 B N c s l c o C H o N C H 2 H 2 C c O,15 15 5 15 6 15 23 8 23 23 23 5 23 8 6 23 15 16,F,)cCF,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
117,CN(Cc1ccccc(C1c1CFCC1C)1Cc11n1O1C1OOC2CC1)O(C)CCcC1[CC(COc(Cc)1CO1]C(O)C)OC=C1OC=OCOCCO11C1=ON1C2#O1,100,0,101.0,,<eos>,eos,<bos> C N ( C c 1 c c c c c ( C 1 c 1 C F C C 1 C ) 1 C c 1 1 n 1 O 1 C 1 O O C 2 C C 1 ) O ( C ) C C c C 1 [ C C ( C O c ( C c ) 1 C O 1 ] C ( O ) C ) O C = C 1 O C = O C O C C O 1 1 C 1 = O N 1 C 2 # O 1 <eos> N <eos> c S <eos> o <eos> H <eos> N <eos> H <eos> H = r l <eos>,15 18 5 15 23 8 23 23 23 23 23 5 15 8 23 8 15 16 15 15 8 15 6 8 15 23 8 8 25 8 19 8 15 8 19 19 15 9 15 15 8 6 19 5 15 6 15 15 23 15 8 21 15 15 5 15 19 23 5 15 23 6 8 15 19 8 22 15 5 19 6 15 6 19 15 13 15 8 19 15 13 19 15 19 15 15 19 8 8 15 8 13 19 18 8 15 9 4 19 8,1,2#O1,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
118,C[C1cc(CCC(=C)=O)CCCN(C(CONH]C)cCCc1c(=c)OCO)c1c1,49,0,50.0,,<eos>,eos,<bos> C [ C 1 c c ( C C C ( = C ) = O ) C C C N ( C ( C O N H ] C ) c C C c 1 c ( = c ) O C O ) c 1 c 1 <eos> c C 4 C c C c H 1 C O 1 c 1 c C C 1 ( O C ) [ C C H ] ( O [ C C 1 O ( O ) c C C ] 1 [ C ] 1 O ) O 1 B S H 2 = F 2 B r - o [ S 4 N S # n ],15 21 15 8 23 23 5 15 15 15 5 13 15 6 13 19 6 15 15 15 18 5 15 5 15 19 18 17 22 15 6 23 15 15 23 8 23 5 13 23 6 19 15 19 6 23 8 23 8,1,c1c1,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
