token_ids,raw_tokens,effective_token_ids,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,last_non_special_token,ending_motif,max_parenthesis_depth,max_bracket_depth
1 18 4 15 23 8 23 5 18 15 5 13 19 6 23 9 23 23 23 23 23 9 6 25 23 9 23 23 23 23 23 9 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> N # C c 1 c ( N C ( = O ) c 2 c c c c c 2 ) n c 2 c c c c c 2 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,18 4 15 23 8 23 5 18 15 5 13 19 6 23 9 23 23 23 23 23 9 6 25 23 9 23 23 23 23 23 9 8,N#Cc1c(NC(=O)c2ccccc2)nc2ccccc21,32,0,33,,<eos>,eos,0,0,,0,1,cc21,2,0
1 15 15 5 13 19 6 18 23 8 23 23 23 5 15 5 13 19 6 18 5 15 6 15 15 5 13 19 6 18 23 9 23 23 23 23 23 9 15 6 23 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C ( = O ) N c 1 c c c ( C ( = O ) N ( C ) C C ( = O ) N c 2 c c c c c 2 C ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 5 13 19 6 18 23 8 23 23 23 5 15 5 13 19 6 18 5 15 6 15 15 5 13 19 6 18 23 9 23 23 23 23 23 9 15 6 23 23 8,CC(=O)Nc1ccc(C(=O)N(C)CC(=O)Nc2ccccc2C)cc1,42,0,43,,<eos>,eos,0,0,,0,1,)cc1,2,0
1 15 18 5 15 6 15 15 18 15 5 13 19 6 23 8 23 23 23 23 23 8 7 23 8 23 23 23 23 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C N ( C ) C C N C ( = O ) c 1 c c c c c 1 - c 1 c c c c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 18 5 15 6 15 15 18 15 5 13 19 6 23 8 23 23 23 23 23 8 7 23 8 23 23 23 23 23 8,CN(C)CCNC(=O)c1ccccc1-c1ccccc1,30,0,31,,<eos>,eos,0,0,,0,1,ccc1,1,0
1 19 23 8 23 23 23 23 23 8 15 18 23 8 25 23 23 5 15 6 23 23 8 15 24 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> O c 1 c c c c c 1 C N c 1 n c c ( C ) c c 1 C l <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19 23 8 23 23 23 23 23 8 15 18 23 8 25 23 23 5 15 6 23 23 8 15 24,Oc1ccccc1CNc1ncc(C)cc1Cl,24,0,25,,<eos>,eos,0,0,,0,l,c1Cl,1,0
1 19 13 15 5 18 23 8 23 23 5 7 23 9 23 23 23 26 9 6 25 23 9 23 23 23 23 23 8 9 6 18 5 15 23 8 23 23 23 23 25 8 6 15 8 15 15 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> O = C ( N c 1 c c ( - c 2 c c c o 2 ) n c 2 c c c c c 1 2 ) N ( C c 1 c c c c n 1 ) C 1 C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19 13 15 5 18 23 8 23 23 5 7 23 9 23 23 23 26 9 6 25 23 9 23 23 23 23 23 8 9 6 18 5 15 23 8 23 23 23 23 25 8 6 15 8 15 15 8,O=C(Nc1cc(-c2ccco2)nc2ccccc12)N(Cc1ccccn1)C1CC1,47,0,48,,<eos>,eos,0,0,,0,1,1CC1,2,0
1 18 23 8 25 25 5 15 23 9 23 23 23 10 23 5 23 9 6 15 15 15 15 10 6 23 5 13 19 6 21 25 17 22 23 8 13 19 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> N c 1 n n ( C c 2 c c c 3 c ( c 2 ) C C C C 3 ) c ( = O ) [ n H ] c 1 = O <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,18 23 8 25 25 5 15 23 9 23 23 23 10 23 5 23 9 6 15 15 15 15 10 6 23 5 13 19 6 21 25 17 22 23 8 13 19,Nc1nn(Cc2ccc3c(c2)CCCC3)c(=O)[nH]c1=O,37,0,38,,<eos>,eos,0,0,,0,O,c1=O,2,1
1 15 15 5 15 6 5 15 6 18 15 5 13 19 6 15 8 15 15 18 5 15 5 13 19 6 23 9 23 23 23 10 23 5 23 9 6 15 15 15 10 6 15 15 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C ( C ) ( C ) N C ( = O ) C 1 C C N ( C ( = O ) c 2 c c c 3 c ( c 2 ) C C C 3 ) C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 5 15 6 5 15 6 18 15 5 13 19 6 15 8 15 15 18 5 15 5 13 19 6 23 9 23 23 23 10 23 5 23 9 6 15 15 15 10 6 15 15 8,CC(C)(C)NC(=O)C1CCN(C(=O)c2ccc3c(c2)CCC3)CC1,44,0,45,,<eos>,eos,0,0,,0,1,)CC1,2,0
1 18 15 5 15 6 15 5 13 19 6 15 15 15 5 13 19 6 18 23 8 23 23 23 23 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> N C ( C ) C ( = O ) C C C ( = O ) N c 1 c c c c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,18 15 5 15 6 15 5 13 19 6 15 15 15 5 13 19 6 18 23 8 23 23 23 23 23 8,NC(C)C(=O)CCC(=O)Nc1ccccc1,26,0,27,,<eos>,eos,0,0,,0,1,ccc1,1,0
1 15 15 18 5 15 6 15 5 13 19 6 18 8 15 15 18 5 15 5 13 19 6 23 9 23 23 23 5 15 24 6 23 23 9 15 24 6 15 15 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C N ( C ) C ( = O ) N 1 C C N ( C ( = O ) c 2 c c c ( C l ) c c 2 C l ) C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 18 5 15 6 15 5 13 19 6 18 8 15 15 18 5 15 5 13 19 6 23 9 23 23 23 5 15 24 6 23 23 9 15 24 6 15 15 8,CCN(C)C(=O)N1CCN(C(=O)c2ccc(Cl)cc2Cl)CC1,40,0,41,,<eos>,eos,0,0,,0,1,)CC1,2,0
1 15 15 15 18 5 15 15 6 15 5 13 19 6 15 18 15 5 13 19 6 23 8 23 23 23 5 15 24 6 23 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C C N ( C C ) C ( = O ) C N C ( = O ) c 1 c c c ( C l ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 15 18 5 15 15 6 15 5 13 19 6 15 18 15 5 13 19 6 23 8 23 23 23 5 15 24 6 23 23 8,CCCN(CC)C(=O)CNC(=O)c1ccc(Cl)cc1,32,0,33,,<eos>,eos,0,0,,0,1,)cc1,1,0
1 19 13 15 5 18 15 15 8 15 15 8 6 18 8 15 15 15 5 23 9 25 23 23 23 25 9 6 15 15 8 13 19 6 18 15 8 15 15 15 15 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> O = C ( N C C 1 C C 1 ) N 1 C C C ( c 2 n c c c n 2 ) C C 1 = O ) N C 1 C C C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19 13 15 5 18 15 15 8 15 15 8 6 18 8 15 15 15 5 23 9 25 23 23 23 25 9 6 15 15 8 13 19 6 18 15 8 15 15 15 15 8,O=C(NCC1CC1)N1CCC(c2ncccn2)CC1=O)NC1CCCC1,41,0,42,,<eos>,eos,0,0,,0,1,CCC1,1,0
1 15 23 8 23 23 23 9 25 23 5 15 15 18 10 15 15 19 15 15 10 6 25 23 5 7 23 10 23 23 23 23 25 9 6 25 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C c 1 c c c 2 n c ( C C N 3 C C O C C 3 ) n c ( - c 3 c c c c n 2 ) n 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 23 8 23 23 23 9 25 23 5 15 15 18 10 15 15 19 15 15 10 6 25 23 5 7 23 10 23 23 23 23 25 9 6 25 8,Cc1ccc2nc(CCN3CCOCC3)nc(-c3ccccn2)n1,36,0,37,,<eos>,eos,0,0,3,1,1,2)n1,1,0
1 15 23 8 25 23 23 5 15 6 23 23 8 15 5 13 19 6 18 15 23 8 23 23 23 23 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C c 1 n c c ( C ) c c 1 C ( = O ) N C c 1 c c c c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 23 8 25 23 23 5 15 6 23 23 8 15 5 13 19 6 18 15 23 8 23 23 23 23 23 8,Cc1ncc(C)cc1C(=O)NCc1ccccc1,27,0,28,,<eos>,eos,0,0,,0,1,ccc1,1,0
1 15 19 15 23 8 23 23 23 9 23 5 23 8 7 23 8 25 23 5 7 23 10 23 23 23 23 23 10 6 25 23 5 18 10 15 15 19 15 15 10 6 25 23 9 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C O C c 1 c c c 2 c ( c 1 - c 1 n c ( - c 3 c c c c c 3 ) n c ( N 3 C C O C C 3 ) n c 2 c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 19 15 23 8 23 23 23 9 23 5 23 8 7 23 8 25 23 5 7 23 10 23 23 23 23 23 10 6 25 23 5 18 10 15 15 19 15 15 10 6 25 23 9 23 8,COCc1ccc2c(c1-c1nc(-c3ccccc3)nc(N3CCOCC3)nc2c1,46,0,47,,<eos>,eos,1,0,,0,1,c2c1,2,0
1 15 15 18 15 5 13 19 6 23 8 23 23 23 5 7 25 9 25 23 10 23 23 23 23 23 10 21 25 17 22 9 6 23 5 13 19 6 21 25 17 22 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C N C ( = O ) c 1 c c c ( - n 2 n c 3 c c c c c 3 [ n H ] 2 ) c ( = O ) [ n H ] 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 18 15 5 13 19 6 23 8 23 23 23 5 7 25 9 25 23 10 23 23 23 23 23 10 21 25 17 22 9 6 23 5 13 19 6 21 25 17 22 8,CCNC(=O)c1ccc(-n2nc3ccccc3[nH]2)c(=O)[nH]1,42,0,43,,<eos>,eos,0,0,,0,1,nH]1,1,1
1 15 23 8 23 23 5 16 6 23 23 5 7 23 9 25 23 10 23 5 25 23 11 23 23 23 25 23 10 11 6 15 15 5 13 19 6 18 5 15 6 15 9 6 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C c 1 c c ( F ) c c ( - c 2 n c 3 c ( n c 4 c c c n c 3 4 ) C C ( = O ) N ( C ) C 2 ) c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 23 8 23 23 5 16 6 23 23 5 7 23 9 25 23 10 23 5 25 23 11 23 23 23 25 23 10 11 6 15 15 5 13 19 6 18 5 15 6 15 9 6 23 8,Cc1cc(F)cc(-c2nc3c(nc4cccnc34)CC(=O)N(C)C2)c1,45,0,46,,<eos>,eos,0,0,,0,1,2)c1,2,0
1 15 15 5 13 19 6 18 8 15 15 18 5 15 5 13 19 6 23 9 23 23 23 5 15 18 10 15 15 15 15 15 10 6 15 15 9 6 23 5 15 6 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C ( = O ) N 1 C C N ( C ( = O ) c 2 c c c ( C N 3 C C C C C 3 ) C C 2 ) c ( C ) c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 5 13 19 6 18 8 15 15 18 5 15 5 13 19 6 23 9 23 23 23 5 15 18 10 15 15 15 15 15 10 6 15 15 9 6 23 5 15 6 23 8,CC(=O)N1CCN(C(=O)c2ccc(CN3CCCCC3)CC2)c(C)c1,43,0,44,,<eos>,eos,0,0,,0,1,C)c1,2,0
1 15 19 23 8 23 23 23 5 15 5 13 19 6 18 9 15 15 18 5 15 5 13 19 6 23 10 23 23 23 5 15 24 6 23 23 10 6 15 15 9 6 23 5 15 6 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C O c 1 c c c ( C ( = O ) N 2 C C N ( C ( = O ) c 3 c c c ( C l ) c c 3 ) C C 2 ) c ( C ) c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 19 23 8 23 23 23 5 15 5 13 19 6 18 9 15 15 18 5 15 5 13 19 6 23 10 23 23 23 5 15 24 6 23 23 10 6 15 15 9 6 23 5 15 6 23 8,COc1ccc(C(=O)N2CCN(C(=O)c3ccc(Cl)cc3)CC2)c(C)c1,47,0,48,,<eos>,eos,0,0,,0,1,C)c1,3,0
