sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
35,O=C(NCCOc2ccccCl)F)c1Cc1c1,26,0,27,,<eos>,eos,<bos> O = C ( N C C O c 2 c c c c C l ) F ) c 1 C c 1 c 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> c 1 <eos> <eos> C 1 <eos> <eos> <eos> <eos> <eos> <eos> 2 <eos> <eos> <eos> <eos> C <eos> 3 ( 5 <pad> <eos> # n - ) C l O = ) o C = B s 3 5 <unk> c S ] <pad> N <pad> H 5 n ) - H l o s S ] [ H = r c O <unk> S C o ) H - F O B <pad> S c N r F 4 H = N 5 c,19 13 15 5 18 15 15 19 23 9 23 23 23 23 15 24 6 16 6 23 8 15 23 8 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
36,Nc1cc(C2CCC(CC)cc(F)cc3)cn1)1,29,0,30,,<eos>,eos,<bos> N c 1 c c ( C 2 C C C ( C C ) c c ( F ) c c 3 ) c n 1 ) 1 <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> - B o <unk> 5 <pad> B ) 5 C o S 1 B F C = N 2 4 C <unk> C <pad> C - o = - <unk> 1 o n H 4 <pad> 3 S = ( n ) c ( S H - C r o N ) ] s H 1 3 F S [ C l ] ) l 2 l,18 23 8 23 23 5 15 9 15 15 15 5 15 15 6 23 23 5 16 6 23 23 10 6 23 25 8 6 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
37,c1c1c2c(-c2noc([cH]cc4cnc3c)c(CO)COcC)c1c1,42,0,43,,<eos>,eos,<bos> c 1 c 1 c 2 c ( - c 2 n o c ( [ c H ] c c 4 c n c 3 c ) c ( C O ) C O c C ) c 1 c 1 <eos> ) 1 <eos> C <eos> 1 <eos> 1 <eos> O c o 1 O <pad> 3 B <unk> s l 1 ( N <eos> C O B <eos> ] 5 - l o l <eos> B = c - F s - C 4 # O <eos> C ] H N H r C ) C 4 o ) o 2 n ] # F H F 2 c H <pad> s <pad> N n -,23 8 23 8 23 9 23 5 7 23 9 25 26 23 5 21 23 17 22 23 23 11 23 25 23 10 23 6 23 5 15 19 6 15 19 23 15 6 23 8 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
38,O=1(c(2c2c1(C(=O)NCcccnnc(-c2cccc2)Cc3,38,0,39,,<eos>,eos,<bos> O = 1 ( c ( 2 c 2 c 1 ( C ( = O ) N C c c c n n c ( - c 2 c c c c 2 ) C c 3 <eos> n <eos> ) <eos> c C <eos> n 1 <eos> <eos> 2 <eos> r 3 4 ] <unk> n 1 <eos> ( F ( H B F ] c C <pad> O s l N n r # = H 2 c H ] 3 [ s O - l ] <unk> ) <unk> = r # n N S ) <unk> <eos> - l <unk> # o <eos> N [ N H C 4 l 2 4 S r,19 13 8 5 23 5 9 23 9 23 8 5 15 5 13 19 6 18 15 23 23 23 25 25 23 5 7 23 9 23 23 23 23 9 6 15 23 10,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
39,Cc1cc(C)cc-c(C(ccnccc3cc[n4cccn2ccn12)c1,40,0,41,,<eos>,eos,<bos> C c 1 c c ( C ) c c - c ( C ( c c n c c c 3 c c [ n 4 c c c n 2 c c n 1 2 ) c 1 <eos> <eos> n 1 <eos> 1 <eos> <eos> <eos> C 2 <eos> O s r B N n s <pad> ] = l O 3 = ] o F N <pad> <eos> - S B N l ] o <eos> = ] n F N 4 <unk> N s # c # n ] S O B S 5 F 1 <eos> [ <pad> n <eos> ) ] ) ] - [ 5 n 5 [ C ( #,15 23 8 23 23 5 15 6 23 23 7 23 5 15 5 23 23 25 23 23 23 10 23 23 21 25 11 23 23 23 25 9 23 23 25 8 9 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
40,CCn1n(nC[nH]c2c(c(=O)NCCC(CCNCCOCCCC,36,0,37,,<eos>,eos,<bos> C C n 1 n ( n C [ n H ] c 2 c ( c ( = O ) N C C C ( C C N C C O C C C C <eos> C <eos> <eos> C l <eos> 1 o 2 ) <eos> <eos> 2 C <eos> c = o = <eos> 1 # ) F n H O 4 # 5 2 O <pad> 4 1 ] s N <pad> N H ] 4 H 5 <eos> O 4 F O = [ 3 O ) r 5 ) 5 1 S <eos> l <pad> <unk> <eos> o 5 ] O <eos> [ <eos> O r <eos> n 1 - # c -,15 15 25 8 25 5 25 15 21 25 17 22 23 9 23 5 23 5 13 19 6 18 15 15 15 5 15 15 18 15 15 19 15 15 15 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
41,CCc1nc(-c2ccc(C)c(cc3cnccc3C(C)CO=O)cC1)c2,42,0,43,,<eos>,eos,<bos> C C c 1 n c ( - c 2 c c c ( C ) c ( c c 3 c n c c c 3 C ( C ) C O = O ) c C 1 ) c 2 <eos> O <eos> 1 <eos> 1 <eos> <eos> C <eos> = C r C <eos> B C l F s H # 3 = 5 O c s 4 [ C ( 1 l 4 H c - n B n C - l C 2 [ ( N ) S ] 3 O n O C <unk> O c N # S <eos> O <eos> H n 3 r N 5 H ( N <unk> -,15 15 23 8 25 23 5 7 23 9 23 23 23 5 15 6 23 5 23 23 10 23 25 23 23 23 10 15 5 15 6 15 19 13 19 6 23 15 8 6 23 9,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
42,CCCCN1CCN(C(=O)N2CCcCc2)C1CO)CC,31,0,32,,<eos>,eos,<bos> C C C C N 1 C C N ( C ( = O ) N 2 C C c C c 2 ) C 1 C O ) C C <eos> C C 1 <eos> C C <eos> <eos> <eos> <eos> O <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> n 3 n ] 4 ( c # ( 5 c O c = 3 l F B 5 B 2 O # = ] - H S <eos> 1 3 = B # O N c F S ) H n N F S 4 S <unk> # l s o = <eos> B n H # F ] B H ( C r H ),15 15 15 15 18 8 15 15 18 5 15 5 13 19 6 18 9 15 15 23 15 23 9 6 15 8 15 19 6 15 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
43,CC(C)(=O)C)C)C(=O)c1cccc(B)cc1,30,0,31,,<eos>,eos,<bos> C C ( C ) ( = O ) C ) C ) C ( = O ) c 1 c c c c ( B ) c c 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> c 1 <eos> <eos> <eos> <eos> <eos> <eos> r 2 N l 1 H <pad> # O ) <eos> r # F 5 F ] <unk> O - o <unk> 3 [ N n H c ( <unk> c F B <eos> [ N O 3 ] C S O 3 2 ] 4 ( - s 2 3 5 n F n 1 [ ] l 3 <eos> F ) c # = 4,15 15 5 15 6 5 13 19 6 15 6 15 6 15 5 13 19 6 23 8 23 23 23 23 5 14 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
44,Cc1cnc(-c2nc(c(C)CF)F)c1c)ccHcncc3c3)c31c21)n,45,0,46,,<eos>,eos,<bos> C c 1 c n c ( - c 2 n c ( c ( C ) C F ) F ) c 1 c ) c c H c n c c 3 c 3 ) c 3 1 c 2 1 ) n <eos> <eos> <eos> C 1 <eos> <eos> s F l s ] # C 5 4 s # H <eos> ( = 5 O H # ) l C B N H - C 3 4 3 S <unk> ) C # 3 4 [ 3 s S <pad> s 3 O l S = O <eos> ) 5 F ] B N 1 ) O <unk> ( 1 # ( <pad> F -,15 23 8 23 25 23 5 7 23 9 25 23 5 23 5 15 6 15 16 6 16 6 23 8 23 6 23 23 17 23 25 23 23 10 23 10 6 23 10 8 23 9 8 6 25,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
45,CS(=O)(=O)c1ccc(C(=O)(=O)C2CcCCcCCC2)c)c,40,0,41,,<eos>,eos,<bos> C S ( = O ) ( = O ) c 1 c c c ( C ( = O ) ( = O ) C 2 C c C C c C C C 2 ) c ) c <eos> 2 1 <eos> <eos> c <eos> <eos> <eos> 1 C <eos> 1 # l 1 O - [ c <pad> 3 o F = c 5 s = <unk> s 5 1 4 C c O ) o 1 4 r O l N l # 4 [ C c ) S # <pad> O r 4 5 ( <unk> F S c <unk> <pad> S B O <eos> <pad> n <eos> = C n 3 5 o,15 20 5 13 19 6 5 13 19 6 23 8 23 23 23 5 15 5 13 19 6 5 13 19 6 15 9 15 23 15 15 23 15 15 15 9 6 23 6 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
46,CC(CC)CCCCNSc1ccc(Bl)cc1)c1ccccc1,33,0,34,,<eos>,eos,<bos> C C ( C C ) C C C C N S c 1 c c c ( B l ) c c 1 ) c 1 c c c c c 1 <eos> <eos> 1 <eos> 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> 1 <eos> r ] O r o B C ( r ( = N # ) F <unk> O N O = 3 - r F - ) <unk> n H ] s O - c [ 4 n - ] l r F n N n 2 N - O r F - 2 l <pad> [ n O B C 5 B ( 2 N <unk> r,15 15 5 15 15 6 15 15 15 15 18 20 23 8 23 23 23 5 14 24 6 23 23 8 6 23 8 23 23 23 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
47,COc1ccc(C2CCNCCCCC(C[CH]c3ccc3c)c2))c1,38,0,39,,<eos>,eos,<bos> C O c 1 c c c ( C 2 C C N C C C C C ( C [ C H ] c 3 c c c 3 c ) c 2 ) ) c 1 <eos> O <eos> c <eos> <eos> 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> O r <unk> s O # H ( F N c H - c = <pad> 2 <unk> 4 <eos> 5 # S N ) S 4 N <unk> H ( r [ C c # ( 4 o <unk> S l r s 1 H 3 1 <unk> H ) 3 r <eos> # ( 5 n c S ( H s c n H ),15 19 23 8 23 23 23 5 15 9 15 15 18 15 15 15 15 15 5 15 21 15 17 22 23 10 23 23 23 10 23 6 23 9 6 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
48,CC(C(CO)2cnc(-c32ccc()cnc)n2c)C(C)C1CO)Cc21n1,45,0,46,,<eos>,eos,<bos> C C ( C ( C O ) 2 c n c ( - c 3 2 c c c ( ) c n c ) n 2 c ) C ( C ) C 1 C O ) C c 2 1 n 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> r <unk> S ) s 5 l 1 <unk> 1 c F N 2 = # O = ] 3 F c O <pad> - 3 ( 2 [ l n F n l n C ) c F C S - o 5 n 5 ( <unk> <pad> n <eos> # n O 2 N <pad> C n 4 F = <unk> H n r n,15 15 5 15 5 15 19 6 9 23 25 23 5 7 23 10 9 23 23 23 5 6 23 25 23 6 25 9 23 6 15 5 15 6 15 8 15 19 6 15 23 9 8 25 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
49,CC(C)Cc1cccnc2cnc3c3cnc)[n43ccncH]c3cc2)c1,42,0,43,,<eos>,eos,<bos> C C ( C ) C c 1 c c c n c 2 c n c 3 c 3 c n c ) [ n 4 3 c c n c H ] c 3 c c 2 ) c 1 <eos> n <eos> c <eos> 1 <eos> C 2 <eos> 3 s S <pad> # 4 H l <eos> l o <eos> B 3 ] l ( 1 C <unk> O ( 5 = s - B n [ 3 n - <unk> o # ( c # <unk> O H F o F 1 o <eos> r C s H # O <pad> B <eos> <pad> N O H F = 1 <eos> # r s,15 15 5 15 6 15 23 8 23 23 23 25 23 9 23 25 23 10 23 10 23 25 23 6 21 25 11 10 23 23 25 23 17 22 23 10 23 23 9 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
50,CN(C)COC(=O)Nc1ccn(-c3c)cnc2c(C)c(CC)c2)C),42,0,43,,<eos>,eos,<bos> C N ( C ) C O C ( = O ) N c 1 c c n ( - c 3 c ) c n c 2 c ( C ) c ( C C ) c 2 ) C ) <eos> O C C <eos> = O <eos> <eos> <eos> = r n ) 1 ] n - O C F <eos> 4 2 = <eos> 5 H 5 N o ( - 2 c = H c r 2 3 F l c r N ( r 5 l O ) s O n 2 3 - l 4 S l 2 <eos> ) O N 3 O c H 3 r <pad> S l ),15 18 5 15 6 15 19 15 5 13 19 6 18 23 8 23 23 25 5 7 23 10 23 6 23 25 23 9 23 5 15 6 23 5 15 15 6 23 9 6 15 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
51,O=c1[nH]c(-lccnc)Ccc)c12c3cc)c1c)cCc)cC2)c2nC1,46,0,47,,<eos>,eos,<bos> O = c 1 [ n H ] c ( - l c c n c ) C c c ) c 1 2 c 3 c c ) c 1 c ) c C c ) c C 2 ) c 2 n C 1 <eos> c <eos> 1 <eos> <eos> c s <unk> n F # <unk> # F s # H 3 # 3 <eos> l 2 = S ] 4 1 2 F - O N n <unk> F = ) C l o F o 1 C O # <unk> 3 O = <pad> B r <eos> 4 N # s H B 5 F = 3 [ S B ) # ) -,19 13 23 8 21 25 17 22 23 5 7 24 23 23 25 23 6 15 23 23 6 23 8 9 23 10 23 23 6 23 8 23 6 23 15 23 6 23 15 9 6 23 9 25 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
52,CC(CS(COC(=O)N1CCCCC1C1)c11,27,0,28,,<eos>,eos,<bos> C C ( C S ( C O C ( = O ) N 1 C C C C C 1 C 1 ) c 1 1 <eos> C 1 <eos> <eos> <eos> <eos> <eos> <eos> C <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> C 2 <eos> <eos> <eos> C <eos> 1 S N B 5 <unk> H C r s 5 F S 1 3 ] l H 1 s H S N 1 [ <pad> <unk> - N S o F n # O <pad> N 3 1 H 2 C B F S 4 5 C O = 1 O n O l 1 <eos> c o c B H ) F 4 <unk> <eos>,15 15 5 15 20 5 15 19 15 5 13 19 6 18 8 15 15 15 15 15 8 15 8 6 23 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
53,Cc1ccccc1cc1c(C)Nc2cccnc2c1=O,29,0,30,,<eos>,eos,<bos> C c 1 c c c c c 1 c c 1 c ( C ) N c 2 c c c n c 2 c 1 = O <eos> c 1 <eos> <eos> O 1 <eos> 1 1 <eos> <eos> <eos> <eos> <eos> <eos> 2 <eos> 1 <eos> <eos> 1 <eos> - # 2 N 3 F 5 - = C ( 5 - ) c N ( l n [ F 2 ] = 4 <unk> 5 2 C N 1 O n B <unk> = ) 3 <eos> C H c ) o C 3 r <unk> N o 1 - S O F 3 <eos> O <eos> [ B [ = ( ) <pad> ),15 23 8 23 23 23 23 23 8 23 23 8 23 5 15 6 18 23 9 23 23 23 25 23 9 23 8 13 19,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
54,C=C1CN(C(=O)NC(C(C(C)cC)CnCO)C=C)c(C)CO=O)O,43,0,44,,<eos>,eos,<bos> C = C 1 C N ( C ( = O ) N C ( C ( C ( C ) c C ) C n C O ) C = C ) c ( C ) C O = O ) O <eos> 1 <eos> <eos> C C <eos> <eos> <eos> ) [ n ) O # N ( <pad> = <pad> <unk> 4 ( ) - l H <unk> 3 n <unk> o C 4 2 # c n [ 3 C c <unk> O 4 o <pad> ] ) O l F ( O H 3 N s 4 s O 5 s 2 ] s ( 2 3 F 5 H 5 n ) =,15 13 15 8 15 18 5 15 5 13 19 6 18 15 5 15 5 15 5 15 6 23 15 6 15 25 15 19 6 15 13 15 6 23 5 15 6 15 19 13 19 6 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
55,Cc1ccnc(C)c)N(C(=O)c2cccc2)c12)C1,33,0,34,,<eos>,eos,<bos> C c 1 c c n c ( C ) c ) N ( C ( = O ) c 2 c c c c 2 ) c 1 2 ) C 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> n c 1 <eos> 1 <eos> <eos> <eos> <eos> # ] [ S ) <pad> F s [ N c O - # <pad> N ] 3 1 5 F C 4 <pad> 4 3 [ ] S = 4 n 5 4 B o 4 3 S C ] <pad> B ( S r 2 r s <pad> 2 = ] n B <pad> s o N s <eos> [ H C S o ),15 23 8 23 23 25 23 5 15 6 23 6 18 5 15 5 13 19 6 23 9 23 23 23 23 9 6 23 8 9 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
56,CC(C)(C)n1nc2cnc2c[cH]c3ccncH])(=O)C(2)C)c1,43,0,44,,<eos>,eos,<bos> C C ( C ) ( C ) n 1 n c 2 c n c 2 c [ c H ] c 3 c c n c H ] ) ( = O ) C ( 2 ) C ) c 1 <eos> 1 <eos> c 2 <eos> <eos> <eos> <eos> O 5 l B n <pad> C l = <eos> # O N 2 ] l 5 2 F = r c 3 <unk> H 2 ( S = ) - ( N o c C 4 3 B N H <unk> o 5 <pad> N 4 1 r 5 o B 5 <pad> n ( r <eos> <unk> n H n # H N l c,15 15 5 15 6 5 15 6 25 8 25 23 9 23 25 23 9 23 21 23 17 22 23 10 23 23 25 23 17 22 6 5 13 19 6 15 5 9 6 15 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
57,O=C(N1Ccc2cccc2Cc2cc)c1CC1,26,0,27,,<eos>,eos,<bos> O = C ( N 1 C c c 2 c c c c 2 C c 2 c c ) c 1 C C 1 <eos> C 1 1 <eos> C C C 1 C <eos> C <eos> <eos> <eos> <eos> <eos> C <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> c ] o 1 <pad> ) # - H c 5 H 3 c 3 ( r B 5 l 5 ( B F [ 2 H O c l # o ) c 4 = N 4 C N S <pad> ) 3 n C 3 <unk> O o l o = ] ) <pad> l F S [ F <pad> ] <pad> S ) c,19 13 15 5 18 8 15 23 23 9 23 23 23 23 9 15 23 9 23 23 6 23 8 15 15 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
58,COc1ccc(-c2nc(-c3ccccc3)cc2C)cn12,33,0,34,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 n c ( - c 3 c c c c c 3 ) c c 2 C ) c n 1 2 <eos> c c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> c <eos> 1 <eos> c 1 <eos> <unk> # S s <pad> F <pad> ) r [ r c B 2 1 C F s <eos> H O ( ) 5 O ] 4 S = # 1 2 r F 3 # 5 4 r C 1 2 o ( n O 4 <unk> = r <eos> H <pad> O o r <eos> - F o # <pad> H [ n r -,15 19 23 8 23 23 23 5 7 23 9 25 23 5 7 23 10 23 23 23 23 23 10 6 23 23 9 15 6 23 25 8 9,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
59,C=C(N(CO2[cHcc2cn)c1CC(=O)Nc1ccc(cC)c())c221c,45,0,46,,<eos>,eos,<bos> C = C ( N ( C O 2 [ c H c c 2 c n ) c 1 C C ( = O ) N c 1 c c c ( c C ) c ( ) ) c 2 2 1 c <eos> 1 <eos> C 2 <eos> <eos> s c <unk> <pad> 3 # C o <unk> <eos> ) C - c <eos> s <unk> <pad> <unk> B F C O 2 # F [ c n 1 [ l # r <pad> ( = c ) H O l - o n o = <eos> s r o r 3 N B H 1 2 - r N <unk> 4 ] ) - r,15 13 15 5 18 5 15 19 9 21 23 17 23 23 9 23 25 6 23 8 15 15 5 13 19 6 18 23 8 23 23 23 5 23 15 6 23 5 6 6 23 9 9 8 23,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
60,O=C(Nc1c[nH]cc2cc2cc2ccc(1)c1C(C(2)cc)c)cnc1,44,0,45,,<eos>,eos,<bos> O = C ( N c 1 c [ n H ] c c 2 c c 2 c c 2 c c c ( 1 ) c 1 C ( C ( 2 ) c c ) c ) c n c 1 <eos> <eos> <eos> C 1 <eos> 2 <eos> r c 4 H O F 3 S o ] <unk> F 3 c 3 H - <pad> <eos> 1 n <eos> o s H ] [ 4 c ) n O ) 5 2 <unk> 1 F B - s F [ r n S C 1 O S H ( n 2 O B 5 [ O 1 # l # S ( 4 r,19 13 15 5 18 23 8 23 21 25 17 22 23 23 9 23 23 9 23 23 9 23 23 23 5 8 6 23 8 15 5 15 5 9 6 23 23 6 23 6 23 25 23 8,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
61,c1cccn[nH]c(Cc3ccnc3cncncncn1,29,0,30,,<eos>,eos,<bos> c 1 c c c n [ n H ] c ( C c 3 c c n c 3 c n c n c n c n 1 <eos> 1 <eos> C <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> ) 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> ) s ( <unk> - F s - n N # S l B = s H <pad> <unk> B <unk> 4 ) 4 <eos> - ] c = ] N 2 N ] 2 F 3 S - [ 2 ( ) <unk> N 4 ) <unk> - N [ - r - S ( <eos> B = s C <pad> s r l 1 2,23 8 23 23 23 25 21 25 17 22 23 5 15 23 10 23 23 25 23 10 23 25 23 25 23 25 23 25 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
62,Nc1cc(=O)c1H]c(c1,17,0,18,,<eos>,eos,<bos> N c 1 c c ( = O ) c 1 H ] c ( c 1 <eos> C c 1 ) O C 1 1 <eos> c 1 1 1 <eos> c c 1 <eos> <eos> C <eos> 1 <eos> <eos> 2 ) <eos> 1 <eos> <eos> C 2 <eos> <eos> 5 F 2 n ) # [ r <eos> 3 ( <unk> n - ) N r B 1 F - [ ) <pad> N <unk> <eos> <pad> H 5 o B # ] O o ) <unk> = 1 = l = 1 - 4 F 3 2 n ) s n N S l 1 c <eos> ] F 4 s ) C B 4,18 23 8 23 23 5 13 19 6 23 8 17 22 23 5 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
63,CC1CC(CN(C)3C3c3c)cHCC(C)C2C)CCCCCCCCC)C)2)C1,45,0,46,,<eos>,eos,<bos> C C 1 C C ( C N ( C ) 3 C 3 c 3 c ) c H C C ( C ) C 2 C ) C C C C C C C C C ) C ) 2 ) C 1 <eos> C <eos> <eos> <eos> <eos> <eos> c o 4 - c S <unk> = F c [ 1 H 2 l C F B 2 C - [ c 1 # - c S O = 2 = # <eos> O = F 4 c 4 3 ] N r ] 4 r N O 3 s ] # ] 1 <eos> 4 n <pad> r H ) = <unk> ( 3 l,15 15 8 15 15 5 15 18 5 15 6 10 15 10 23 10 23 6 23 17 15 15 5 15 6 15 9 15 6 15 15 15 15 15 15 15 15 15 6 15 6 9 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
64,CC1C(C(Cc2c2cc(3C(cO)c3cc(C)Cc4(C)(3)cC)C)1n,44,0,45,,<eos>,eos,<bos> C C 1 C ( C ( C c 2 c 2 c c ( 3 C ( c O ) c 3 c c ( C ) C c 4 ( C ) ( 3 ) c C ) C ) 1 n <eos> 1 <eos> <eos> C <eos> <eos> <eos> c B # B 3 n C S F c [ <eos> 3 N ] C s C F 3 n o ] C 4 2 4 3 O 1 B F <unk> s # C 4 3 [ ) n <pad> <unk> 4 O 1 S N s B - o r s # <eos> N C 2 4 N 4 1 5 c r ),15 15 8 15 5 15 5 15 23 9 23 9 23 23 5 10 15 5 23 19 6 23 10 23 23 5 15 6 15 23 11 5 15 6 5 10 6 23 15 6 15 6 8 25,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
65,O=c1[nH]c(Cl)cc1c)c1)ccnc(ccc](C)cc2)c3)C2cn1,45,0,46,,<eos>,eos,<bos> O = c 1 [ n H ] c ( C l ) c c 1 c ) c 1 ) c c n c ( c c c ] ( C ) c c 2 ) c 3 ) C 2 c n 1 <eos> <eos> c <eos> 1 <eos> <eos> r C l 4 5 <unk> H ) 5 3 ( O c # = 5 # <unk> = 5 3 = 1 4 # S O 2 o 4 <pad> - F ) # = c F ] ) 2 C 5 r 1 4 ] B r S ) 3 <pad> ] O o <eos> F = N # <pad> 1 # ( F -,19 13 23 8 21 25 17 22 23 5 15 24 6 23 23 8 23 6 23 8 6 23 23 25 23 5 23 23 23 22 5 15 6 23 23 9 6 23 10 6 15 9 23 25 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
66,CC1Cc(CCCNCCC(CNCC)CCC))C11,27,0,28,,<eos>,eos,<bos> C C 1 C c ( C C C N C C C ( C N C C ) C C C ) ) C 1 1 <eos> 1 <eos> <eos> C <eos> <eos> 1 <eos> <eos> C <eos> <eos> <eos> <eos> <eos> C <eos> 2 <eos> <eos> <eos> <eos> <eos> <eos> - r o ( <pad> # H - ) 5 3 ( <unk> <pad> F <eos> r B 5 <pad> # ( N <pad> N 4 c S 2 N B 5 n <eos> O = F 3 n o N ] o 5 ] 4 S C # r o 5 ] # 2 n C B o r s 4 # O o 1 -,15 15 8 15 23 5 15 15 15 18 15 15 15 5 15 18 15 15 6 15 15 15 6 6 15 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
67,COc1ccc(-c2nc(C(CCnC)cc3ccc23)cn2)nc1,37,0,38,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 n c ( C ( C C n C ) c c 3 c c c 2 3 ) c n 2 ) n c 1 <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> 2 <eos> 1 <eos> <eos> 1 <eos> c - [ ) # 1 3 ) 2 S r O C N B O <eos> 2 <eos> ) 3 N o ) 3 4 O - N [ 2 N - F 4 ] l o S C S c = 3 S 4 <eos> C 2 F 2 H O B H N s - F <unk> S ( # H ) N 5,15 19 23 8 23 23 23 5 7 23 9 25 23 5 15 5 15 15 25 15 6 23 23 10 23 23 23 9 10 6 23 25 9 6 25 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
68,Cc1cc((Oc2ccc(Fl)ccc)C((O)c(CO)c1CCncCc,39,0,40,,<eos>,eos,<bos> C c 1 c c ( ( O c 2 c c c ( F l ) c c c ) C ( ( O ) c ( C O ) c 1 C C n c C c <eos> c 1 <eos> F <eos> 2 <eos> 1 <eos> ) C <eos> ( ] 2 S n 5 3 - c <pad> ( <unk> 3 - = 1 O H S o ) ( C [ ] = 5 3 ) [ 2 = B c O l [ 4 S C n l - 3 n l F H l 2 1 H n <eos> <unk> <pad> r B <pad> ] n 5 ) c 5 <unk> c,15 23 8 23 23 5 5 19 23 9 23 23 23 5 16 24 6 23 23 23 6 15 5 5 19 6 23 5 15 19 6 23 8 15 15 25 23 15 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
69,CC(C)c1ncc(cc2c3c(NC(=))cccnc2)c1)c1,36,0,37,,<eos>,eos,<bos> C C ( C ) c 1 n c c ( c c 2 c 3 c ( N C ( = ) ) c c c n c 2 ) c 1 ) c 1 <eos> c <eos> c <eos> 2 <eos> 1 <eos> c c <eos> C <eos> C <eos> r C r B ( 1 <pad> l o ] # O 4 ) n s C B <eos> 5 3 ( <unk> 1 ] 4 S C n - 1 # <unk> <pad> C # ( # H O o <pad> = O - 4 C N 3 n <eos> F S <pad> 4 <eos> 5 c O <eos> H l <eos> c - F 4,15 15 5 15 6 23 8 25 23 23 5 23 23 9 23 10 23 5 18 15 5 13 6 6 23 23 23 25 23 9 6 23 8 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
