sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason
36,O=C(COC(=O)c1ccc(1)Nc1,22,0,23,,<eos>,eos,<bos> O = C ( C O C ( = O ) c 1 c c c ( 1 ) N c 1 <eos> ) c n 1 <eos> C <eos> 1 C <eos> <eos> C l <eos> <eos> 1 <eos> O <eos> N 1 <eos> ) ( 2 <eos> <eos> c 1 c c c ) <eos> ) <unk> ) ] ( ) ) C <eos> c <unk> 1 <eos> C C O <eos> C ( C ) [ C <unk> <unk> H ] ( O ) C [ C 1 <unk> ] 2 1 C <eos> <eos> O 1 <eos> s F C O s H 1 s F s r 5 l H ) l 2 l,19 13 15 5 15 19 15 5 13 19 6 23 8 23 23 23 5 8 6 18 23 8,,False,False,0,False,unbalanced_parentheses
37,CCOC(=O)c1cnc(C(N)C(=O)cccccOC)c1,33,0,34,,<eos>,eos,<bos> C C O C ( = O ) c 1 c n c ( C ( N ) C ( = O ) c c c c c O C ) c 1 <eos> O <eos> C 2 <eos> <eos> <eos> 1 C C C ) C ( c ) C <eos> 1 C ( ) O C c C c 2 ) C 2 ) c C <eos> O ) O <eos> <eos> <eos> ( F 1 C C ) <unk> H C ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> F [ l <eos> N H 2 s n <eos> o H 4 r l S l #,15 15 19 15 5 13 19 6 23 8 23 25 23 5 15 5 18 6 15 5 13 19 6 23 23 23 23 23 19 15 6 23 8,,False,False,0,False,long_repetitive_fragment
38,CC1CC(C(=C)C=COCc1ccccc11,25,0,26,,<eos>,eos,<bos> C C 1 C C ( C ( = C ) C = C O C c 1 c c c c c 1 1 <eos> C C ( C O <eos> C C 1 <eos> C 1 <eos> O ) <eos> O C 1 ( <eos> c ) O c C <eos> C c ] c <eos> H ) C c 1 <unk> C C C <unk> c O ) C O <eos> C ( ) O ) C <unk> C ] C [ O 1 <eos> C 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> 2 # l 4 s F 4 N 4 N c # - H 2 4 l c,15 15 8 15 15 5 15 5 13 15 6 15 13 15 19 15 23 8 23 23 23 23 23 8 8,,False,False,0,False,unbalanced_parentheses
39,Cc1coc(F)c1C)C(=C)ccccn(-c3ccccc2)cc1,37,0,38,,<eos>,eos,<bos> C c 1 c o c ( F ) c 1 C ) C ( = C ) c c c c n ( - c 3 c c c c c 2 ) c c 1 <eos> n n <eos> O [ c <eos> ] c c <eos> 1 <eos> ) c H c ) 3 c 2 ) c 1 <eos> 2 c 1 <eos> 1 <eos> <eos> C C C O <unk> ( C 1 C C <unk> <unk> H ] ( O ) C 1 <eos> C <unk> ] 2 <eos> C 2 <eos> O 1 <eos> o - <pad> # <eos> F ] ( l s C ) n 5 c ) <eos> <unk>,15 23 8 23 26 23 5 16 6 23 8 15 6 15 5 13 15 6 23 23 23 23 25 5 7 23 10 23 23 23 23 23 9 6 23 23 8,,False,False,0,False,unbalanced_parentheses
40,O=C(OCCCc21ccccl)c1ccc(-c2cccnc2)c1=l,37,0,38,,<eos>,eos,<bos> O = C ( O C C C c 2 1 c c c c l ) c 1 c c c ( - c 2 c c c n c 2 ) c 1 = l <eos> <eos> <eos> F <eos> [ <eos> H ] <eos> 1 <eos> 1 c 1 c c c 1 C c <eos> C <eos> <eos> <eos> 2 C ) c 1 <eos> <eos> C C C O <unk> ] 2 ) [ C <unk> <unk> H ) ( O ) C 1 C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> r = H l ) = B H <eos> O 3 C 4 1 [ 4 <eos> c,19 13 15 5 19 15 15 15 23 9 8 23 23 23 23 24 6 23 8 23 23 23 5 7 23 9 23 23 23 25 23 9 6 23 8 13 24,,False,False,0,False,ring_closure_mismatch
41,Cc1cc(](c(C(=O)cc2ccccc3C(=O)CN)CN,34,0,35,,<eos>,eos,<bos> C c 1 c c ( ] ( c ( C ( = O ) c c 2 c c c c c 3 C ( = O ) C N ) C N <eos> c ( C <eos> [ C = O ) [ 1 <eos> c 1 ) ( <eos> C S c C <unk> c 1 ) 2 C 1 <unk> H ] 2 <unk> H ] ( C ) <eos> C ( ) O ) O ) [ C C ) C O 1 C 2 1 <unk> [ <eos> <unk> <unk> ] <eos> O 1 O 5 c s S = 5 H 5 N 2 [ 1 F ] 2 r l c,15 23 8 23 23 5 22 5 23 5 15 5 13 19 6 23 23 9 23 23 23 23 23 10 15 5 13 19 6 15 18 6 15 18,,False,False,0,False,unbalanced_parentheses
42,CCNC(C(=O)NC(C)C(C(=O)Nc1ccc(=l)ccO)cc1)cc1,43,0,44,,<eos>,eos,<bos> C C N C ( C ( = O ) N C ( C ) C ( C ( = O ) N c 1 c c c ( = l ) c c O ) c c 1 ) c c 1 <eos> <eos> 1 ( <eos> c C c O <eos> ) N 3 ) C C C ) [ C <eos> H ) c 1 <eos> O <eos> C O <eos> <eos> O C ) C C <unk> 1 <eos> C ( O <eos> C H ] C <unk> <eos> 2 1 C <eos> <eos> O 1 <eos> l F l = <eos> o n S <eos> 2 B <eos> ) # ] B 5 l,15 15 18 15 5 15 5 13 19 6 18 15 5 15 6 15 5 15 5 13 19 6 18 23 8 23 23 23 5 13 24 6 23 23 19 6 23 23 8 6 23 23 8,,False,False,0,False,ring_closure_mismatch
43,C[C([1[CC(C(COCC1CCC(=O)c1c[cHc(O)C=(=O(C)C]=O)C1C)[1CH[C)O,59,0,63,,<eos>,eos,<bos> C [ C ( [ 1 <unk> [ C <unk> C ( C ( C O C C 1 C C C ( = O ) c 1 c [ c H c ( O ) C = ( = O ( C ) C ] = O ) C 1 C <unk> ) [ 1 C H [ C ) O <eos> 2 <eos> C <unk> <unk> O C [ ( O <unk> ) ( O 4 [ C <unk> <unk> ] 1 2 F <eos> C O <eos> C <unk> <unk> N ] <unk> 2 <eos> O 1 <eos> N F B # O s n H n # 2 B 2 c C # c ),15 21 15 5 21 8 3 21 15 3 15 5 15 5 15 19 15 15 8 15 15 15 5 13 19 6 23 8 23 21 23 17 23 5 19 6 15 13 5 13 19 5 15 6 15 22 13 19 6 15 8 15 3 6 21 8 15 17 21 15 6 19,,False,False,0,False,unbalanced_parentheses
44,O=C(CNCCCOc2cccc(2)cccccc2c1C)CCC,33,0,34,,<eos>,eos,<bos> O = C ( C N C C C O c 2 c c c c ( 2 ) c c c c c c 2 c 1 C ) C C C <eos> C C <eos> C C = O <eos> C 1 O ) ( 2 ) <eos> c 2 c C c ) C ) C <unk> <eos> 1 ) ) C <eos> C c <eos> 2 ( C ) C C <unk> C 2 C C ( = <eos> ) ( 2 ) C 1 <eos> 1 <unk> <eos> N <unk> C ] <eos> O 1 <eos> = s F 5 <eos> S B s S O o 5 <pad> # ) <pad> <unk> c,19 13 15 5 15 18 15 15 15 19 23 9 23 23 23 23 5 9 6 23 23 23 23 23 23 9 23 8 15 6 15 15 15,,False,False,0,False,ring_closure_mismatch
45,COc1ccc(-c2nc(N(Cc3n)c(-c3ccc(c3)cc=)c1c2)c1,44,0,45,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 n c ( N ( C c 3 n ) c ( - c 3 c c c ( c 3 ) c c = ) c 1 c 2 ) c 1 <eos> c 1 1 <eos> <eos> 3 1 c n c 1 <eos> <eos> c ) c 1 <eos> <eos> C <eos> c 1 <eos> C C <unk> C ] <unk> ( ] ) [ C <unk> <unk> H ] ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> F 2 1 O S = N H <eos> # c # ( H <eos> H 5 c,15 19 23 8 23 23 23 5 7 23 9 25 23 5 18 5 15 23 10 25 6 23 5 7 23 10 23 23 23 5 23 10 6 23 23 13 6 23 8 23 9 6 23 8,,False,False,0,False,unbalanced_parentheses
46,COc1ccc(CC(C(=O)cc(C(=O)C=O)N(C2CcCc1cc(2)ccN,45,0,46,,<eos>,eos,<bos> C O c 1 c c c ( C C ( C ( = O ) c c ( C ( = O ) C = O ) N ( C 2 C c C c 1 c c ( 2 ) c c N <eos> <eos> c 1 O ) <eos> ) 2 c c 1 <eos> l O ) c C <unk> ] 1 1 <eos> <eos> 1 <eos> C O ( <unk> O C 4 [ C C C ] C ( C ) C C <eos> 1 <unk> ] H <eos> C 2 <eos> O 1 <eos> [ <eos> o 4 = 5 ( # ) <pad> N s ) H 2 c B 2,15 19 23 8 23 23 23 5 15 15 5 15 5 13 19 6 23 23 5 15 5 13 19 6 15 13 19 6 18 5 15 9 15 23 15 23 8 23 23 5 9 6 23 23 18,,False,False,0,False,unbalanced_parentheses
47,CCCc1cccc(C(=O)(=O)N=O)ccccH]c22ncn,35,0,36,,<eos>,eos,<bos> C C C c 1 c c c c ( C ( = O ) ( = O ) N = O ) c c c c H ] c 2 2 n c n <eos> <eos> <eos> <eos> c 1 <eos> <eos> <eos> O c <eos> 1 <eos> <eos> C 2 c <eos> c ) O ) [ C c 1 ) 1 <eos> ] ) <eos> C ) O C ) O ) ( C ) ) C <unk> <unk> ] 1 ( C ) C 1 <eos> 1 <unk> O <eos> <unk> 1 ] <eos> O 1 <eos> N s F r l 5 n s F C [ # H s c r c 5,15 15 15 23 8 23 23 23 23 5 15 5 13 19 6 5 13 19 6 18 13 19 6 23 23 23 23 17 22 23 9 9 25 23 25,,False,False,0,False,unbalanced_brackets
48,Cc1ccc(-c2ccc(C(=O)N3C(C4CC#)4)C4Cc]2)cc)Cc()n1,47,0,49,,<eos>,eos,<bos> C c 1 c c c ( - c 2 c c c ( C ( = O ) N 3 C ( C 4 C <unk> C # ) 4 ) C 4 C c ] 2 ) c c ) C c ( ) n 1 <eos> ) C <eos> C ) C ) ) 4 <eos> c c 1 2 C ( 1 O 1 <eos> O O [ C <unk> ) ] 2 4 O O ) <eos> C C ( C <eos> C 1 <eos> 1 <unk> 1 <eos> ) O 1 <eos> O 1 <eos> n c = n l <unk> n 5 F C c N O <unk> 3 5 r 4,15 23 8 23 23 23 5 7 23 9 23 23 23 5 15 5 13 19 6 18 10 15 5 15 11 15 3 15 4 6 11 6 15 11 15 23 22 9 6 23 23 6 15 23 5 6 25 8,,False,False,0,False,unbalanced_parentheses
49,CCCN(CN)C(=O)Nc1ccc(C1(C)=O)(=O)c1,34,0,35,,<eos>,eos,<bos> C C C N ( C N ) C ( = O ) N c 1 c c c ( C 1 ( C ) = O ) ( = O ) c 1 <eos> <eos> c C 1 <eos> <eos> C ) C ( = O C ) 2 C <eos> C C c = c <eos> ( c 1 c C 3 ) C 2 ) c ) 1 O ) ( C ) H ] ) C 1 C <eos> C ( C ) C H C 1 <unk> 2 O <unk> C ] <eos> O 1 <eos> S [ o l s S 1 - F l N F H 1 C c F r,15 15 15 18 5 15 18 6 15 5 13 19 6 18 23 8 23 23 23 5 15 8 5 15 6 13 19 6 5 13 19 6 23 8,,False,False,0,False,ring_closure_mismatch
50,CCOc1ccc(NC(=O)Nc2ccc3ccc2CCN(=O)=O))c3OCC,42,0,43,,<eos>,eos,<bos> C C O c 1 c c c ( N C ( = O ) N c 2 c c c 3 c c c 2 C C N ( = O ) = O ) ) c 3 O C C <eos> ) c <eos> <eos> c 1 <eos> ) 1 c H c 1 1 <eos> ) <eos> c C <eos> <unk> H ] C <eos> ( O ) C O <eos> C ( = O ) C O [ ] ) ] C <unk> <eos> ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> 3 c o ] O 1 c N o 2 1 N F r ( C ] n,15 15 19 23 8 23 23 23 5 18 15 5 13 19 6 18 23 9 23 23 23 10 23 23 23 9 15 15 18 5 13 19 6 13 19 6 6 23 10 19 15 15,,False,False,0,False,unbalanced_parentheses
51,CC(C)c11ccc(C(=O)N(C)C(=O)cccccc(2)cC2,38,0,39,,<eos>,eos,<bos> C C ( C ) c 1 1 c c c ( C ( = O ) N ( C ) C ( = O ) c c c c c c ( 2 ) c C 2 <eos> C 1 <eos> <eos> C C 1 <eos> O c 1 1 = c <eos> ] ) c 2 <eos> C 3 ) <eos> C 2 ) c <unk> C O C O <unk> O <eos> ] 2 1 C C ) <unk> ] ) ( O <eos> C 1 <eos> <unk> <unk> O <eos> 1 C <eos> <eos> O 1 <eos> l = s = l o C n N c H O 2 1 C ) S O,15 15 5 15 6 23 8 8 23 23 23 5 15 5 13 19 6 18 5 15 6 15 5 13 19 6 23 23 23 23 23 23 5 9 6 23 15 9,,False,False,0,False,unbalanced_parentheses
52,CN(CC(Cc1ccccc2)C)c2cccc(11CC1=OON=O)CC,39,0,40,,<eos>,eos,<bos> C N ( C C ( C c 1 c c c c c 2 ) C ) c 2 c c c c ( 1 1 C C 1 = O O N = O ) C C <eos> O <unk> <eos> c 2 C ) C = O ) O ) C ( C 1 <eos> c <unk> O <eos> ) <eos> C 1 C 1 ( [ ) C C <unk> <unk> ] ) [ C <unk> ] 2 ( C ) 2 O ) C = 1 O 1 <eos> ) C 1 <eos> O 1 <eos> # 1 l n F 1 n 1 <eos> N c B = r = 4 <unk> n,15 18 5 15 15 5 15 23 8 23 23 23 23 23 9 6 15 6 23 9 23 23 23 23 5 8 8 15 15 8 13 19 19 18 13 19 6 15 15,,False,False,0,False,long_repetitive_fragment
53,C[CCN(N)C(=O)N1CCCCC(C)ON(=C)C()cC(C)cO(C)CCO(CO[C(HCO)CC]CC]4()C[CH)3C[CC](2C,78,0,88,,<eos>,eos,<bos> C [ C <unk> C N ( N ) C ( = O ) N 1 C C C <unk> C <unk> <unk> C ( C ) O N ( = C ) C ( <unk> ) c C ( C ) c O ( C ) C <unk> C O ( C O [ C <unk> ( H C O ) C C ] C C ] 4 ( ) C [ C <unk> H ) 3 C [ C C <unk> ] ( 2 C <eos> C <unk> ] <unk> 2 C <eos> 1 2 <eos> O 1 <eos> <unk> <eos> o 2 s 1 N <eos> 3 <eos> c n 5 <pad> 5 3 H 1,15 21 15 3 15 18 5 18 6 15 5 13 19 6 18 8 15 15 15 3 15 3 3 15 5 15 6 19 18 5 13 15 6 15 5 3 6 23 15 5 15 6 23 19 5 15 6 15 3 15 19 5 15 19 21 15 3 5 17 15 19 6 15 15 22 15 15 22 11 5 6 15 21 15 3 17 6 10 15 21 15 15 3 22 5 9 15,,False,False,0,False,unbalanced_parentheses
54,CN(C)C(C(=O)N1CCCC(=(=O)CO[H]]Ccc[CH]1(COCc(=C)c(=ON((C)C))Cc2),63,0,67,,<eos>,eos,<bos> C N ( C ) C ( C ( = O ) N 1 C C C C ( = ( = O ) C O <unk> [ <unk> H ] ] C c c [ C <unk> H ] 1 ( C O C c ( = C ) c ( = O N ( ( C ) C ) ) C c 2 ) <eos> c 1 ) ] ) C <eos> ) c c 2 ) C C 1 <eos> ) ( C <unk> C 2 ( C <unk> = O ) C O <eos> O 1 <eos> S s F S C O H C S O 3 5 ) H o <eos> c <eos>,15 18 5 15 6 15 5 15 5 13 19 6 18 8 15 15 15 15 5 13 5 13 19 6 15 19 3 21 3 17 22 22 15 23 23 21 15 3 17 22 8 5 15 19 15 23 5 13 15 6 23 5 13 19 18 5 5 15 6 15 6 6 15 23 9 6,,False,False,0,False,unbalanced_parentheses
55,CC(N1cccc(c)c(nc1ccc(O)c(F)cc1,30,0,31,,<eos>,eos,<bos> C C ( N 1 c c c c ( c ) c ( n c 1 c c c ( O ) c ( F ) c c 1 <eos> 1 <eos> 1 <eos> C <eos> 2 <eos> C 1 <eos> ] c c 2 <eos> 1 2 C C <eos> ) C 1 c ) c 2 c c 2 ) C [ <eos> <unk> <eos> ( O ) O ) C ) <unk> = O ) C ) O <eos> ) ( C ) H 1 <eos> 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> 5 <eos> ( ] l F <eos> s B N C <pad> r H s S 3 5,15 15 5 18 8 23 23 23 23 5 23 6 23 5 25 23 8 23 23 23 5 19 6 23 5 16 6 23 23 8,,False,False,0,False,unbalanced_parentheses
56,COc1cccN(C(=O)Nc2ccccc2C)cC,27,0,28,,<eos>,eos,<bos> C O c 1 c c c N ( C ( = O ) N c 2 c c c c c 2 C ) c C <eos> ) C 1 C N 1 <eos> O 1 <eos> C <eos> 1 <eos> ) C 1 C <eos> C c 3 c ) C C ) c c <eos> c 1 C 1 C <unk> ] C 1 <eos> c C 1 <eos> O C C O ] ( = C ) C ] C ( C O <eos> C <eos> 1 <unk> 2 H ] 1 2 <eos> O 1 <eos> l 2 o 5 B 3 B <eos> o F [ s N <pad> C ) <eos> F,15 19 23 8 23 23 23 18 5 15 5 13 19 6 18 23 9 23 23 23 23 23 9 15 6 23 15,,False,False,0,False,ring_closure_mismatch
57,CC(C(=O)C(C1NCC(=O)c11cc[(-ccc12cCcC1,37,0,40,,<eos>,eos,<bos> C C ( <unk> C ( = O ) C ( C <unk> 1 N C C ( = O ) c 1 1 c c [ ( - c c c 1 2 c C c C 1 <eos> <eos> c ( O ) c ( <unk> ) C c 1 C c C ) O ) C ) C [ C <unk> ] 4 ( C ) [ C <unk> O ] 3 ( F ) [ C <unk> <unk> H ] ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> 5 N l ) 4 1 <pad> 1 ) H = o ] 5 ) 5 H <eos>,15 15 5 3 15 5 13 19 6 15 5 15 3 8 18 15 15 5 13 19 6 23 8 8 23 23 21 5 7 23 23 23 8 9 23 15 23 15 8,,False,False,0,False,unbalanced_parentheses
58,COc1ccc(C(=O)CSc2nc(2)CC2)c23)c1,32,0,33,,<eos>,eos,<bos> C O c 1 c c c ( C ( = O ) C S c 2 n c ( 2 ) C C 2 ) c 2 3 ) c 1 <eos> H <eos> c 1 <eos> <eos> C 1 <eos> O ) C 1 <eos> <eos> c 3 ) C ) ) c c ) <eos> 3 c c 1 c C [ C <unk> ) c 1 <eos> O ) C C ) C 1 ) O ) C <eos> ) ( C ) H <eos> <eos> 1 <unk> [ N <unk> 1 ] <eos> O 1 <eos> r <eos> s O 4 H o <eos> B c N 1 <pad> # C n 5 #,15 19 23 8 23 23 23 5 15 5 13 19 6 15 20 23 9 25 23 5 9 6 15 15 9 6 23 9 10 6 23 8,,False,False,0,False,unbalanced_parentheses
59,Cc1cccc(-c2cnc(-c3cccc32)N)cN),30,0,31,,<eos>,eos,<bos> C c 1 c c c c ( - c 2 c n c ( - c 3 c c c c 3 2 ) N ) c N ) <eos> 1 <eos> <eos> c 1 <eos> <eos> 1 <eos> C <eos> <eos> 1 C <eos> <eos> <eos> ) n c <eos> c c c c <eos> c c ) c 2 ) <eos> 1 <eos> <unk> c ] <eos> 1 <eos> C C <unk> ( = ( C C ) <unk> ] ) ( C ) <eos> C 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> r # 1 ] 3 B <pad> s <eos> l ] N 2 # <pad> H - #,15 23 8 23 23 23 23 5 7 23 9 23 25 23 5 7 23 10 23 23 23 23 10 9 6 18 6 23 18 6,,False,False,0,False,unbalanced_parentheses
60,CCC(=C)CC(C)C(=O)c1cccc(CO)c21)c1c12,36,0,37,,<eos>,eos,<bos> C C C ( = C ) C C ( C ) C ( = O ) c 1 c c c c ( C O ) c 2 1 ) c 1 c 1 2 <eos> c 1 <eos> 1 <eos> <eos> <eos> C c c C c O ) c <unk> <eos> = c ) <eos> 2 ) O ) c C ] ) C 1 = O ) O C <eos> <eos> ( ] O ) C [ <unk> ] ) ] C ) H ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> S <eos> 5 # <eos> O [ r o O 3 N c 5 ) o # <eos>,15 15 15 5 13 15 6 15 15 5 15 6 15 5 13 19 6 23 8 23 23 23 23 5 15 19 6 23 9 8 6 23 8 23 8 9,,False,False,0,False,unbalanced_parentheses
61,O=C(=O)(C1CCCCNC(CO)CCC)C1O)Cccc(]ccc1,38,0,40,,<eos>,eos,<bos> O = C ( = O ) ( C 1 C C C C N C ( C O ) C C <unk> C ) C 1 O ) C c c c ( ] c c c 1 <eos> O <eos> C ) C ) = O c <eos> c 1 C [ c <unk> ] 1 = ( ) [ O <unk> ] <eos> c 1 <eos> C C C <unk> H <unk> ] C <eos> [ C <unk> <unk> ] 1 ( O ) ) C <eos> 1 <unk> 2 H ] 1 2 <eos> O 1 <eos> o <eos> s n ) 4 [ <eos> n # <eos> o ) c C 4 2 S,19 13 15 5 13 19 6 5 15 8 15 15 15 15 18 15 5 15 19 6 15 15 3 15 6 15 8 19 6 15 23 23 23 5 22 23 23 23 8,,False,False,0,False,unbalanced_brackets
62,COc1ccc(-c2cncc(CC)N)CC(O)C2=)c(,32,0,33,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 c n c c ( C C ) N ) C C ( O ) C 2 = ) c ( <eos> ) c c 1 <eos> C <eos> O <eos> <eos> 1 H 1 <eos> O ) <eos> c <eos> C ) C 3 1 c 3 1 c 2 2 ) ] <eos> c <unk> c <eos> 1 <eos> C <eos> <unk> ( 2 4 O C ) <unk> H ] ( O ) C 1 <eos> <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> H c = n N H <pad> <eos> - l <unk> 2 <pad> s 5 ] <unk> 4,15 19 23 8 23 23 23 5 7 23 9 23 25 23 23 5 15 15 6 18 6 15 15 5 19 6 15 9 13 6 23 5,,False,False,0,False,ring_closure_mismatch
63,Cc1cc(C)nc[CCC(NCC(=O)Nc3cccs(C)cc(c)c21)c1,43,0,45,,<eos>,eos,<bos> C c 1 c c ( C ) n c [ C <unk> C C ( N C C ( = O ) N c 3 c c c s ( C ) c c ( c ) c 2 1 ) c 1 <eos> ) 1 ) <eos> C n 2 c c c = O C [ C c 1 C 2 <eos> 1 C <eos> <unk> H C O ) O C <unk> C ) ( C ) O C ] ( C ) C 1 <eos> C <unk> ] 2 1 C <eos> <eos> O 1 <eos> l 2 <pad> # r o ( - n o 2 = 4 s ) C F 4,15 23 8 23 23 5 15 6 25 23 21 15 3 15 15 5 18 15 15 5 13 19 6 18 23 10 23 23 23 28 5 15 6 23 23 5 23 6 23 9 8 6 23 8,,False,False,0,False,unbalanced_brackets
64,CC(C)CO1c2ccccc2NC(=O)NCc1ccc1H]CCcCOCc,39,0,40,,<eos>,eos,<bos> C C ( C ) C O 1 c 2 c c c c c 2 N C ( = O ) N C c 1 c c c 1 H ] C C c C O C c <eos> <eos> O C <unk> <eos> H ( ) <eos> C ) = c C N ) C C C C 3 ) C C 2 <eos> c C 1 <eos> C O ) O <unk> C C 1 C C ) O <eos> N ( C ) C 1 <eos> <unk> <unk> ] 2 ) C <eos> <eos> O 1 <eos> s C s l O = S <eos> c S O S 4 s C <pad> [ 4,15 15 5 15 6 15 19 8 23 9 23 23 23 23 23 9 18 15 5 13 19 6 18 15 23 8 23 23 23 8 17 22 15 15 23 15 19 15 23,,False,False,0,False,unbalanced_brackets
65,Cc1ccn(NC(=O)NCc2cccnc3[c1])cn1)cc1,35,0,36,,<eos>,eos,<bos> C c 1 c c n ( N C ( = O ) N C c 2 c c c n c 3 [ c 1 ] ) c n 1 ) c c 1 <eos> C 1 <eos> <eos> ) O n H c 1 <eos> c 2 ) c c c ) c 2 ) <eos> C ) <eos> 1 c <eos> <eos> ] 2 ( C ) ( O ) C ) ( C ( ) O ) [ <eos> ) ( C <unk> H 1 2 C <unk> [ <eos> <unk> <unk> ] <eos> O 1 <eos> l [ <pad> n B [ # H <eos> - o <eos> 1 <unk> r l 5 #,15 23 8 23 23 25 5 18 15 5 13 19 6 18 15 23 9 23 23 23 25 23 10 21 23 8 22 6 23 25 8 6 23 23 8,,False,False,0,False,unbalanced_parentheses
66,O=C(NCCc(c1ccc(c1)OCO)CN1CCNCC,30,0,31,,<eos>,eos,<bos> O = C ( N C C c ( c 1 c c c ( c 1 ) O C O ) C N 1 C C N C C <eos> <eos> c 1 <eos> c <eos> c 1 <eos> H ] c c <eos> = 2 O 1 C c 1 ) C 1 ) C 1 <eos> C <eos> C ) C <eos> 1 c 1 <eos> C C C <unk> O <unk> ] C 1 C C C <unk> ( C ( O ) C H C 1 <unk> <eos> C 1 C <eos> <eos> O 1 <eos> r <eos> ( = <pad> 1 = <eos> 3 F r S ) H ) 5 2 F,19 13 15 5 18 15 15 23 5 23 8 23 23 23 5 23 8 6 19 15 19 6 15 18 8 15 15 18 15 15,,False,False,0,False,unbalanced_parentheses
67,CCS(=O)(=O)c1ccc(S(=()(=O)c2ccc(2C)c(2)cc1,42,0,43,,<eos>,eos,<bos> C C S ( = O ) ( = O ) c 1 c c c ( S ( = ( ) ( = O ) c 2 c c c ( 2 C ) c ( 2 ) c c 1 <eos> c <eos> 1 <eos> c ) <eos> ( C c ) N 3 C C S C ) ( O ) ] ) c c 1 <eos> C 1 O <eos> ) O C ) <eos> C <unk> C H C ( O ) C 1 <eos> <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> r C <unk> l 1 o B c - ) N 1 ) <unk> C 3 l 3,15 15 20 5 13 19 6 5 13 19 6 23 8 23 23 23 5 20 5 13 5 6 5 13 19 6 23 9 23 23 23 5 9 15 6 23 5 9 6 23 23 8,,False,False,0,False,unbalanced_parentheses
68,CCC(=O)CCCCC)C(=O)N1cCNCc2ccc(C)cc2)cl1)C1,42,0,43,,<eos>,eos,<bos> C C C ( = O ) C C C C C ) C ( = O ) N 1 c C N C c 2 c c c ( C ) c c 2 ) c l 1 ) C 1 <eos> C <eos> ) c <eos> c C ) C c C c n c <eos> [ C ) <eos> 1 <unk> ] ) c C <eos> C C C <unk> <eos> C 1 C 1 [ C <unk> <unk> C ) ( O <eos> C O C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> F C o O F o # H c ) N S F <unk> <pad> l <unk> l,15 15 15 5 13 19 6 15 15 15 15 15 6 15 5 13 19 6 18 8 23 15 18 15 23 9 23 23 23 5 15 6 23 23 9 6 23 24 8 6 15 8,,False,False,0,False,unbalanced_parentheses
69,Cc1ccc(-c2cnc(NC(=O)Nc2cccc3,28,0,29,,<eos>,eos,<bos> C c 1 c c c ( - c 2 c n c ( N C ( = O ) N c 2 c c c c 3 <eos> s 2 ) c n 1 <eos> <eos> 1 <eos> <eos> O <eos> <eos> c C <eos> c ( ) c C 1 c n c 1 <eos> c C <eos> c 1 ) n <eos> ) 1 C <eos> <eos> C ) <unk> <eos> C 1 C ) C C <unk> <unk> C C ( F <eos> C 1 <eos> 1 <unk> <eos> O ) C O <eos> O 1 <eos> n ) C ] <eos> 4 S 1 o O C ( H <eos> l C B H,15 23 8 23 23 23 5 7 23 9 23 25 23 5 18 15 5 13 19 6 18 23 9 23 23 23 23 10,,False,False,0,False,unbalanced_parentheses
70,O=C1ccc2cc3ccHc(c(C(=O)C3CCC(CO)cc1ccc))ccCO)c2)CCcC)c1,55,0,56,,<eos>,eos,<bos> O = C 1 c c c 2 c c 3 c c H c ( c ( C ( = O ) C 3 C C C ( C O ) c c 1 c c c ) ) c c C O ) c 2 ) C C c C ) c 1 <eos> C c <eos> C <eos> c C 2 c <eos> c <eos> ] 2 O C [ O <unk> ] C ] C C ) O <eos> C ( C O C 1 <eos> 1 2 <eos> O 1 C <eos> <eos> O 1 <eos> ( 2 F = l ] 1 4 <eos> <pad> N S 4 O n c <pad> l,19 13 15 8 23 23 23 9 23 23 10 23 23 17 23 5 23 5 15 5 13 19 6 15 10 15 15 15 5 15 19 6 23 23 8 23 23 23 6 6 23 23 15 19 6 23 9 6 15 15 23 15 6 23 8,,False,False,0,False,unbalanced_parentheses
