sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
33,Cc1ccc(-c2nc(-c3ccccc3)cc(2)c2CN)cc1,36,0,37,,<eos>,eos,<bos> C c 1 c c c ( - c 2 n c ( - c 3 c c c c c 3 ) c c ( 2 ) c 2 C N ) c c 1 <eos> <eos> 1 <eos> C <eos> c 1 c 1 ( c 1 ) 2 c <eos> n 1 c 1 <eos> 3 ) c 1 ) <eos> C 1 c C <eos> <eos> ) C C <eos> <unk> ( C 1 C C ) C C ) ( C <unk> C 1 <eos> 1 <unk> [ O <unk> <unk> ] <eos> O 1 <eos> H <eos> 2 5 <eos> s [ 5 - 5 C s 5 <pad> C ) 2 #,15 23 8 23 23 23 5 7 23 9 25 23 5 7 23 10 23 23 23 23 23 10 6 23 23 5 9 6 23 9 15 18 6 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
34,CCC[(]C]C(CC)C)CCCCC=O,22,0,24,,<eos>,eos,<bos> C C C [ ( <unk> ] C ] C ( C C ) C ) C C C C C = O <eos> c 1 <eos> 1 <eos> C <eos> <eos> C C 1 <eos> C <eos> = O O ) N C ( C 2 ( C ) C ( C C [ C <unk> ) C C O C ) 2 ] C C <eos> ) C ( C O ) C ( ) O C C <unk> C ] C ( C ) C 1 <eos> 1 <unk> [ H <unk> C ] <eos> O 1 <eos> o 3 l - <unk> <pad> ( <eos> N O c 5 H # ) S 5 l,15 15 15 21 5 3 22 15 22 15 5 15 15 6 15 6 15 15 15 15 15 13 19,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
35,O=C(NCCOc1cccccl)c1Cl,21,0,22,,<eos>,eos,<bos> O = C ( N C C O c 1 c c c c c l ) c 1 C l <eos> C <eos> <eos> C C <eos> C 1 <eos> <eos> <eos> c C 2 <eos> C 1 <eos> O <eos> C 1 <eos> 2 ( <eos> ) c ( c c C 2 ) <eos> C C ) <eos> C ) C 1 <eos> c C <eos> <eos> ) [ C <unk> <eos> ] 2 <eos> C O 3 <unk> ] ) ( C ) <eos> 1 2 1 <unk> 1 <eos> <unk> C ] <eos> O 1 <eos> ) r - = O o <pad> S c n r S 4 2 C n 5 ],19 13 15 5 18 15 15 19 23 8 23 23 23 23 23 24 6 23 8 15 24,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
36,Nc1cc(N2CCC(Cc)nc(N)cc2)ccC1,28,0,29,,<eos>,eos,<bos> N c 1 c c ( N 2 C C C ( C c ) n c ( N ) c c 2 ) c c C 1 <eos> C 1 c <eos> 1 <eos> 1 <eos> 1 <eos> <eos> O <eos> C ) <eos> c <eos> <eos> ) <eos> c 1 c 2 c 2 <eos> c 1 ) c 1 ) <eos> 1 C <unk> <eos> c 2 C ) O C C ( C ) C O ) <unk> ] C ( = O ) C <eos> 1 <unk> [ H <unk> 1 2 <eos> O 1 <eos> s S - 5 s ( 3 s F s O 5 <unk> ] ) l O l,18 23 8 23 23 5 18 9 15 15 15 5 15 23 6 25 23 5 18 6 23 23 9 6 23 23 15 8,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
37,c1c1c(c(-c3cnc4[nH]ccc4cc3cc4CC(=OcH]c)c)c21,44,0,46,,<eos>,eos,<bos> c 1 c 1 c ( c ( - c 3 c n c 4 [ n H ] c c c 4 c c 3 c <unk> c 4 C C ( = O c H ] c ) c ) c 2 1 <eos> n c 1 2 c 1 <eos> c c 1 <eos> ) c <eos> ) c 1 <eos> C <eos> c C <eos> C C [ C O <unk> ( ] ) ( C <unk> <unk> O ) ( O ) C 1 <eos> C <unk> ] 2 1 C <eos> <eos> O 1 <eos> ) o ) O ] # <unk> H F 2 c [ <pad> s ] H n 3,23 8 23 8 23 5 23 5 7 23 10 23 25 23 11 21 25 17 22 23 23 23 11 23 23 10 23 3 23 11 15 15 5 13 19 23 17 22 23 6 23 6 23 9 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
38,CCC(c1nc]cl)c(CO)NcCc1ccc(-c2cccc(2-c2nnn[nH]2)cc1,50,0,51,,<eos>,eos,<bos> C C C ( c 1 n c ] c l ) c ( C O ) N c C c 1 c c c ( - c 2 c c c c ( 2 - c 2 n n n [ n H ] 2 ) c c 1 <eos> [ <unk> <unk> ] <eos> c c 2 ) ) ) c 1 <eos> ) <eos> ( C ) C ) C 1 ) <eos> C 1 C C ) <unk> ] ) ( C ) C 1 C 3 <unk> [ 2 1 <unk> ] <eos> O 1 <eos> r 2 l <unk> # 5 3 ] [ N H C 4 H 2 4 S r,15 15 15 5 23 8 25 23 22 23 24 6 23 5 15 19 6 18 23 15 23 8 23 23 23 5 7 23 9 23 23 23 23 5 9 7 23 9 25 25 25 21 25 17 22 9 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
39,Cc1cc(C)cccc(c2cccc(cc2n[n-)ncncccc1c)cnH]n[nH]c)c3c)nc1,56,0,57,,<eos>,eos,<bos> C c 1 c c ( C ) c c c c ( c 2 c c c c ( c c 2 n [ n - ) n c n c c c c 1 c ) c n H ] n [ n H ] c ) c 3 c ) n c 1 <eos> c 2 3 c 1 H <eos> 1 <unk> ] C ( H O <eos> ) O ) = C ( C O ) O C c ( C ) C 1 C 3 = C <eos> ) O 1 <eos> O 1 <eos> l [ <pad> n <eos> 1 ] ) ] B [ 5 n s [ ) l #,15 23 8 23 23 5 15 6 23 23 23 23 5 23 9 23 23 23 23 5 23 23 9 25 21 25 7 6 25 23 25 23 23 23 23 8 23 6 23 25 17 22 25 21 25 17 22 23 6 23 10 23 6 25 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
40,COc1c(C)[cH]c2c1c(=O)CC1CCCCOC(COCCC,36,0,38,,<eos>,eos,<bos> C O c 1 c ( C ) [ c H ] c 2 c 1 c ( = O ) C C 1 C C C C O C ( C O C <unk> C C <eos> C ( C l = C ( C ) C ) 2 C O C c <eos> C <eos> c C ) C <eos> ) H ] <eos> <unk> <eos> c 2 1 C C C <unk> ] ] ( C C ) ( = ] ( O ) C [ C <unk> <unk> ] 2 ) C <eos> <eos> O 1 <eos> H <eos> o 5 s O B # ) <pad> ] S n 1 ( # - 4,15 19 23 8 23 5 15 6 21 23 17 22 23 9 23 8 23 5 13 19 6 15 15 8 15 15 15 15 19 15 5 15 19 15 3 15 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
41,CNc1cc(-c2ccc(2)c(-c3ccc4c(COC)C(=O)c(C)CCcO)cn2=)cO,52,0,53,,<eos>,eos,<bos> C N c 1 c c ( - c 2 c c c ( 2 ) c ( - c 3 c c c 4 c ( C O C ) C ( = O ) c ( C ) C C c O ) c n 2 = ) c O <eos> C <eos> c 1 O C <eos> c c 1 <eos> C 1 <eos> 1 <eos> O ) C <eos> 1 C 1 ) [ C C ) = C C ( O C ) C O 1 ) 1 <eos> ) O <eos> <eos> O 1 <eos> c N F S <eos> O 1 H ] 2 r N <pad> H r = <eos> -,15 18 23 8 23 23 5 7 23 9 23 23 23 5 9 6 23 5 7 23 10 23 23 23 11 23 5 15 19 15 6 15 5 13 19 6 23 5 15 6 15 15 23 19 6 23 25 9 13 6 23 19,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
42,CC[CCH](N)C(=O)N1CCCCCH]1CO)COC(OCC=OC=OCNCC(HC(C)[CC[]CC,57,0,64,,<eos>,eos,<bos> C C [ C C H ] ( N ) C ( = O ) N 1 C C C C C <unk> H ] 1 C O ) C O <unk> C <unk> ( O C C = O C = O C N C C ( <unk> H C ( C ) [ C <unk> C [ ] C C <unk> <eos> H ] 2 <unk> C ] ( C ) <eos> C ( C O ) O ) [ ] C ) C <eos> H 1 2 1 <unk> [ <eos> <unk> <unk> ] <eos> O 1 <eos> l s o = <eos> ] n r # F O ( H c ( r H N,15 15 21 15 15 17 22 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 3 17 22 8 15 19 6 15 19 3 15 3 5 19 15 15 13 19 15 13 19 15 18 15 15 5 3 17 15 5 15 6 21 15 3 15 21 22 15 15 3,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
43,CC(C)(C)(C)C)C(=O)c1cccc(Cl)c1,30,0,31,,<eos>,eos,<bos> C C ( C ) ( C ) ( C ) C ) C ( = O ) c 1 c c c c ( C l ) c 1 <eos> <eos> <eos> c 1 <eos> <eos> 1 <eos> 1 <eos> <eos> ) c c 1 <eos> <eos> F C N <eos> O C 2 C c <eos> ( C O <eos> <eos> H C 1 C 1 = O ) C C <eos> C ( ) O C C <unk> <unk> ] ) ( 2 ) C C C 1 <unk> ] N 1 C 2 <eos> O 1 <eos> # 2 5 n <eos> n 1 N - l ] <eos> F <pad> c # 3 4,15 15 5 15 6 5 15 6 5 15 6 15 6 15 5 13 19 6 23 8 23 23 23 23 5 15 24 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
44,Cc1cc(([c2]c(C(F)(F)F)c(C-cncccc(3Oc(=O)c2-cc1,46,0,47,,<eos>,eos,<bos> C c 1 c c ( ( [ c 2 ] c ( C ( F ) ( F ) F ) c ( C - c n c c c c ( 3 O c ( = O ) c 2 - c c 1 <eos> c c 2 <eos> c O ) c 1 <eos> c c 3 c 1 <eos> 2 <eos> 1 c C <eos> [ C <unk> C O <unk> N C 1 C <eos> <unk> <unk> H C ( 2 ) C C = C <unk> ] O 1 C 1 <eos> O 1 <eos> [ ) 5 F o s # S 3 = <unk> = C s c B F 5,15 23 8 23 23 5 5 21 23 9 22 23 5 15 5 16 6 5 16 6 16 6 23 5 15 7 23 25 23 23 23 23 5 10 19 23 5 13 19 6 23 9 7 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
45,CS(=O)(=O)c1ccc(S(=O)(=O)N[CH]CCClH]c([c(NN)C=ON3NCCCCC3C)ccc1,62,0,69,,<eos>,eos,<bos> C S ( = O ) ( = O ) c 1 c c c ( S ( = O ) ( = O ) N [ C <unk> <unk> H ] C C C l <unk> <unk> H ] c ( [ <unk> <unk> c ( N N ) C = O N 3 N C C C C C 3 C ) c c c 1 <eos> <eos> C <unk> ) O ) C c C <unk> C 3 1 <eos> C ( O <unk> C 2 C <unk> ) ] O ) C <eos> ) O 1 <eos> F 1 # = <pad> S = N <eos> <pad> n ( = H n 3 5 o,15 20 5 13 19 6 5 13 19 6 23 8 23 23 23 5 20 5 13 19 6 5 13 19 6 18 21 15 3 3 17 22 15 15 15 24 3 3 17 22 23 5 21 3 3 23 5 18 18 6 15 13 19 18 10 18 15 15 15 15 15 10 15 6 23 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
46,CN(C)CCC=C(Cc1ccc(Br)cc1)c1cccnc1,33,0,34,,<eos>,eos,<bos> C N ( C ) C C C = C ( C c 1 c c c ( B r ) c c 1 ) c 1 c c c n c 1 <eos> <eos> C <eos> <eos> <eos> <eos> <eos> <eos> <eos> c c ( <eos> c ) c c ) c c ) O c ) c 1 C <eos> ) c 1 <eos> c 1 c 2 C <eos> <unk> ] <eos> ( C ) [ C <unk> <unk> H ] ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> l N # 4 ) <pad> [ n O <eos> C H ] H 2 r <unk> r,15 18 5 15 6 15 15 15 13 15 5 15 23 8 23 23 23 5 14 27 6 23 23 8 6 23 8 23 23 23 25 23 8,CN(C)CCC=C(Cc1ccc(Br)cc1)c1cccnc1,True,True,1,True,,345.28,4.422,16.13,0.0,2.0,6.0,0.7704,2.4261,True,0.7504,Strong candidate,True
47,COc1ccc(]CC=CNOCCC=)[CCc(cc2c([C)]H1)C2=O)N)C1),47,0,50,,<eos>,eos,<bos> C O c 1 c c c ( ] C C = C N O C C C = ) [ C <unk> C c ( c <unk> c 2 c ( [ C ) ] H 1 ) C 2 = O ) N ) C 1 ) <eos> n 1 C ) C c 2 <eos> ( F ) c C 1 <eos> C ( <eos> ) C ( C = C <unk> ( C ) [ C <unk> C ] ] ( C ) C [ <eos> <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> N - 3 4 = # <pad> c <unk> O H # <pad> s c # H l,15 19 23 8 23 23 23 5 22 15 15 13 15 18 19 15 15 15 13 6 21 15 3 15 23 5 23 3 23 9 23 5 21 15 6 22 17 8 6 15 9 13 19 6 18 6 15 8 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
48,CN1CCNCc2cnc(-c3ccc(2)cnc)c[c2]CNCCC)[COCHCcHC4CO)c)1C1c,56,0,57,,<eos>,eos,<bos> C N 1 C C N C c 2 c n c ( - c 3 c c c ( 2 ) c n c ) c [ c 2 ] C N C C C ) [ C O C H C c H C 4 C O ) c ) 1 C 1 c <eos> C 2 3 c 2 <eos> n O <eos> c 1 <eos> O ) C O C ) O C 3 C C ) C H ) ] C ) C 1 <eos> C <unk> [ <eos> ) C ] <eos> O 1 <eos> o <eos> = <unk> O = N <pad> ( <unk> B F = <unk> [ S <pad> n,15 18 8 15 15 18 15 23 9 23 25 23 5 7 23 10 23 23 23 5 9 6 23 25 23 6 23 21 23 9 22 15 18 15 15 15 6 21 15 19 15 17 15 23 17 15 11 15 19 6 23 6 8 15 8 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
49,CC(C)Oc1cccc(-c2ccc3[nH][nH-ccncH]cHc(FCc1CNCcC4)c3)2nc5,56,0,57,,<eos>,eos,<bos> C C ( C ) O c 1 c c c c ( - c 2 c c c 3 [ n H ] [ n H - c c n c H ] c H c ( F C c 1 C N C c C 4 ) c 3 ) 2 n c 5 <eos> n c 3 c 2 ) c 1 <eos> ] C C ( O <eos> ) O C = C ( C O ) O <eos> ) c C ) C 1 C 3 = O <eos> ) C 1 <eos> O 1 <eos> S H o 5 l B ( <eos> N O H S = 1 <eos> # r #,15 15 5 15 6 19 23 8 23 23 23 23 5 7 23 9 23 23 23 10 21 25 17 22 21 25 17 7 23 23 25 23 17 22 23 17 23 5 16 15 23 8 15 18 15 23 15 11 6 23 10 6 9 25 23 12,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
50,CN(C)COC(=OCNc1ccc(-2]cnc3c)][cHcc(COC2NCC)nC5,46,0,47,,<eos>,eos,<bos> C N ( C ) C O C ( = O C N c 1 c c c ( - 2 ] c n c 3 c ) ] [ c H c c ( C O C 2 N C C ) n C 5 <eos> = O 4 c ) c n 3 c 2 N ) c c 1 <eos> ] 2 ) C 1 c <eos> ) ] O <eos> ) C C 2 <unk> C ) 1 <eos> ) ( O <unk> ) C C C <unk> = <eos> ) C O <eos> O 1 <eos> o S 2 5 <eos> o ] <eos> B O B N C r n S l F,15 18 5 15 6 15 19 15 5 13 19 15 18 23 8 23 23 23 5 7 9 22 23 25 23 10 23 6 22 21 23 17 23 23 5 15 19 15 9 18 15 15 6 25 15 12,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
51,O=c1[nH]c(=O)c([CH])C[CH]C)C[H]([C)c2ncC1Cc)ccc1,48,0,55,,<eos>,eos,<bos> O = c 1 [ n H ] c ( = O ) c ( [ C <unk> H ] ) C [ C <unk> H ] C ) C [ <unk> <unk> <unk> H ] ( [ C ) c 2 n c C 1 C c <unk> ) c c c 1 <eos> O ) <unk> <eos> 2 <eos> c 1 <eos> c ] 2 <unk> ( 1 ( C ) O ) C C ( = O ) C = ) C 2 <eos> ) 1 <eos> C <unk> O <eos> ) C O <eos> O 1 <eos> N 4 o = s H B ] 2 <pad> n [ <unk> B ( # ) l,19 13 23 8 21 25 17 22 23 5 13 19 6 23 5 21 15 3 17 22 6 15 21 15 3 17 22 15 6 15 21 3 3 3 17 22 5 21 15 6 23 9 25 23 15 8 15 23 3 6 23 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
52,CCCC(N)C(=O)N1CCCCC,19,0,21,,<eos>,eos,<bos> C C C <unk> C ( N ) C ( = O ) N 1 C C C C C <eos> <eos> C 1 <eos> <eos> 1 <eos> C <eos> C <eos> <eos> C <eos> O <eos> C 1 <eos> O = N C 2 ) C ( F ) C ( C c ( = O <unk> C C O C ) <eos> C 1 C <unk> H O ) C ) <eos> C ( ) O ) C <unk> C C <unk> ) C 2 <eos> ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> = r O S O 1 n <eos> # - ] B H ) F 5 <unk> S,15 15 15 3 15 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
53,Cc1ccccc2-c1c(C)nc2ccccc2c1=N,29,0,30,,<eos>,eos,<bos> C c 1 c c c c c 2 - c 1 c ( C ) n c 2 c c c c c 2 c 1 = N <eos> ) c 1 ) C 1 <eos> n 1 <eos> C <eos> C <eos> C ) C 3 ) ) c 1 O C c c 1 c C ) c 2 ) C 1 <eos> 1 <eos> ( <eos> ) C O <eos> <eos> ( ) [ C C C ] ( C ) C O <eos> 1 2 1 <unk> [ <eos> <unk> <unk> ] <eos> O 1 <eos> H F H 2 r ) 3 <eos> O C [ F [ n ( <unk> <pad> ),15 23 8 23 23 23 23 23 9 7 23 8 23 5 15 6 25 23 9 23 23 23 23 23 9 23 8 13 18,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
54,N[CH](C(=O)N1CCCC1)[CH]1C[[H]((C(=O)Nc2cccccccc2c)3)C1),55,0,61,,<eos>,eos,<bos> N [ C <unk> H ] ( C ( = O ) N 1 C C C C 1 ) [ C <unk> <unk> H ] 1 C [ [ <unk> <unk> H ] ( ( C ( = O ) N c 2 c c c c c c c c 2 c ) 3 ) C 1 ) <eos> 1 ) c 2 ) C 1 <eos> ) 2 ) C 1 <eos> C c 2 ) C C <unk> <eos> ) ( 2 <eos> ) C <eos> C <unk> = O ) C O <eos> O 1 <eos> r 4 O = s <unk> ] - ( 2 3 o ( # 5 n ) =,18 21 15 3 17 22 5 15 5 13 19 6 18 8 15 15 15 15 8 6 21 15 3 3 17 22 8 15 21 21 3 3 17 22 5 5 15 5 13 19 6 18 23 9 23 23 23 23 23 23 23 23 9 23 6 10 6 15 8 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
55,Cc1cccc(C)c1N1C(=O)c2ccccN)cc2C1=O,34,0,35,,<eos>,eos,<bos> C c 1 c c c c ( C ) c 1 N 1 C ( = O ) c 2 c c c c N ) c c 2 C 1 = O <eos> <eos> C 1 <eos> C 1 <eos> <eos> = c 2 ( 1 <eos> ) C 2 <unk> H ] ( C c 2 c ) O <eos> C [ C <eos> <unk> H ] ( O ) C C ( = O ) O ) - ] ) [ C <unk> H ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> <pad> 2 = <eos> n F [ s o N 5 <eos> [ H C <unk> o 2,15 23 8 23 23 23 23 5 15 6 23 8 18 8 15 5 13 19 6 23 9 23 23 23 23 18 6 23 23 9 15 8 13 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
56,CN(C)COccccc(-c3cn[nH]c2cccccN)c(O)Cc=O)NcC12)c3C,49,0,50,,<eos>,eos,<bos> C N ( C ) C O c c c c c ( - c 3 c n [ n H ] c 2 c c c c c N ) c ( O ) C c = O ) N c C 1 2 ) c 3 C <eos> c ) 1 C 3 ) H ) c <unk> c 2 <eos> C 2 <eos> c 1 <eos> O ) O <unk> O ) = ] 1 C C ( O <eos> ) ( O ) C 1 <eos> ) O 1 <eos> ) C <eos> <eos> O 1 <eos> l o l 5 <pad> n ( S <eos> 1 n H n # H N l c,15 18 5 15 6 15 19 23 23 23 23 23 5 7 23 10 23 25 21 25 17 22 23 9 23 23 23 23 23 18 6 23 5 19 6 15 23 13 19 6 18 23 15 8 9 6 23 10 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
57,O=C[1-][[H]1C[H])[C]C]CCCCHCCC[COH](C]C[OOCc1CcC,48,0,56,,<eos>,eos,<bos> O = C <unk> [ 1 - ] [ [ <unk> H ] 1 C [ <unk> H ] <unk> ) [ C <unk> ] C ] C C C <unk> C H C C C [ C O H ] ( C ] C [ O O <unk> C c 1 C c C <eos> <unk> C O ) 1 C <eos> H C <eos> C <eos> ] C C C = <unk> ) C 1 ) O C C <unk> = C ) O <eos> ) C <eos> C <unk> ] <eos> ) C ] <eos> O 1 <eos> O s S F n ) <pad> 4 c <unk> = o <pad> 5 ) # ) c,19 13 15 3 21 8 7 22 21 21 3 17 22 8 15 21 3 17 22 3 6 21 15 3 22 15 22 15 15 15 3 15 17 15 15 15 21 15 19 17 22 5 15 22 15 21 19 19 3 15 23 8 15 23 15,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
58,COc1ccc(-c2nc(-c3ccccc3)cc(N)c2CN)cc1,37,0,38,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 n c ( - c 3 c c c c c 3 ) c c ( N ) c 2 C N ) c c 1 <eos> 1 <eos> l <eos> <eos> 3 ) <eos> C N ) c ) C ) 1 c 1 <eos> <eos> 3 ) c 2 ) n 1 <eos> c 1 <eos> <eos> 1 <eos> O C <unk> ( 2 ( O C ) <unk> C ] ( O ) C 1 <eos> 1 <unk> ] 2 <unk> C ] <eos> O 1 <eos> r <eos> H O F <unk> r <eos> B F o s <pad> H C n r #,15 19 23 8 23 23 23 5 7 23 9 25 23 5 7 23 10 23 23 23 23 23 10 6 23 23 5 18 6 23 9 15 18 6 23 23 8,COc1ccc(-c2nc(-c3ccccc3)cc(N)c2CN)cc1,True,True,1,True,,305.38,3.465,74.16,2.0,4.0,4.0,0.7738,2.0352,True,0.8283,Strong candidate,True
59,CC1(C)S[CH]2[CH](NC(=O)Nc3cccc(3)C(=)cN2Cc)H]C(=O)[,51,0,56,,<eos>,eos,<bos> C C 1 ( C ) S [ C <unk> <unk> H ] 2 [ C <unk> H ] ( N C ( = O ) N c 3 c c c c ( 3 ) C ( = ) c N 2 C c <unk> ) H ] C ( = O ) [ <eos> ) ] ( [ N <unk> <unk> ] ) O <eos> H ] C C ( = O ) O <eos> ( [ C 3 <unk> C 1 ( C <eos> ) C <eos> C <unk> 1 O ) C O <eos> O 1 <eos> r o B 3 N ] 4 O <eos> l c 1 s ] r # - #,15 15 8 5 15 6 20 21 15 3 3 17 22 9 21 15 3 17 22 5 18 15 5 13 19 6 18 23 10 23 23 23 23 5 10 6 15 5 13 6 23 18 9 15 23 3 6 17 22 15 5 13 19 6 21,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
60,O=C(Nc1c[cH]cc2-c1]ccccc(2)C(COC(O)cc2[)H]c2FCcC1c)[N,53,0,54,,<eos>,eos,<bos> O = C ( N c 1 c [ c H ] c c 2 - c 1 ] c c c c c ( 2 ) C ( C O C ( O ) c c 2 [ ) H ] c 2 F C c C 1 c ) [ N <eos> <unk> c 1 c <eos> <unk> <eos> c <eos> C 1 <eos> ] 1 <eos> O ) C ) <unk> <eos> C C 2 ) C ( = O ) C O <eos> ) 1 <eos> 1 <unk> [ <eos> <unk> C ] <eos> O 1 <eos> l 2 ( n ] O B s [ C 1 H ) # ) o 5 F,19 13 15 5 18 23 8 23 21 23 17 22 23 23 9 7 23 8 22 23 23 23 23 23 5 9 6 15 5 15 19 15 5 19 6 23 23 9 21 6 17 22 23 9 16 15 23 15 8 23 6 21 18,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
61,c1ccc2[nH]c(Cc3c3c]4)cc3ccc1,28,0,29,,<eos>,eos,<bos> c 1 c c c 2 [ n H ] c ( C c 3 c 3 c ] 4 ) c c 3 c c c 1 <eos> 2 C C C <eos> O C <eos> 1 C <eos> O C C ) C 2 C <eos> <unk> n C ) ) C c 1 <eos> <unk> C <eos> c 1 <eos> <eos> 1 <eos> <unk> C ] 2 ) C O C ) ( C ( = C ) - ] ) C O <unk> ) 1 <eos> 1 <unk> [ <eos> <unk> <unk> ] <eos> O 1 <eos> N [ - r c S n C B = s C <pad> s r l <pad> ),23 8 23 23 23 9 21 25 17 22 23 5 15 23 10 23 10 23 22 11 6 23 23 10 23 23 23 8,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
62,Nc1nc(=O)c1H]c2c1,17,0,18,,<eos>,eos,<bos> N c 1 n c ( = O ) c 1 H ] c 2 c 1 <eos> ( C = <eos> ) <eos> 1 c 1 ) n 1 <eos> ) c c C F [ C - 2 ] [ 2 C H H ] <eos> ) C c 2 c ) c 2 ) c C <unk> C ) C <eos> C 1 <eos> C 1 <eos> C <unk> C O ) ] 1 [ C <eos> C ( C O ( C O C [ O C <unk> <eos> O ) C <eos> <eos> O 1 <eos> ] <unk> s n N B <eos> 1 c S ] F <pad> H ) C ( 4,18 23 8 25 23 5 13 19 6 23 8 17 22 23 9 23 8,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
63,C[C[C]C(O)CC[CH][C[H]3CCC4=CCCOC[C[C(C(C[CHc(CC[C]O1C,53,0,64,,<eos>,eos,<bos> C [ C [ C <unk> ] C ( O ) C C [ C <unk> H ] <unk> [ C [ <unk> H ] 3 C C C 4 = C <unk> C C O C [ C [ C <unk> ( C ( C [ C <unk> H c ( C C [ C <unk> <unk> ] O 1 C <unk> <eos> C C C <unk> ] 2 ( C ) C C <unk> C ( ) C ) = = C ) C O <eos> C <eos> C <unk> 1 <eos> <unk> C ] <eos> O 1 <eos> o s o # 2 C ) C n c = N H B C n l 4,15 21 15 21 15 3 22 15 5 19 6 15 15 21 15 3 17 22 3 21 15 21 3 17 22 10 15 15 15 11 13 15 3 15 15 19 15 21 15 21 15 3 5 15 5 15 21 15 3 17 23 5 15 15 21 15 3 3 22 19 8 15 3,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
64,CC1=C)O[CH]2C[CH]C[CH]4C[(H](C)cc4c)[C(HC=C)=]5(C)[CH]4(]OC[HCO)C[3]3(C(CC2=)(=O)CO)O1,86,0,101,,<eos>,eos,<bos> C C 1 = C ) O [ C <unk> <unk> H ] 2 C [ C <unk> H ] C [ C <unk> <unk> H ] 4 C [ ( <unk> H ] ( C ) c c 4 c ) [ C ( H C = C ) = <unk> ] 5 ( C ) [ C <unk> H ] 4 ( ] <unk> O C <unk> [ H <unk> C O ) C [ 3 <unk> ] 3 ( C <unk> ( C <unk> C 2 = ) ( = O ) C O ) O 1 <eos> 3 C o n O # ] N 5 n = N C 1 2 ( - O,15 15 8 13 15 6 19 21 15 3 3 17 22 9 15 21 15 3 17 22 15 21 15 3 3 17 22 11 15 21 5 3 17 22 5 15 6 23 23 11 23 6 21 15 5 17 15 13 15 6 13 3 22 12 5 15 6 21 15 3 17 22 11 5 22 3 19 15 3 21 17 3 15 19 6 15 21 10 3 22 10 5 15 3 5 15 3 15 9 13 6 5 13 19 6 15 19 6 19 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
