sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,last_non_special_token,ending_motif,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,max_parenthesis_depth,max_bracket_depth,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
273,CC(C)(C)NC1cc(C(C(=O)NCCCC(C=C)C1c)c1C1c1C1C11O21C2=B[=rO)2S]HcF-oHl[BFsHcn=cOc2cF5cONH-SCrNS=r-Cc(-oHO#SlBcsFNr#=H5)1],119,0,,,,max_length,<bos> C C ( C ) ( C ) N C 1 c c ( C ( C ( = O ) N C C C C ( C = C ) C 1 c ) c 1 C 1 c 1 C 1 C 1 1 O 2 1 C 2 = B [ = r O ) 2 S ] H c F - o H l [ B F s H c n = c O c 2 c F 5 c O N H - S C r N S = r - C c ( - o H O # S l B c s F N r # = H 5 ) 1 ],15 15 5 15 6 5 15 6 18 15 8 23 23 5 15 5 15 5 13 19 6 18 15 15 15 15 5 15 13 15 6 15 8 23 6 23 8 15 8 23 8 15 8 15 8 8 19 9 8 15 9 13 14 21 13 27 19 6 9 20 22 17 23 16 7 26 17 24 21 14 16 28 17 23 25 13 23 19 23 9 23 16 12 23 19 18 17 7 20 15 27 18 20 13 27 7 15 23 5 7 26 17 19 4 20 24 14 23 28 16 18 27 4 13 17 12 6 8 22,],5)1],0,0,,0,3,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
274,CC(=O)NCCCcCcNC(CO)c1Cc2C2ccC2CC111C1C12,40,0,41.0,,<eos>,eos,<bos> C C ( = O ) N C C C c C c N C ( C O ) c 1 C c 2 C 2 c c C 2 C C 1 1 1 C 1 C 1 2 <eos> <eos> C <eos> <eos> <eos> <eos> <eos> <eos> <eos> 2 N c [ # - O 5 C B r B s F - c H C B H F # F S = S 5 S 4 H 4 H 2 S 4 B 4 o 3 ] n c O F r 3 n 4 ( N o s F s n 5 n [ C F c N F o ] ) 5 n N,15 15 5 13 19 6 18 15 15 15 23 15 23 18 15 5 15 19 6 23 8 15 23 9 15 9 23 23 15 9 15 15 8 8 8 15 8 15 8 9,2,1C12,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
275,CCC(CC(C(=O)CC1CC(C)C(COC)CC1COC1C1CCC1=OC2CC1O21C2Nn=r)O)c1rH#cs-cC=HFHC(n=rHo-r[ncnHlN3c-H=#rHOB(-Noc)Nl2SH-SN1oH)13],119,0,,,,max_length,<bos> C C C ( C C ( C ( = O ) C C 1 C C ( C ) C ( C O C ) C C 1 C O C 1 C 1 C C C 1 = O C 2 C C 1 O 2 1 C 2 N n = r ) O ) c 1 r H # c s - c C = H F H C ( n = r H o - r [ n c n H l N 3 c - H = # r H O B ( - N o c ) N l 2 S H - S N 1 o H ) 1 3 ],15 15 15 5 15 15 5 15 5 13 19 6 15 15 8 15 15 5 15 6 15 5 15 19 15 6 15 15 8 15 19 15 8 15 8 15 15 15 8 13 19 15 9 15 15 8 19 9 8 15 9 18 25 13 27 6 19 6 23 8 27 17 4 23 28 7 23 15 13 17 16 17 15 5 25 13 27 17 26 7 27 21 25 23 25 17 24 18 10 23 7 17 13 4 27 17 19 14 5 7 18 26 23 6 18 24 9 20 17 7 20 18 8 26 17 6 8 10 22,],)13],0,0,,0,3,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
276,CCOC(=O)CNCc2cccc2c2c(CO)C1cnc11cC1CC1C=OC1=C1O21,49,0,50.0,,<eos>,eos,<bos> C C O C ( = O ) C N C c 2 c c c c 2 c 2 c ( C O ) C 1 c n c 1 1 c C 1 C C 1 C = O C 1 = C 1 O 2 1 <eos> 2 N 1 s N r ( # H 1 S 5 c H s - c 5 [ H S = - O N o - H o 2 N 5 n F 5 # O = N C ] 4 l = c H O S 4 s N s N ) <eos> s F <eos> c <eos> S N 5 l H n O 5 <eos>,15 15 19 15 5 13 19 6 15 18 15 23 9 23 23 23 23 9 23 9 23 5 15 19 6 15 8 23 25 23 8 8 23 15 8 15 15 8 15 13 19 15 8 13 15 8 19 9 8,1,1O21,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
277,CCCC(O)(N(C(C(=O)N1C(C)C1)c(C)c1c1C1OC1C)=OO11H21C2c1r5N#[cC=s(OF)][-cF)HNCS2(oSc-n2-rB=OB]s2#=cSO(=nos5nl1SH(nr#B1)#l),119,0,,,,max_length,<bos> C C C C ( O ) ( N ( C ( C ( = O ) N 1 C ( C ) C 1 ) c ( C ) c 1 c 1 C 1 O C 1 C ) = O O 1 1 H 2 1 C 2 c 1 r 5 N # [ c C = s ( O F ) ] [ - c F ) H N C S 2 ( o S c - n 2 - r B = O B ] s 2 # = c S O ( = n o s 5 n l 1 S H ( n r # B 1 ) # l ),15 15 15 15 5 19 6 5 18 5 15 5 15 5 13 19 6 18 8 15 5 15 6 15 8 6 23 5 15 6 23 8 23 8 15 8 19 15 8 15 6 13 19 19 8 8 17 9 8 15 9 23 8 27 12 18 4 21 23 15 13 28 5 19 16 6 22 21 7 23 16 6 17 18 15 20 9 5 26 20 23 7 25 9 7 27 14 13 19 14 22 28 9 4 13 23 20 19 5 13 25 26 28 12 25 24 8 20 17 5 25 27 4 14 8 6 4 24 6,),)#l),1,0,2,1,4,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
278,CC(C)C(=O)c1ccccNC(=O)C(O)Nc3cc(cccc)3Ccc21O1nO21,49,0,50.0,,<eos>,eos,<bos> C C ( C ) C ( = O ) c 1 c c c c N C ( = O ) C ( O ) N c 3 c c ( c c c c ) 3 C c c 2 1 O 1 n O 2 1 <eos> <eos> <eos> r <eos> 4 B s # l H ( F c r N - n H = - c B - F = - H S [ = - o 1 N B ] S = F 4 l C 1 l s ( n 4 S ( = r 5 s n l H n H c O = B 4 ) 5 S ) ),15 15 5 15 6 15 5 13 19 6 23 8 23 23 23 23 18 15 5 13 19 6 15 5 19 6 18 23 10 23 23 5 23 23 23 23 6 10 15 23 23 9 8 19 8 25 19 9 8,1,nO21,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
279,COC(=O)C1CN(C(CC)CCCN(C(=C)O=O)(C))c2C2ccC1,43,0,44.0,,<eos>,eos,<bos> C O C ( = O ) C 1 C N ( C ( C C ) C C C N ( C ( = C ) O = O ) ( C ) ) c 2 C 2 c c C 1 <eos> <eos> <eos> H 1 1 <eos> <eos> <eos> c <eos> 4 B c B 3 B 3 c l r H - # l [ - c r 5 N C = H ] o S H B C 4 n 5 N 4 ( N F C n l r 2 - = C ) # s 2 F = O n B s r O H F l H C 4 l F,15 19 15 5 13 19 6 15 8 15 18 5 15 5 15 15 6 15 15 15 18 5 15 5 13 15 6 19 13 19 6 5 15 6 6 23 9 15 9 23 23 15 8,1,ccC1,0,0,,0,3,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
280,CCc1c1cc2nc(cc(c)3C(C=C)C(O)nc[n(])c3)n2,40,0,41.0,,<eos>,eos,<bos> C C c 1 c 1 c c 2 n c ( c c ( c ) 3 C ( C = C ) C ( O ) n c [ n ( ] ) c 3 ) n 2 <eos> C 2 c 1 O 2 1 C <eos> 2 o r O c N O B F ( n s F O - = B c H s 4 n = N o = N S H S n ( o 4 H r ) r ) ( # [ C 4 n ( # O o 4 H 1 c r - O H F s c N ] S r ) 2 c ) O,15 15 23 8 23 8 23 23 9 25 23 5 23 23 5 23 6 10 15 5 15 13 15 6 15 5 19 6 25 23 21 25 5 22 6 23 10 6 25 9,2,3)n2,0,0,,0,2,1,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
281,CC(C(C(NC(=O)CCOCc1ccc(cl)cc1C)C1C1C1C1C1C1OC1=O1C2orC4)O-[#rs=#c-#o=sFlnBo=NH)]=-nHlcN-=r[sS#sHn4o3srFs=FH][o-rC-Hn3]#,119,0,,,,max_length,<bos> C C ( C ( C ( N C ( = O ) C C O C c 1 c c c ( c l ) c c 1 C ) C 1 C 1 C 1 C 1 C 1 C 1 O C 1 = O 1 C 2 o r C 4 ) O - [ # r s = # c - # o = s F l n B o = N H ) ] = - n H l c N - = r [ s S # s H n 4 o 3 s r F s = F H ] [ o - r C - H n 3 ] #,15 15 5 15 5 15 5 18 15 5 13 19 6 15 15 19 15 23 8 23 23 23 5 23 24 6 23 23 8 15 6 15 8 15 8 15 8 15 8 15 8 15 8 19 15 8 13 19 8 15 9 26 27 15 11 6 19 7 21 4 27 28 13 4 23 7 4 26 13 28 16 24 25 14 26 13 18 17 6 22 13 7 25 17 24 23 18 7 13 27 21 28 20 4 28 17 25 11 26 10 28 27 16 28 13 16 17 22 21 26 7 27 15 7 17 25 10 22 4,#,n3]#,0,0,2,1,4,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
282,CCCCC(CC(C1)Cc)cc2ccc(c(c2)N(=O)(OC)CO=O)C211o111C2,51,0,52.0,,<eos>,eos,<bos> C C C C C ( C C ( C 1 ) C c ) c c 2 c c c ( c ( c 2 ) N ( = O ) ( O C ) C O = O ) C 2 1 1 o 1 1 1 C 2 <eos> = F 4 = n [ H B 3 ] l O - F S C - H = - n - B N = [ s c = C 3 = - B o 5 # r S r ( F H 5 O 2 C H # o 2 o = F 1 B r B l s ( O ) N 4 ) ],15 15 15 15 15 5 15 15 5 15 8 6 15 23 6 23 23 9 23 23 23 5 23 5 23 9 6 18 5 13 19 6 5 19 15 6 15 19 13 19 6 15 9 8 8 26 8 8 8 15 9,2,11C2,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
283,Cn1cn(Nc2c1CCc(ccnccc3cccc3cn2)C)CC,35,0,36.0,,<eos>,eos,<bos> C n 1 c n ( N c 2 c 1 C C c ( c c n c c c 3 c c c c 3 c n 2 ) C ) C C <eos> <eos> <eos> 1 1 <eos> <eos> 1 O 1 C 2 1 C l 2 s B 5 H s = - H s F c r O - F S N # B 5 # o C s F # [ r C n ( H n 1 H B n 4 S ] c o B F l N 1 # N o ) - s S # o S c n = s F ( H ) 4 - B,15 25 8 23 25 5 18 23 9 23 8 15 15 23 5 23 23 25 23 23 23 10 23 23 23 23 10 23 25 9 6 15 6 15 15,C,C)CC,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
284,CC(C(CNCCN)cccccc(F)cc1)c1ccc(F)c11,35,0,36.0,,<eos>,eos,<bos> C C ( C ( C N C C N ) c c c c c c ( F ) c c 1 ) c 1 c c c ( F ) c 1 1 <eos> <eos> c <eos> <eos> <eos> <eos> <eos> <eos> 1 C C 2 1 C 2 <eos> n <eos> l r c # F <eos> n 2 r 1 O 2 c 5 r H O 5 O c N r F 2 C 2 n - s F S [ - # = r l ( H O = c O # C - o s F o F 1 ) n S F = O H 4 # n 4 ] l,15 15 5 15 5 15 18 15 15 18 6 23 23 23 23 23 23 5 16 6 23 23 8 6 23 8 23 23 23 5 16 6 23 8 8,1,)c11,0,0,,0,2,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
285,Cc1ccc(NC(COCCNCCC(CO)c2cccc(C)cc11Cc11C1c1OO111Cl2N=F[SC3F)BN#ON]FOoH4)O-Bol-o3r-[H1oNC4noN2#l(]H2-#N[Hn)F(HnS3F(H1)3),119,0,,,,max_length,<bos> C c 1 c c c ( N C ( C O C C N C C C ( C O ) c 2 c c c c ( C ) c c 1 1 C c 1 1 C 1 c 1 O O 1 1 1 C l 2 N = F [ S C 3 F ) B N # O N ] F O o H 4 ) O - B o l - o 3 r - [ H 1 o N C 4 n o N 2 # l ( ] H 2 - # N [ H n ) F ( H n S 3 F ( H 1 ) 3 ),15 23 8 23 23 23 5 18 15 5 15 19 15 15 18 15 15 15 5 15 19 6 23 9 23 23 23 23 5 15 6 23 23 8 8 15 23 8 8 15 8 23 8 19 19 8 8 8 15 24 9 18 13 16 21 20 15 10 16 6 14 18 4 19 18 22 16 19 26 17 11 6 19 7 14 26 24 7 26 10 27 7 21 17 8 26 18 15 11 25 26 18 9 4 24 5 22 17 9 7 4 18 21 17 25 6 16 5 17 25 20 10 16 5 17 8 6 10 6,),1)3),0,1,,0,3,1,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
286,CC(=O)Nc1cccc(NCC(=O)=O)cC1,27,0,28.0,,<eos>,eos,<bos> C C ( = O ) N c 1 c c c c ( N C C ( = O ) = O ) c C 1 <eos> C <eos> C C <eos> <eos> 1 1 <eos> <eos> <eos> <eos> <eos> <eos> 1 c C 1 <eos> 2 1 C 2 N r 5 n 1 N - n l n = c F - H 3 s N B F N s ( [ n - S C o = F n N O 3 H = n 3 r H O F r 3 ( - N ] 2 - n s n [ # B C O = C B = C ) ) 2 -,15 15 5 13 19 6 18 23 8 23 23 23 23 5 18 15 15 5 13 19 6 13 19 6 23 15 8,1,)cC1,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
287,CC(=O)c1cncc(-O2c2c(c)cc-c3cc3ccc3c3c2)2c1,42,0,43.0,,<eos>,eos,<bos> C C ( = O ) c 1 c n c c ( - O 2 c 2 c ( c ) c c - c 3 c c 3 c c c 3 c 3 c 2 ) 2 c 1 <eos> 1 = O 1 <eos> <eos> C 2 o 5 # - H B F H B F O o N # l 2 c H B S F r S [ H 1 - S N - = r l H l O F ( F S C n ] l ( S ( = N l S [ o # C c ] 1 s - = N n 5 ) r F ),15 15 5 13 19 6 23 8 23 25 23 23 5 7 19 9 23 9 23 5 23 6 23 23 7 23 10 23 23 10 23 23 23 10 23 10 23 9 6 9 23 8,1,)2c1,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
288,CC(C(=O)NCC(C(CO)2ccc(F)ccc1c1CO)CC1O1C=OC=OCC121C2oc3oscN2BN)(F-F3(=H=cHSFNlSHS=C3[lcBN4#Hro-S3SH3H#FHs]Bs[So-BNFH)r]),119,0,,,,max_length,<bos> C C ( C ( = O ) N C C ( C ( C O ) 2 c c c ( F ) c c c 1 c 1 C O ) C C 1 O 1 C = O C = O C C 1 2 1 C 2 o c 3 o s c N 2 B N ) ( F - F 3 ( = H = c H S F N l S H S = C 3 [ l c B N 4 # H r o - S 3 S H 3 H # F H s ] B s [ S o - B N F H ) r ] ),15 15 5 15 5 13 19 6 18 15 15 5 15 5 15 19 6 9 23 23 23 5 16 6 23 23 23 8 23 8 15 19 6 15 15 8 19 8 15 13 19 15 13 19 15 15 8 9 8 15 9 26 23 10 26 28 23 18 9 14 18 6 5 16 7 16 10 5 13 17 13 23 17 20 16 18 24 20 17 20 13 15 10 21 24 23 14 18 11 4 17 27 26 7 20 10 20 17 10 17 4 16 17 28 22 14 28 21 20 26 7 14 18 16 17 6 27 22 6,),)r]),0,0,3 4,2,3,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
289,CcCcc1ncc(C)ccccccccccCC2CNn11N1c1COCC1=OC1OC12,47,0,48.0,,<eos>,eos,<bos> C c C c c 1 n c c ( C ) c c c c c c c c c c C C 2 C N n 1 1 N 1 c 1 C O C C 1 = O C 1 O C 1 2 <eos> <eos> <eos> 2 o c # N n 3 S B l O c # F c F B # l H O [ H S C S # H o 2 ( = F c n H O - o 1 - H 1 ( c H 1 ) ] 3 ( c r s = l o B H F S n C 5 ) l 5 1 ),15 23 15 23 23 8 25 23 23 5 15 6 23 23 23 23 23 23 23 23 23 23 15 15 9 15 18 25 8 8 18 8 23 8 15 19 15 15 8 13 19 15 8 19 15 8 9,2,OC12,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
290,CC(C)1nc2cc1c1c(=l)(CC(C)=O)1c1c(cc)c12,39,0,40.0,,<eos>,eos,<bos> C C ( C ) 1 n c 2 c c 1 c 1 c ( = l ) ( C C ( C ) = O ) 1 c 1 c ( c c ) c 1 2 <eos> <eos> <eos> C <eos> 1 2 n C C C 2 c = # r o O # F 1 <eos> c o O <eos> 1 N s H 1 F N - c l F - C ( - o ( l o N 5 ) = [ C # C o l O = # C ] 4 [ l n 5 # O B N 1 - O ] C 4 H ) c l 1,15 15 5 15 6 8 25 23 9 23 23 8 23 8 23 5 13 24 6 5 15 15 5 15 6 13 19 6 8 23 8 23 5 23 23 6 23 8 9,2,)c12,0,0,,0,2,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
291,Fc1ccc(C)c2ccc(cC)Cc1CCC=ONCC1ON1C1CCC1FOc2,43,0,44.0,,<eos>,eos,<bos> F c 1 c c c ( C ) c 2 c c c ( c C ) C c 1 C C C = O N C C 1 O N 1 C 1 C C C 1 F O c 2 <eos> <eos> <eos> C <eos> <eos> <eos> 2 [ s - r n r l B S n c 5 F - B F O l B # B H c N l s 2 o O n = n O - H l # - S c C H - n 2 l F 2 F N 2 s F 5 n 1 r H F l C s l # H # - l,16 23 8 23 23 23 5 15 6 23 9 23 23 23 5 23 15 6 15 23 8 15 15 15 13 19 18 15 15 8 19 18 8 15 8 15 15 15 8 16 19 23 9,2,FOc2,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
292,cCn1c(Cc2c1cc2cnc3ccc(n)nc-cncnc(c)cn1[n1]1O=O)CCC2lc-cocFs(CNsN(oNCHB=#n1Br(SHB=[BONHS#O#No(l3H]NS-sF5o#sSnsBlH52)cn-O,119,0,,,,max_length,<bos> c C n 1 c ( C c 2 c 1 c c 2 c n c 3 c c c ( n ) n c - c n c n c ( c ) c n 1 [ n 1 ] 1 O = O ) C C C 2 l c - c o c F s ( C N s N ( o N C H B = # n 1 B r ( S H B = [ B O N H S # O # N o ( l 3 H ] N S - s F 5 o # s S n s B l H 5 2 ) c n - O,23 15 25 8 23 5 15 23 9 23 8 23 23 9 23 25 23 10 23 23 23 5 25 6 25 23 7 23 25 23 25 23 5 23 6 23 25 8 21 25 8 22 8 19 13 19 6 15 15 15 9 24 23 7 23 26 23 16 28 5 15 18 28 18 5 26 18 15 17 14 13 4 25 8 14 27 5 20 17 14 13 21 14 19 18 17 20 4 19 4 18 26 5 24 10 17 22 18 20 7 28 16 12 26 4 28 20 25 28 14 24 17 12 9 6 23 25 7 19,O,cn-O,3,0,,0,4,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
293,Cc1ccnc2cnNC(=O)c2ccc4(C(C)N(=O)C=O)c1=OC1211O12CC2n=-lsc[Ho-N#FN-nN(C=sn2olN-C3CF3noBF]4)N-ns,94,0,95.0,,<eos>,eos,<bos> C c 1 c c n c 2 c n N C ( = O ) c 2 c c c 4 ( C ( C ) N ( = O ) C = O ) c 1 = O C 1 2 1 1 O 1 2 C C 2 n = - l s c [ H o - N # F N - n N ( C = s n 2 o l N - C 3 C F 3 n o B F ] 4 ) N - n s <eos> [ S ] S [ # F ] ( H r 2 n C F C N F 4 H 2 c 4 ),15 23 8 23 23 25 23 9 23 25 18 15 5 13 19 6 23 9 23 23 23 11 5 15 5 15 6 18 5 13 19 6 15 13 19 6 23 8 13 19 15 8 9 8 8 19 8 9 15 15 9 25 13 7 24 28 23 21 17 26 7 18 4 16 18 7 25 18 5 15 13 28 25 9 26 24 18 7 15 10 15 16 10 25 26 14 16 22 11 6 18 7 25 28,s,N-ns,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
294,C=CCc1ccc(C)Cc1CCC(COCc)cc1cs1,30,0,31.0,,<eos>,eos,<bos> C = C C c 1 c c c ( C ) C c 1 C C C ( C O C c ) c c 1 c s 1 <eos> <eos> <eos> <eos> C <eos> <eos> <eos> 1 C 1 <eos> = O <eos> 1 2 1 1 C 2 C N S C N ( # B ( s 3 O c l ( B s n 3 s N H = N S 2 - S B = - s B r o O N [ H ( H o # H O S F o ( n 1 ) # = O 2 ) H 5 = C B F H ) S # s,15 13 15 15 23 8 23 23 23 5 15 6 15 23 8 15 15 15 5 15 19 15 23 6 23 23 8 23 28 8,1,1cs1,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
295,O=Ccc2cc2nc(cc2ccccn2cc2ncn12N)n1,33,0,34.0,,<eos>,eos,<bos> O = C c c 2 c c 2 n c ( c c 2 c c c c n 2 c c 2 n c n 1 2 N ) n 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 = O 1 2 1 C C 2 c ( l 4 ) = [ N ( = c F N B F ] C c H O F n r ) S # H S B n - r = - F H n c r # C S F c # S o 4 o O o [ c C F B S s o N C s ( B r 1 l ],19 13 15 23 23 9 23 23 9 25 23 5 23 23 9 23 23 23 23 25 9 23 23 9 25 23 25 8 9 18 6 25 8,1,N)n1,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
296,CCC(=O)Nc1ccc(C(=O)NCCCOC(C)c(O)c1CC1CcC1c1C12O11C2sn3O-c5=lr5#c#-#sB1On-Ns#-n#N)-#o#o#oC3Bl2(N)O2(-rNC4-BonH4SCB4H)4Ol,119,0,,,,max_length,<bos> C C C ( = O ) N c 1 c c c ( C ( = O ) N C C C O C ( C ) c ( O ) c 1 C C 1 C c C 1 c 1 C 1 2 O 1 1 C 2 s n 3 O - c 5 = l r 5 # c # - # s B 1 O n - N s # - n # N ) - # o # o # o C 3 B l 2 ( N ) O 2 ( - r N C 4 - B o n H 4 S C B 4 H ) 4 O l,15 15 15 5 13 19 6 18 23 8 23 23 23 5 15 5 13 19 6 18 15 15 15 19 15 5 15 6 23 5 19 6 23 8 15 15 8 15 23 15 8 23 8 15 8 9 19 8 8 15 9 28 25 10 19 7 23 12 13 24 27 12 4 23 4 7 4 28 14 8 19 25 7 18 28 4 7 25 4 18 6 7 4 26 4 26 4 26 15 10 14 24 9 5 18 6 19 9 5 7 27 18 15 11 7 14 26 25 17 11 20 15 14 11 17 6 11 19 24,l,)4Ol,0,0,1,1,2,0,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
297,CNC(=O)c1ccccc2cccccc(C(CO)c11C1c1C1CN1O1=OC1)12,48,0,49.0,,<eos>,eos,<bos> C N C ( = O ) c 1 c c c c c 2 c c c c c c ( C ( C O ) c 1 1 C 1 c 1 C 1 C N 1 O 1 = O C 1 ) 1 2 <eos> <eos> 2 s # N o S c s 1 l [ c = H - B ] C F 1 H 5 r c o B O H o S H C 2 F - H c o 3 c B H O B # c S # C r # o F c l n = [ n c - n s ] r C 3 5 n,15 18 15 5 13 19 6 23 8 23 23 23 23 23 9 23 23 23 23 23 23 5 15 5 15 19 6 23 8 8 15 8 23 8 15 8 15 18 8 19 8 13 19 15 8 6 8 9,2,1)12,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
298,CCc1ccc(-c2=OC(-c2ccc(C)nc(C)cn=O)c)c1O,39,0,40.0,,<eos>,eos,<bos> C C c 1 c c c ( - c 2 = O C ( - c 2 c c c ( C ) n c ( C ) c n = O ) c ) c 1 O <eos> O C <eos> <eos> 1 O 2 1 C C 2 <eos> O - C N c l 3 S O 2 l n N O N c O C O ( n ( B l N F H 2 n H 1 r - H c N n C s c S c n H S = c H o # o S # s = N c - l N s H ) 1 ) 3 o,15 15 23 8 23 23 23 5 7 23 9 13 19 15 5 7 23 9 23 23 23 5 15 6 25 23 5 15 6 23 25 13 19 6 23 6 23 8 19,O,)c1O,0,0,,0,3,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
299,O=C(CCncCc2c2c(Bl)c1cc(c1)cc1Cc(cCCOCC1)11O2)CC1CC2Nn4FS#S[H=NcO=FBHoOF#nC4OFo5On=nH-rO(N(r(S(cH1CS3NocFHr)n3OC=F)5)S]),119,0,,,,max_length,<bos> O = C ( C C n c C c 2 c 2 c ( B l ) c 1 c c ( c 1 ) c c 1 C c ( c C C O C C 1 ) 1 1 O 2 ) C C 1 C C 2 N n 4 F S # S [ H = N c O = F B H o O F # n C 4 O F o 5 O n = n H - r O ( N ( r ( S ( c H 1 C S 3 N o c F H r ) n 3 O C = F ) 5 ) S ] ),19 13 15 5 15 15 25 23 15 23 9 23 9 23 5 14 24 6 23 8 23 23 5 23 8 6 23 23 8 15 23 5 23 15 15 19 15 15 8 6 8 8 19 9 6 15 15 8 15 15 9 18 25 11 16 20 4 20 21 17 13 18 23 19 13 16 14 17 26 19 16 4 25 15 11 19 16 26 12 19 25 13 25 17 7 27 19 5 18 5 27 5 20 5 23 17 8 15 20 10 18 26 23 16 17 27 6 25 10 19 15 13 16 6 12 6 20 22 6,),)S]),0,0,,0,4,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
300,C=Ccc1ncc(-c3ccc(cn(c)nc1)Hcnccccc)c2n2C1C1C=O2CCC2O=cNHcB[H5HsOBlnH]Hs5n2ls#-=cnHS3NBO-=#SFS(N(n)S1#rlo#OHnFlON)2FlS1o,119,0,,,,max_length,<bos> C = C c c 1 n c c ( - c 3 c c c ( c n ( c ) n c 1 ) H c n c c c c c ) c 2 n 2 C 1 C 1 C = O 2 C C C 2 O = c N H c B [ H 5 H s O B l n H ] H s 5 n 2 l s # - = c n H S 3 N B O - = # S F S ( N ( n ) S 1 # r l o # O H n F l O N ) 2 F l S 1 o,15 13 15 23 23 8 25 23 23 5 7 23 10 23 23 23 5 23 25 5 23 6 25 23 8 6 17 23 25 23 23 23 23 23 6 23 9 25 9 15 8 15 8 15 13 19 9 15 15 15 9 19 13 23 18 17 23 14 21 17 12 17 28 19 14 24 25 17 22 17 28 12 25 9 24 28 4 7 13 23 25 17 20 10 18 14 19 7 13 4 20 16 20 5 18 5 25 6 20 8 4 27 24 26 4 19 17 25 16 24 19 18 6 9 16 24 20 8 26,o,lS1o,0,0,,0,3,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
301,Cc1cn(CC(CC(=O)c(FC)Ccnc(c-cccccc2)c[nH]11CO1n1C1l2o5lO(ncH5rNO#-BF)2[B)FSB(F-rN-F5oNs=NOlNCSl-HnNcBos5H2)#OCncCN2sc)]2,119,0,,,,max_length,<bos> C c 1 c n ( C C ( C C ( = O ) c ( F C ) C c n c ( c - c c c c c c 2 ) c [ n H ] 1 1 C O 1 n 1 C 1 l 2 o 5 l O ( n c H 5 r N O # - B F ) 2 [ B ) F S B ( F - r N - F 5 o N s = N O l N C S l - H n N c B o s 5 H 2 ) # O C n c C N 2 s c ) ] 2,15 23 8 23 25 5 15 15 5 15 15 5 13 19 6 23 5 16 15 6 15 23 25 23 5 23 7 23 23 23 23 23 23 9 6 23 21 25 17 22 8 8 15 19 8 25 8 15 8 24 9 26 12 24 19 5 25 23 17 12 27 18 19 4 7 14 16 6 9 21 14 6 16 20 14 5 16 7 27 18 7 16 12 26 18 28 13 18 19 24 18 15 20 24 7 17 25 18 23 14 26 28 12 17 9 6 4 19 15 25 23 15 18 9 28 23 6 22 9,2,c)]2,0,0,,0,3,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
