sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,last_non_special_token,ending_motif,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,max_parenthesis_depth,max_bracket_depth,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
109,C[CC]H(C(COCNCC[CC(]CC(CCCC)CCCCC1C=CC=CO(CH(=O)CHC(CC[CcCH](C)C[CC)c2(C=C)C]O)C)=C)(O))C[CO2H]12CO1rOco1o[BNcS=No]Cn2,118,0,119.0,,<eos>,eos,<bos> C [ C C ] H ( C ( C O C N C C [ C C ( ] C C ( C C C C ) C C C C C 1 C = C C = C O ( C H ( = O ) C H C ( C C [ C c C H ] ( C ) C [ C C ) c 2 ( C = C ) C ] O ) C ) = C ) ( O ) ) C [ C O 2 H ] 1 2 C O 1 r O c o 1 o [ B N c S = N o ] C n 2 <eos>,15 21 15 15 22 17 5 15 5 15 19 15 18 15 15 21 15 15 5 22 15 15 5 15 15 15 15 6 15 15 15 15 15 8 15 13 15 15 13 15 19 5 15 17 5 13 19 6 15 17 15 5 15 15 21 15 23 15 17 22 5 15 6 15 21 15 15 6 23 9 5 15 13 15 6 15 22 19 6 15 6 13 15 6 5 19 6 6 15 21 15 19 9 17 22 8 9 15 19 8 27 19 23 26 8 26 21 14 18 23 20 13 18 26 22 15 25 9,2,]Cn2,0,0,,0,6,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
110,COc1ccc(C)c1N1C(=O)c2ccc(C(N)c(#O)cO)ccclC1=OCnC12CC(CO)CcCccOCcC1,66,0,67.0,,<eos>,eos,<bos> C O c 1 c c c ( C ) c 1 N 1 C ( = O ) c 2 c c c ( C ( N ) c ( # O ) c O ) c c c l C 1 = O C n C 1 2 C C ( C O ) C c C c c O C c C 1 <eos> C H <eos> ( [ C C C ( C 4 O O ) c C ) c C c C 1 C 1 = O N ] C 1 r O 1 c ( - B 2 l B c s ) 2 H n N n ( N = S,15 19 23 8 23 23 23 5 15 6 23 8 18 8 15 5 13 19 6 23 9 23 23 23 5 15 5 18 6 23 5 4 19 6 23 19 6 23 23 23 24 15 8 13 19 15 25 15 8 9 15 15 5 15 19 6 15 23 15 23 23 19 15 23 15 8,1,CcC1,0,0,,0,2,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
111,Cc1cc(C(=C)c=C(=O)c[cc(c)c3ccc(C)nc=O)ccCFcnc1CC1=cCcnc12cccO1]2C1C1CHC[COC(])(C)(C)(COC1(C1CO)C1)O1#ls#OBsFo(CNs#r3SOo,119,0,,,,max_length,<bos> C c 1 c c ( C ( = C ) c = C ( = O ) c [ c c ( c ) c 3 c c c ( C ) n c = O ) c c C F c n c 1 C C 1 = c C c n c 1 2 c c c O 1 ] 2 C 1 C 1 C H C [ C O C ( ] ) ( C ) ( C ) ( C O C 1 ( C 1 C O ) C 1 ) O 1 # l s # O B s F o ( C N s # r 3 S O o,15 23 8 23 23 5 15 5 13 15 6 23 13 15 5 13 19 6 23 21 23 23 5 23 6 23 10 23 23 23 5 15 6 25 23 13 19 6 23 23 15 16 23 25 23 8 15 15 8 13 23 15 23 25 23 8 9 23 23 23 19 8 22 9 15 8 15 8 15 17 15 21 15 19 15 5 22 6 5 15 6 5 15 6 5 15 19 15 8 5 15 8 15 19 6 15 8 6 19 8 4 24 28 4 19 14 28 16 26 5 15 18 28 4 27 10 20 19 26,o,3SOo,1,0,1,1,2,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
112,Nc1nc(=O)[nH]c2cCCCC=OCc1c1c1C1ccC1F[C-H]c[CH]1(C2C(c)c2)cCCc1CHC1Cc1[C]COCCH[CC](CC(COC[=CO1O)C])O1(nS5S#rnH-NrFlr)C5N,119,0,,,,max_length,<bos> N c 1 n c ( = O ) [ n H ] c 2 c C C C C = O C c 1 c 1 c 1 C 1 c c C 1 F [ C - H ] c [ C H ] 1 ( C 2 C ( c ) c 2 ) c C C c 1 C H C 1 C c 1 [ C ] C O C C H [ C C ] ( C C ( C O C [ = C O 1 O ) C ] ) O 1 ( n S 5 S # r n H - N r F l r ) C 5 N,18 23 8 25 23 5 13 19 6 21 25 17 22 23 9 23 15 15 15 15 13 19 15 23 8 23 8 23 8 15 8 23 23 15 8 16 21 15 7 17 22 23 21 15 17 22 8 5 15 9 15 5 23 6 23 9 6 23 15 15 23 8 15 17 15 8 15 23 8 21 15 22 15 19 15 15 17 21 15 15 22 5 15 15 5 15 19 15 21 13 15 19 8 19 6 15 22 6 19 8 5 25 20 12 20 4 27 25 17 7 18 27 16 24 27 6 15 12 18,N,)C5N,0,0,2,1,2,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
113,CCOC(=O)(=O)N1cccc(-c)ccc3cc[cH]CCc[C=C=C1Cn4O]=OC(cn)3cHN2c[cCc21C(cO)](C)OC2(C)=CH(O)C1(C(=O)CO)O12So#s4[#CBCc(l#=NlF,119,0,,,,max_length,<bos> C C O C ( = O ) ( = O ) N 1 c c c c ( - c ) c c c 3 c c [ c H ] C C c [ C = C = C 1 C n 4 O ] = O C ( c n ) 3 c H N 2 c [ c C c 2 1 C ( c O ) ] ( C ) O C 2 ( C ) = C H ( O ) C 1 ( C ( = O ) C O ) O 1 2 S o # s 4 [ # C B C c ( l # = N l F,15 15 19 15 5 13 19 6 5 13 19 6 18 8 23 23 23 23 5 7 23 6 23 23 23 10 23 23 21 23 17 22 15 15 23 21 15 13 15 13 15 8 15 25 11 19 22 13 19 15 5 23 25 6 10 23 17 18 9 23 21 23 15 23 9 8 15 5 23 19 6 22 5 15 6 19 15 9 5 15 6 13 15 17 5 19 6 15 8 5 15 5 13 19 6 15 19 6 19 8 9 20 26 4 28 11 21 4 15 14 15 23 5 24 4 13 18 24 16,F,=NlF,1,1,1,1,2,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
114,Cc1n[nH]c2ccn(-c3nnc(-c4ccc4c44c3Cc3ccc)c3)2cc21nHnc3nc11cC3c12n1,65,0,66.0,,<eos>,eos,<bos> C c 1 n [ n H ] c 2 c c n ( - c 3 n n c ( - c 4 c c c 4 c 4 4 c 3 C c 3 c c c ) c 3 ) 2 c c 2 1 n H n c 3 n c 1 1 c C 3 c 1 2 n 1 <eos> O C <eos> <eos> O C O <eos> <eos> ( O 1 C C ) [ C 1 ( C O C 1 = C O = O ) C O l O 1 ( r 2 = r ] = H 5 F C c ( # r ( N 2 -,15 23 8 25 21 25 17 22 23 9 23 23 25 5 7 23 10 25 25 23 5 7 23 11 23 23 23 11 23 11 11 23 10 15 23 10 23 23 23 6 23 10 6 9 23 23 9 8 25 17 25 23 10 25 23 8 8 23 15 10 23 8 9 25 8,1,12n1,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
115,CC(C(=O)NCCC1ccCcc1)cc21C(COCC11C1CC1CC1OCOCO(O(COC)CcC)[c)cC1CC]1CCcO1OC1C(C1CC)CCC(O)C1C1O[O1C]3O1o=F=nlH[scN]=orC1ln,119,0,,,,max_length,<bos> C C ( C ( = O ) N C C C 1 c c C c c 1 ) c c 2 1 C ( C O C C 1 1 C 1 C C 1 C C 1 O C O C O ( O ( C O C ) C c C ) [ c ) c C 1 C C ] 1 C C c O 1 O C 1 C ( C 1 C C ) C C C ( O ) C 1 C 1 O [ O 1 C ] 3 O 1 o = F = n l H [ s c N ] = o r C 1 l n,15 15 5 15 5 13 19 6 18 15 15 15 8 23 23 15 23 23 8 6 23 23 9 8 15 5 15 19 15 15 8 8 15 8 15 15 8 15 15 8 19 15 19 15 19 5 19 5 15 19 15 6 15 23 15 6 21 23 6 23 15 8 15 15 22 8 15 15 23 19 8 19 15 8 15 5 15 8 15 15 6 15 15 15 5 19 6 15 8 15 8 19 21 19 8 15 22 10 19 8 26 13 16 13 25 24 17 21 28 23 18 22 13 26 27 15 8 24 25,n,C1ln,0,0,2 3,2,3,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
116,CC(F)Oc1cccnc1,14,0,15.0,,<eos>,eos,<bos> C C ( F ) O c 1 c c c n c 1 <eos> C C 1 C N C 1 <eos> <eos> C <eos> <eos> <eos> <eos> 1 C 1 <eos> <eos> O <eos> <eos> C 1 C O 1 <eos> C <eos> 2 C ( = O C O ) C c 1 O C O C c 2 O C 1 <eos> C <eos> H O 1 O C O C ( C 1 C C ) O ( N ( C ) C 1 C 1 O [ N 1 C ] ) O 1 <eos> = H C = c H <eos> O o N C H 2 = n C c 2,15 15 5 16 6 19 23 8 23 23 23 25 23 8,1,cnc1,0,0,,0,1,0,CC(F)Oc1cccnc1,True,True,1,True,,141.14,1.776,22.12,0.0,2.0,2.0,0.6258,2.8088,True,0.7876,Strong candidate,True
117,NC(Cc1ccccc1)C1CCCCCCC1,23,0,24.0,,<eos>,eos,<bos> N C ( C c 1 c c c c c 1 ) C 1 C C C C C C C 1 <eos> <eos> <eos> <eos> 1 1 <eos> <eos> C <eos> 1 O C C C 1 C O <eos> C 1 C 2 C ( = O C ) c C ( = O ) [ C c H O C H ] 2 C H O C O C O C ( C 1 C 2 ) O C N ( C ) C 1 2 1 O [ N ] C 2 O O 1 B F 1 F # B 5 r O B = s H l S = r n 2,18 15 5 15 23 8 23 23 23 23 23 8 6 15 8 15 15 15 15 15 15 15 8,1,CCC1,0,0,,0,1,0,NC(Cc1ccccc1)C1CCCCCCC1,True,True,1,True,,231.38,3.917,26.02,1.0,1.0,3.0,0.8381,2.2368,True,0.8148,Strong candidate,True
118,C[C=H](CHCN(C(=O)CCCC)C[CC]HCOCc1Cc(N[C(][cH]c[cC)c(C)cCc(](O)CC[CC]H(CC)C=O)3COC(H31C)[CC112C]12)O1c[B2O]4NCS=oSoH)2-#,119,0,,,,max_length,<bos> C [ C = H ] ( C H C N ( C ( = O ) C C C C ) C [ C C ] H C O C c 1 C c ( N [ C ( ] [ c H ] c [ c C ) c ( C ) c C c ( ] ( O ) C C [ C C ] H ( C C ) C = O ) 3 C O C ( H 3 1 C ) [ C C 1 1 2 C ] 1 2 ) O 1 c [ B 2 O ] 4 N C S = o S o H ) 2 - #,15 21 15 13 17 22 5 15 17 15 18 5 15 5 13 19 6 15 15 15 15 6 15 21 15 15 22 17 15 19 15 23 8 15 23 5 18 21 15 5 22 21 23 17 22 23 21 23 15 6 23 5 15 6 23 15 23 5 22 5 19 6 15 15 21 15 15 22 17 5 15 15 6 15 13 19 6 10 15 19 15 5 17 10 8 15 6 21 15 15 8 8 9 15 22 8 9 6 19 8 23 21 14 9 19 22 11 18 15 20 13 26 20 26 17 6 9 7 4,#,)2-#,0,0,4,1,4,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
119,CCC(C)C[CCOCNCC(=O)C(C(=O)COc]OHc(C)C=O)(N2C(CHC)C)CC[CCHC]CC(OC[C(COC(CO)C]24OC)CH)(FO)C2C1[N]12=O1rsO=l1BrH2S(sHOo-o),119,0,,,,max_length,<bos> C C C ( C ) C [ C C O C N C C ( = O ) C ( C ( = O ) C O c ] O H c ( C ) C = O ) ( N 2 C ( C H C ) C ) C C [ C C H C ] C C ( O C [ C ( C O C ( C O ) C ] 2 4 O C ) C H ) ( F O ) C 2 C 1 [ N ] 1 2 = O 1 r s O = l 1 B r H 2 S ( s H O o - o ),15 15 15 5 15 6 15 21 15 15 19 15 18 15 15 5 13 19 6 15 5 15 5 13 19 6 15 19 23 22 19 17 23 5 15 6 15 13 19 6 5 18 9 15 5 15 17 15 6 15 6 15 15 21 15 15 17 15 22 15 15 5 19 15 21 15 5 15 19 15 5 15 19 6 15 22 9 11 19 15 6 15 17 6 5 16 19 6 15 9 15 8 21 18 22 8 9 13 19 8 27 28 19 13 24 8 14 27 17 9 20 5 28 17 19 26 7 26 6,),o-o),0,0,2 4,2,3,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
120,Nc1nocc(-c1nnc(C(=O)NC=Cc1cccs2)c1-c1=c)s1ccc2c11,49,0,50.0,,<eos>,eos,<bos> N c 1 n o c c ( - c 1 n n c ( C ( = O ) N C = C c 1 c c c s 2 ) c 1 - c 1 = c ) s 1 c c c 2 c 1 1 <eos> n 1 c c c 3 c c C 3 c c 1 <eos> <eos> c 1 c 1 <eos> C [ C ] 3 ( C 1 C C ) = H C ( O ) C [ C 1 2 ] 2 1 C O r O 1 # s c # O = S C [ - S O 2 ] # - B 2 N,18 23 8 25 26 23 23 5 7 23 8 25 25 23 5 15 5 13 19 6 18 15 13 15 23 8 23 23 23 28 9 6 23 8 7 23 8 13 23 6 28 8 23 23 23 9 23 8 8,1,2c11,0,0,,0,3,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
121,O=c1cc(C(C2ONNC)n2nc3ccccc2)cn12cc1OCC1=Occ2Oc(c1Oc2cc1c1)c1c1C1C1112OCCCOC(C)[CC(]C(C)CC[C1=H]12)O1lO2F#B[cH(=s=#Hr)3F,119,0,,,,max_length,<bos> O = c 1 c c ( C ( C 2 O N N C ) n 2 n c 3 c c c c c 2 ) c n 1 2 c c 1 O C C 1 = O c c 2 O c ( c 1 O c 2 c c 1 c 1 ) c 1 c 1 C 1 C 1 1 1 2 O C C C O C ( C ) [ C C ( ] C ( C ) C C [ C 1 = H ] 1 2 ) O 1 l O 2 F # B [ c H ( = s = # H r ) 3 F,19 13 23 8 23 23 5 15 5 15 9 19 18 18 15 6 25 9 25 23 10 23 23 23 23 23 9 6 23 25 8 9 23 23 8 19 15 15 8 13 19 23 23 9 19 23 5 23 8 19 23 9 23 23 8 23 8 6 23 8 23 8 15 8 15 8 8 8 9 19 15 15 15 19 15 5 15 6 21 15 15 5 22 15 5 15 6 15 15 21 15 8 13 17 22 8 9 6 19 8 24 19 9 16 4 14 21 23 17 5 13 28 13 4 17 27 6 10 16,F,r)3F,0,1,2,1,2,1,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
122,O=C(N)C(C=CCN1C(=O)c1ccc(C(Cl)F)F)1cNc1,39,0,40.0,,<eos>,eos,<bos> O = C ( N ) C ( C = C C N 1 C ( = O ) c 1 c c c ( C ( C l ) F ) F ) 1 c N c 1 <eos> c ( = c ) [ c 2 ( = c N C c C ) N c ( c ) c C 1 C 1 C 1 H O C C C O C 3 H ( C C C ] ( C ) [ C C H ] 1 2 O N 1 C 2 ) O 1 r c 3 F 2 <eos> o B <eos> c <eos> 3 n c = O o c 3,19 13 15 5 18 6 15 5 15 13 15 15 18 8 15 5 13 19 6 23 8 23 23 23 5 15 5 15 24 6 16 6 16 6 8 23 18 23 8,1,cNc1,0,0,,0,3,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
123,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)O1C#N,46,0,47.0,,<eos>,eos,<bos> C C O c 1 n c ( C ( = O ) N C c 2 c c c ( S ( C ) ( = O ) = O ) c c 2 ) c c ( N ) O 1 C # N <eos> c 1 C c C c C c 2 1 c 1 1 C C C 3 c C 2 C C c ( O ) O C O C ( O O ) C C C [ C O H C 2 1 2 O N ] 1 2 = O 1 o l - s n l 1 n - N l r # n H o O 3 2,15 15 19 23 8 25 23 5 15 5 13 19 6 18 15 23 9 23 23 23 5 20 5 15 6 5 13 19 6 13 19 6 23 23 9 6 23 23 5 18 6 19 8 15 4 18,N,1C#N,0,0,,0,3,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
124,CCOC(=O)C(CC=C)NC1CCC(C1c1c11C1CcC1CCC1COONC(CO(C)CO)C(=OCOCOC1C2CCC=O)OCOC(C)CC)C(C(C)CC[CO]H1C2)O1rSclSs1N,108,0,109.0,,<eos>,eos,<bos> C C O C ( = O ) C ( C C = C ) N C 1 C C C ( C 1 c 1 c 1 1 C 1 C c C 1 C C C 1 C O O N C ( C O ( C ) C O ) C ( = O C O C O C 1 C 2 C C C = O ) O C O C ( C ) C C ) C ( C ( C ) C C [ C O ] H 1 C 2 ) O 1 r S c l S s 1 N <eos> c = O = H F B S l c,15 15 19 15 5 13 19 6 15 5 15 15 13 15 6 18 15 8 15 15 15 5 15 8 23 8 23 8 8 15 8 15 23 15 8 15 15 15 8 15 19 19 18 15 5 15 19 5 15 6 15 19 6 15 5 13 19 15 19 15 19 15 8 15 9 15 15 15 13 19 6 19 15 19 15 5 15 6 15 15 6 15 5 15 5 15 6 15 15 21 15 19 22 17 8 15 9 6 19 8 27 20 23 24 20 28 8 18,N,Ss1N,0,0,,0,3,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
125,Nc1ccc(N)c2ccccc2lcc2C1C31N21C1CN11CCC11OON1(C)CC2C2cCc3,56,0,57.0,,<eos>,eos,<bos> N c 1 c c c ( N ) c 2 c c c c c 2 l c c 2 C 1 C 3 1 N 2 1 C 1 C N 1 1 C C C 1 1 O O N 1 ( C ) C C 2 C 2 c C c 3 <eos> c 3 C c 1 2 C 1 = O c O O 1 C C [ C ] 1 O C C C ( C O ) C O C 1 C 1 2 1 O 1 C 1 O O 1 # F o 1 # O o F O = l r N H C r 1 r 3,18 23 8 23 23 23 5 18 6 23 9 23 23 23 23 23 9 24 23 23 9 15 8 15 10 8 18 9 8 15 8 15 18 8 8 15 15 15 8 8 19 19 18 8 5 15 6 15 15 9 15 9 23 15 23 10,3,cCc3,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
126,COc1ccc2c(C(=O)N(C)CC(=O)NC)ccccc(C(c)(=OF)NCc1c)CCCC2c1C1,58,0,59.0,,<eos>,eos,<bos> C O c 1 c c c 2 c ( C ( = O ) N ( C ) C C ( = O ) N C ) c c c c c ( C ( c ) ( = O F ) N C c 1 c ) C C C C 2 c 1 C 1 <eos> O C O <eos> 2 [ C 2 C ] C 1 [ C O ] ( O 4 O C 3 C C 1 ( F O C O C C ) [ H ) 1 ] - O 1 # r F 4 n O F o r S s 4 s 4 = c l c 3,15 19 23 8 23 23 23 9 23 5 15 5 13 19 6 18 5 15 6 15 15 5 13 19 6 18 15 6 23 23 23 23 23 5 15 5 23 6 5 13 19 16 6 18 15 23 8 23 6 15 15 15 15 9 23 8 15 8,1,c1C1,0,0,,0,2,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
127,O=C(N12ccccCNCCCC(O))C1CcCcccncccc1Ccc(OO)(ccc=Occc)ccc1c1c1CcC11C1C2CC[CO]CC([C)C]1(O)CC,89,0,90.0,,<eos>,eos,<bos> O = C ( N 1 2 c c c c C N C C C C ( O ) ) C 1 C c C c c c n c c c c 1 C c c ( O O ) ( c c c = O c c c ) c c c 1 c 1 c 1 C c C 1 1 C 1 C 2 C C [ C O ] C C ( [ C ) C ] 1 ( O ) C C <eos> C 1 2 H 1 C 2 <eos> O 1 B N 4 F O s = N # c s [ r 4 = r n = S,19 13 15 5 18 8 9 23 23 23 23 15 18 15 15 15 15 5 19 6 6 15 8 15 23 15 23 23 23 25 23 23 23 23 8 15 23 23 5 19 19 6 5 23 23 23 13 19 23 23 23 6 23 23 23 8 23 8 23 8 15 23 15 8 8 15 8 15 9 15 15 21 15 19 22 15 15 5 21 15 6 15 22 8 5 19 6 15 15,C,O)CC,0,0,,0,2,1,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
128,N#C[CH(H]1CCCN1C(=O)NCC)C1CCCC1,31,0,32.0,,<eos>,eos,<bos> N # C [ C H ( H ] 1 C C C N 1 C ( = O ) N C C ) C 1 C C C C 1 <eos> <eos> C <eos> C <eos> C <eos> 1 O ( c 1 2 c 2 O c O c ) c c c <eos> c <eos> ( C ) c C <eos> <eos> 1 C 1 <eos> C <eos> C C <eos> C O C 1 C C [ C ] C ( C ) C H C 1 2 [ H 1 C ] O O 1 # F c o n C 1 o # - = B H l F 1 o 2 S,18 4 15 21 15 17 5 17 22 8 15 15 15 18 8 15 5 13 19 6 18 15 15 6 15 8 15 15 15 15 8,1,CCC1,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
129,C=C1Cc1NCc(cc2ccc(-c3ccc([N)](=O)[C3])cc2)o1OC1=O,49,0,50.0,,<eos>,eos,<bos> C = C 1 C c 1 N C c ( c c 2 c c c ( - c 3 c c c ( [ N ) ] ( = O ) [ C 3 ] ) c c 2 ) o 1 O C 1 = O <eos> O N - c 1 N 2 N ( c O c 4 1 C 1 C 1 ( O C ) C [ C c ] 3 C C C ( C c ) 2 ) C ( = C ) C O 1 C 1 S O 1 c ( B c - s ) c s [ n B l n H s 1 - =,15 13 15 8 15 23 8 18 15 23 5 23 23 9 23 23 23 5 7 23 10 23 23 23 5 21 18 6 22 5 13 19 6 21 15 10 22 6 23 23 9 6 26 8 19 15 8 13 19,O,C1=O,0,0,,0,3,1,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
130,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1c(F)(F)Fc,42,0,43.0,,<eos>,eos,<bos> N C c 1 c ( N ) n c ( - c 2 c c c c c 2 ) n c 1 - c 1 c c c c c 1 c ( F ) ( F ) F c <eos> <eos> c c 2 c 3 1 c = c 1 c O c c c 3 c 2 <eos> c 1 C c C c 2 C ( C O ) O F 3 [ C C C H ] ( O ) C [ C C ( ] 2 1 C 2 ) O 1 - F 2 o n B n ( l ( C r # = C = # = r,18 15 23 8 23 5 18 6 25 23 5 7 23 9 23 23 23 23 23 9 6 25 23 8 7 23 8 23 23 23 23 23 8 23 5 16 6 5 16 6 16 23,c,F)Fc,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
131,c1ccc2[cH]cc(c3cHcn4Cc4C[cC4C4Ccn]c)cCCcCCCH4cC3[n2cCC1CH]2Oc1CC1COC(C(C)C)CC(=O)COC(C)O1C1O[N]12#O1nr#[#B=C1FHrC4OC]nl,119,0,,,,max_length,<bos> c 1 c c c 2 [ c H ] c c ( c 3 c H c n 4 C c 4 C [ c C 4 C 4 C c n ] c ) c C C c C C C H 4 c C 3 [ n 2 c C C 1 C H ] 2 O c 1 C C 1 C O C ( C ( C ) C ) C C ( = O ) C O C ( C ) O 1 C 1 O [ N ] 1 2 # O 1 n r # [ # B = C 1 F H r C 4 O C ] n l,23 8 23 23 23 9 21 23 17 22 23 23 5 23 10 23 17 23 25 11 15 23 11 15 21 23 15 11 15 11 15 23 25 22 23 6 23 15 15 23 15 15 15 17 11 23 15 10 21 25 9 23 15 15 8 15 17 22 9 19 23 8 15 15 8 15 19 15 5 15 5 15 6 15 6 15 15 5 13 19 6 15 19 15 5 15 6 19 8 15 8 19 21 18 22 8 9 4 19 8 25 27 4 21 4 14 13 15 8 16 17 27 15 11 19 15 22 25 24,l,C]nl,0,0,1,1,2,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
132,CCNCCCCC(CC)(COC=O)c1ccc(CS(C)C=O)=OCcc1,40,0,41.0,,<eos>,eos,<bos> C C N C C C C C ( C C ) ( C O C = O ) c 1 c c c ( C S ( C ) C = O ) = O C c c 1 <eos> C <eos> c 2 ( C c F O c ) ( C O c 1 c ) c 1 [ C C ] 1 C 1 = O C C C ( C ( = O C C C [ H C ) O C C ] 2 1 2 [ N 1 C ] ) O 1 s r c C 2 o n 4 s l N C B = r 1 o = #,15 15 18 15 15 15 15 15 5 15 15 6 5 15 19 15 13 19 6 23 8 23 23 23 5 15 20 5 15 6 15 13 19 6 13 19 15 23 23 8,1,Ccc1,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
133,CC(C(C(=O)c1ccc(C)C1C)c1C1)C1CC1,32,0,33.0,,<eos>,eos,<bos> C C ( C ( C ( = O ) c 1 c c c ( C ) C 1 C ) c 1 C 1 ) C 1 C C 1 <eos> C 1 C C 1 <eos> <eos> O <eos> C 1 ( C ( C O ) ( = O C ( N ) C C C 3 ) ) C 1 = c c 1 O C C C ( C ( C 1 C C 3 1 ( C [ O ) C 1 O 1 O 1 O ) C 1 ) O 1 N n r c = N H N 1 o N ] N 4 C B o 1 s,15 15 5 15 5 15 5 13 19 6 23 8 23 23 23 5 15 6 15 8 15 6 23 8 15 8 6 15 8 15 15 8,1,1CC1,0,0,,0,3,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
134,Cc1cc(-c2ccccn2)c(-c2ccc(F)cc2)n11CCC2COC1Ccc1cc=Cc1OC1cOcCcc21,63,0,64.0,,<eos>,eos,<bos> C c 1 c c ( - c 2 c c c c n 2 ) c ( - c 2 c c c ( F ) c c 2 ) n 1 1 C C C 2 C O C 1 C c c 1 c c = C c 1 O C 1 c O c C c c 2 1 <eos> C 1 C 1 <eos> 2 C C C 1 C ( c 1 ) C C 1 C 1 ( O ) C 1 2 1 O [ N 1 C ] - O 1 <eos> C 2 = N B F 1 H n = r H [ H ] S B n,15 23 8 23 23 5 7 23 9 23 23 23 23 25 9 6 23 5 7 23 9 23 23 23 5 16 6 23 23 9 6 25 8 8 15 15 15 9 15 19 15 8 15 23 23 8 23 23 13 15 23 8 19 15 8 23 19 23 15 23 23 9 8,1,cc21,0,0,,0,2,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
135,NCc1c(N)nc(-c2ccc(F))c2CC(C-c1-c1cFl(c)(ClCc)O)cC2c1ccc1cnc3c2c1cCcCc2CCCO3(F)CCC(HC(O)C[CC)]21C1,97,0,98.0,,<eos>,eos,<bos> N C c 1 c ( N ) n c ( - c 2 c c c ( F ) ) c 2 C C ( C - c 1 - c 1 c F l ( c ) ( C l C c ) O ) c C 2 c 1 c c c 1 c n c 3 c 2 c 1 c C c C c 2 C C C O 3 ( F ) C C C ( H C ( O ) C [ C C ) ] 2 1 C 1 <eos> O 1 o c 2 o c S O 1 F H - r H 5 # N # = #,18 15 23 8 23 5 18 6 25 23 5 7 23 9 23 23 23 5 16 6 6 23 9 15 15 5 15 7 23 8 7 23 8 23 16 24 5 23 6 5 15 24 15 23 6 19 6 23 15 9 23 8 23 23 23 8 23 25 23 10 23 9 23 8 23 15 23 15 23 9 15 15 15 19 10 5 16 6 15 15 15 5 17 15 5 19 6 15 21 15 15 6 22 9 8 15 8,1,21C1,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
136,cc1nc(-c2ccccc2nc2ncnc(c(N)CCCCC(=O)CcCOC(CC(C)(=Cc2)C1c1c1)c2)2C1O1O2)CC3C(O[C)C2(C)COHCO1O1O1C]rO1cs#H4s[s3nOrFn(s)-c,119,0,,,,max_length,<bos> c c 1 n c ( - c 2 c c c c c 2 n c 2 n c n c ( c ( N ) C C C C C ( = O ) C c C O C ( C C ( C ) ( = C c 2 ) C 1 c 1 c 1 ) c 2 ) 2 C 1 O 1 O 2 ) C C 3 C ( O [ C ) C 2 ( C ) C O H C O 1 O 1 O 1 C ] r O 1 c s # H 4 s [ s 3 n O r F n ( s ) - c,23 23 8 25 23 5 7 23 9 23 23 23 23 23 9 25 23 9 25 23 25 23 5 23 5 18 6 15 15 15 15 15 5 13 19 6 15 23 15 19 15 5 15 15 5 15 6 5 13 15 23 9 6 15 8 23 8 23 8 6 23 9 6 9 15 8 19 8 19 9 6 15 15 10 15 5 19 21 15 6 15 9 5 15 6 15 19 17 15 19 8 19 8 19 8 15 22 27 19 8 23 28 4 17 11 28 21 28 10 25 19 27 16 25 5 28 6 7 23,c,s)-c,0,1,4,1,4,1,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
