token_ids,raw_tokens,effective_token_ids,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,last_non_special_token,ending_motif,max_parenthesis_depth,max_bracket_depth
1 15 15 5 15 6 5 15 15 23 8 25 21 25 17 22 23 5 23 8 15 5 20 23 9 23 23 23 23 8 16 6 15 5 15 6 19 6 13 19 9 18 2 19 8 2 17 22 10 15 6 15 19 6 15 5 13 19 6 19 3 23 3 8 2 15 2 23 15 15 19 15 15 19 2 15 5 6 8 15 15 3 3 5 6 5 19 6 15 8 2 3 3 22 2 8 15 2 2 19 8 2 24 15 27 25 22 9 25 8 2 16 10 5 4 27 13 20 24 23,<bos> C C ( C ) ( C C c 1 n [ n H ] c ( c 1 C ( S c 2 c c c c 1 F ) C ( C ) O ) = O 2 N <eos> O 1 <eos> H ] 3 C ) C O ) C ( = O ) O <unk> c <unk> 1 <eos> C <eos> c C C O C C O <eos> C ( ) 1 C C <unk> <unk> ( ) ( O ) C 1 <eos> <unk> <unk> ] <eos> 1 C <eos> <eos> O 1 <eos> l C r n ] 2 n 1 <eos> F 3 ( # r = S l c,15 15 5 15 6 5 15 15 23 8 25 21 25 17 22 23 5 23 8 15 5 20 23 9 23 23 23 23 8 16 6 15 5 15 6 19 6 13 19 9 18,CC(C)(CCc1n[nH]c(c1C(Sc2cccc1F)C(C)O)=O2N,41,0,42,,<eos>,eos,1,0,1,1,N,=O2N,3,1
1 18 23 8 25 23 25 23 9 28 23 10 23 5 23 8 9 6 15 23 8 23 23 23 23 23 8 9 6 2 8 8 2 2 23 8 9 2 8 2 2 2 2 2 6 15 18 6 23 6 2 9 23 6 23 23 8 2 23 23 6 23 2 8 2 2 22 15 2 15 15 6 15 6 15 15 22 15 5 15 15 6 3 15 6 5 15 6 15 8 2 8 3 21 18 22 8 9 2 19 8 2 16 20 6 12 28 16 4 18 23 0 27 9 3 15 14 11 14 23,<bos> N c 1 n c n c 2 s c 3 c ( c 1 2 ) C c 1 c c c c c 1 2 ) <eos> 1 1 <eos> <eos> c 1 2 <eos> 1 <eos> <eos> <eos> <eos> <eos> ) C N ) c ) <eos> 2 c ) c c 1 <eos> c c ) c <eos> 1 <eos> <eos> ] C <eos> C C ) C ) C C ] C ( C C ) <unk> C ) ( C ) C 1 <eos> 1 <unk> [ N ] 1 2 <eos> O 1 <eos> F S ) 5 s F # N c <pad> r 2 <unk> C B 4 B c,18 23 8 25 23 25 23 9 28 23 10 23 5 23 8 9 6 15 23 8 23 23 23 23 23 8 9 6,Nc1ncnc2sc3c(c12)Cc1ccccc12),28,0,29,,<eos>,eos,0,0,2 3,2,),c12),1,0
1 15 19 23 8 23 23 23 5 15 24 23 23 8 15 15 18 15 15 6 15 6 15 15 8 2 2 8 2 8 2 15 2 2 8 19 2 2 15 8 2 19 2 2 2 15 2 8 2 6 2 23 8 2 23 23 10 2 6 10 6 2 23 6 2 22 6 23 2 2 2 8 15 19 2 3 5 9 11 21 19 3 3 22 15 5 16 19 6 15 2 8 3 21 17 3 3 22 2 19 8 2 4 2 3 19 3 19 18 23 2 0 26 28 26 2 15 17 12 18,<bos> C O c 1 c c c ( C l c c 1 C C N C C ) C ) C C 1 <eos> <eos> 1 <eos> 1 <eos> C <eos> <eos> 1 O <eos> <eos> C 1 <eos> O <eos> <eos> <eos> C <eos> 1 <eos> ) <eos> c 1 <eos> c c 3 <eos> ) 3 ) <eos> c ) <eos> ] ) c <eos> <eos> <eos> 1 C O <eos> <unk> ( 2 4 [ O <unk> <unk> ] C ( F O ) C <eos> 1 <unk> [ H <unk> <unk> ] <eos> O 1 <eos> # <eos> <unk> O <unk> O N c <eos> <pad> o s o <eos> C H 5 N,15 19 23 8 23 23 23 5 15 24 23 23 8 15 15 18 15 15 6 15 6 15 15 8,COc1ccc(Clcc1CCNCC)C)CC1,24,0,25,,<eos>,eos,0,0,1,1,1,)CC1,1,0
1 15 15 15 15 23 8 23 23 23 5 5 15 15 15 15 15 18 5 19 6 23 8 6 23 8 23 23 25 23 8 9 2 15 8 2 15 2 15 8 2 2 2 15 8 2 6 15 8 2 19 25 9 23 23 23 13 19 23 5 6 23 8 6 8 2 3 15 2 17 19 15 19 15 2 3 5 15 6 15 15 3 19 2 6 5 15 6 15 8 2 8 3 22 9 8 15 2 2 19 8 2 13 21 16 12 14 26 12 2 14 13 2 17 11 28 6 27 9 11,<bos> C C C C c 1 c c c ( ( C C C C C N ( O ) c 1 ) c 1 c c n c 1 2 <eos> C 1 <eos> C <eos> C 1 <eos> <eos> <eos> C 1 <eos> ) C 1 <eos> O n 2 c c c = O c ( ) c 1 ) 1 <eos> <unk> C <eos> H O C O C <eos> <unk> ( C ) C C <unk> O <eos> ) ( C ) C 1 <eos> 1 <unk> ] 2 1 C <eos> <eos> O 1 <eos> = [ F 5 B o 5 <eos> B = <eos> H 4 s ) r 2 4,15 15 15 15 23 8 23 23 23 5 5 15 15 15 15 15 18 5 19 6 23 8 6 23 8 23 23 25 23 8 9,CCCCc1ccc((CCCCCN(O)c1)c1ccnc12,31,0,32,,<eos>,eos,1,0,2,1,2,nc12,3,0
1 15 13 15 5 15 15 8 23 23 23 23 23 15 18 8 15 5 13 19 6 23 23 23 23 23 5 18 6 15 5 13 19 6 6 23 8 2 23 8 23 19 6 23 8 2 15 23 8 13 19 6 18 23 23 8 3 2 2 5 11 19 2 23 2 15 8 17 8 2 19 6 15 15 22 3 8 15 8 15 2 15 3 17 6 5 19 6 15 8 9 8 3 22 19 6 15 22 2 19 8 2 6 2 28 20 28 8 24 28 22 9 0 12 6 4 5 11 22 12,<bos> C = C ( C C 1 c c c c c C N 1 C ( = O ) c c c c c ( N ) C ( = O ) ) c 1 <eos> c 1 c O ) c 1 <eos> C c 1 = O ) N c c 1 <unk> <eos> <eos> ( 4 O <eos> c <eos> C 1 H 1 <eos> O ) C C ] <unk> 1 C 1 C <eos> C <unk> H ) ( O ) C 1 2 1 <unk> ] O ) C ] <eos> O 1 <eos> ) <eos> s S s 1 l s ] 2 <pad> 5 ) # ( 4 ] 5,15 13 15 5 15 15 8 23 23 23 23 23 15 18 8 15 5 13 19 6 23 23 23 23 23 5 18 6 15 5 13 19 6 6 23 8,C=C(CC1cccccCN1C(=O)ccccc(N)C(=O))c1,36,0,37,,<eos>,eos,0,0,1,1,1,))c1,2,0
1 15 18 5 15 6 15 15 6 5 23 8 23 23 23 23 23 8 6 23 8 23 23 23 23 23 8 2 23 8 8 2 2 2 8 8 2 15 8 2 2 2 2 2 8 2 15 2 15 15 15 18 2 6 15 24 6 15 2 3 15 23 2 2 17 15 2 15 8 3 19 6 15 15 21 15 3 6 8 15 15 5 13 19 6 5 19 6 15 8 15 8 3 8 2 6 15 22 2 19 8 2 28 12 17 12 2 26 5 18 10 23 22 18 13 22 28 15 13 28,<bos> C N ( C ) C C ) ( c 1 c c c c c 1 ) c 1 c c c c c 1 <eos> c 1 1 <eos> <eos> <eos> 1 1 <eos> C 1 <eos> <eos> <eos> <eos> <eos> 1 <eos> C <eos> C C C N <eos> ) C l ) C <eos> <unk> C c <eos> <eos> H C <eos> C 1 <unk> O ) C C [ C <unk> ) 1 C C ( = O ) ( O ) C 1 C 1 <unk> 1 <eos> ) C ] <eos> O 1 <eos> s 5 H 5 <eos> o ( N 3 c ] N = ] s C = s,15 18 5 15 6 15 15 6 5 23 8 23 23 23 23 23 8 6 23 8 23 23 23 23 23 8,CN(C)CC)(c1ccccc1)c1ccccc1,26,0,27,,<eos>,eos,0,0,,0,1,ccc1,1,0
1 19 13 15 8 23 23 9 23 23 23 23 5 15 3 18 5 15 18 15 19 15 18 19 6 23 10 23 23 23 5 19 24 6 23 13 15 6 21 5 13 11 6 23 19 15 18 8 2 15 2 25 23 6 23 23 15 2 15 2 15 2 8 2 8 3 22 8 2 15 5 15 5 15 19 3 15 19 6 15 15 3 15 22 6 5 15 6 15 8 2 15 3 9 17 22 8 9 2 19 8 2 0 9 11 4 27 8 18 15 5 9 2 4 6 8 6 11 28 24,<bos> O = C 1 c c 2 c c c c ( C <unk> N ( C N C O C N O ) c 3 c c c ( O l ) c = C ) [ ( = 4 ) c O C N 1 <eos> C <eos> n c ) c c C <eos> C <eos> C <eos> 1 <eos> 1 <unk> ] 1 <eos> C ( C ( C O <unk> C O ) C C <unk> C ] ) ( C ) C 1 <eos> C <unk> 2 H ] 1 2 <eos> O 1 <eos> <pad> 2 4 # r 1 N C ( 2 <eos> # ) 1 ) 4 s l,19 13 15 8 23 23 9 23 23 23 23 5 15 3 18 5 15 18 15 19 15 18 19 6 23 10 23 23 23 5 19 24 6 23 13 15 6 21 5 13 11 6 23 19 15 18 8,O=C1cc2cccc(CN(CNCOCNO)c3ccc(Ol)c=C)[(=4)cOCN1,46,0,48,,<eos>,eos,0,1,2 3 4,3,1,OCN1,2,1
1 15 15 19 15 5 13 19 6 18 23 8 23 23 23 5 18 15 23 9 23 23 23 5 16 6 23 23 9 6 23 23 8 9 2 15 23 8 2 2 8 2 2 19 15 19 8 2 23 23 23 15 15 8 15 23 6 23 23 23 15 19 2 6 17 15 8 2 6 2 2 8 2 3 2 10 5 16 6 15 15 3 3 17 15 5 19 6 15 21 15 3 3 22 9 8 15 2 2 19 8 2 8 9 17 24 2 17 21 17 24 25 22 16 0 4 23 28 12 5,<bos> C C O C ( = O ) N c 1 c c c ( N C c 2 c c c ( F ) c c 2 ) c c 1 2 <eos> C c 1 <eos> <eos> 1 <eos> <eos> O C O 1 <eos> c c c C C 1 C c ) c c c C O <eos> ) H C 1 <eos> ) <eos> <eos> 1 <eos> <unk> <eos> 3 ( F ) C C <unk> <unk> H C ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> 1 2 H l <eos> H [ H l n ] F <pad> # c s 5 (,15 15 19 15 5 13 19 6 18 23 8 23 23 23 5 18 15 23 9 23 23 23 5 16 6 23 23 9 6 23 23 8 9,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc12,33,0,34,,<eos>,eos,0,0,2,1,2,cc12,2,0
1 18 15 15 3 5 15 5 13 15 15 5 15 5 13 19 6 15 8 15 15 8 2 23 8 23 23 8 15 8 8 2 2 23 23 8 2 2 15 8 2 19 2 18 8 2 23 5 2 19 23 23 5 23 15 23 9 23 15 15 6 2 21 6 15 22 15 15 8 15 19 15 19 15 19 15 19 15 6 15 15 3 15 22 17 5 9 15 2 15 21 8 3 9 17 22 8 9 2 19 8 2 26 10 26 20 28 6 11 5 2 0 19 6 24 18 26 5 24 4,<bos> N C C <unk> ( C ( = C C ( C ( = O ) C 1 C C 1 <eos> c 1 c c 1 C 1 1 <eos> <eos> c c 1 <eos> <eos> C 1 <eos> O <eos> N 1 <eos> c ( <eos> O c c ( c C c 2 c C C ) <eos> [ ) C ] C C 1 C O C O C O C O C ) C C <unk> C ] H ( 2 C <eos> C [ 1 <unk> 2 H ] 1 2 <eos> O 1 <eos> o 3 o S s ) 4 ( <eos> <pad> O ) l N o ( l #,18 15 15 3 5 15 5 13 15 15 5 15 5 13 19 6 15 8 15 15 8,NCC(C(=CC(C(=O)C1CC1,20,0,22,,<eos>,eos,3,0,,0,1,1CC1,4,0
1 15 15 15 5 15 6 21 15 3 17 22 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 3 17 15 8 2 4 8 2 15 2 2 2 15 13 19 2 22 13 19 6 5 15 2 15 3 15 5 13 21 6 3 5 21 5 15 6 15 15 21 15 3 3 17 22 8 19 15 3 3 5 9 11 19 19 10 3 22 18 5 15 6 15 22 9 8 3 21 18 3 3 22 2 19 8 2 13 17 11 13 2 16 25 27 2 19 2 23 18 17 11 24 23 20,<bos> C C C ( C ) [ C <unk> H ] ( N ) C ( = O ) N 1 C C C C C <unk> H C 1 <eos> # 1 <eos> C <eos> <eos> <eos> C = O <eos> ] = O ) ( C <eos> C <unk> C ( = [ ) <unk> ( [ ( C ) C C [ C <unk> <unk> H ] 1 O C <unk> <unk> ( 2 4 O O 3 <unk> ] N ( C ) C ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> = H 4 = <eos> F n r <eos> O <eos> c N H 4 l c S,15 15 15 5 15 6 21 15 3 17 22 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 3 17 15 8,CCC(C)[CH](N)C(=O)N1CCCCCHC1,28,0,31,,<eos>,eos,0,0,,0,1,CHC1,1,1
1 15 23 8 23 23 23 5 15 5 13 19 6 18 9 23 9 23 21 3 17 22 5 5 15 4 13 6 6 23 10 23 15 23 6 15 5 15 6 23 5 6 15 18 23 5 13 6 6 23 9 23 15 23 9 23 23 23 2 8 23 15 8 2 9 15 15 2 8 23 6 8 6 15 19 6 15 22 5 15 19 15 8 15 22 5 15 19 15 15 5 15 3 13 19 6 15 19 2 19 8 2 10 3 26 10 22 25 12 28 2 20 12 11 12 17 22 12 17 16,<bos> C c 1 c c c ( C ( = O ) N 2 c 2 c [ <unk> H ] ( ( C # = ) ) c 3 c C c ) C ( C ) c ( ) C N c ( = ) ) c 2 c C c 2 c c c <eos> 1 c C 1 <eos> 2 C C <eos> 1 c ) 1 ) C O ) C ] ( C O C 1 C ] ( C O C C ( C <unk> = O ) C O <eos> O 1 <eos> 3 <unk> o 3 ] n 5 s <eos> S 5 4 5 H ] 5 H F,15 23 8 23 23 23 5 15 5 13 19 6 18 9 23 9 23 21 3 17 22 5 5 15 4 13 6 6 23 10 23 15 23 6 15 5 15 6 23 5 6 15 18 23 5 13 6 6 23 9 23 15 23 9 23 23 23,Cc1ccc(C(=O)N2c2c[H]((C#=))c3cCc)C(C)c()CNc(=))c2cCc2ccc,56,0,58,,<eos>,eos,0,0,1 3,2,c,2ccc,3,1
1 15 4 15 23 8 23 23 23 23 5 7 23 9 25 23 25 23 10 23 23 5 19 15 23 19 15 6 15 5 15 15 5 15 19 6 23 5 23 10 15 23 15 23 5 23 6 23 6 23 2 15 6 8 2 2 23 9 23 8 2 23 8 22 2 19 2 9 3 22 8 5 15 6 5 6 6 15 8 2 9 15 19 2 6 15 19 2 2 8 2 8 3 21 18 3 8 22 2 19 8 2 18 22 26 7 25 22 8 11 2 8 18 13 3 14 9 26 24 4,<bos> C # C c 1 c c c c ( - c 2 n c n c 3 c c ( O C c O C ) C ( C C ( C O ) c ( c 3 C c C c ( c ) c ) c <eos> C ) 1 <eos> <eos> c 2 c 1 <eos> c 1 ] <eos> O <eos> 2 <unk> ] 1 ( C ) ( ) ) C 1 <eos> 2 C O <eos> ) C O <eos> <eos> 1 <eos> 1 <unk> [ N <unk> 1 ] <eos> O 1 <eos> N ] o - n ] 1 4 <eos> 1 N = <unk> B 2 o l #,15 4 15 23 8 23 23 23 23 5 7 23 9 25 23 25 23 10 23 23 5 19 15 23 19 15 6 15 5 15 15 5 15 19 6 23 5 23 10 15 23 15 23 5 23 6 23 6 23,C#Cc1cccc(-c2ncnc3cc(OCcOC)C(CC(CO)c(c3CcCc(c)c)c,49,0,50,,<eos>,eos,2,0,1 2,2,c,)c)c,4,0
1 15 23 8 23 23 23 5 7 23 9 25 23 5 7 23 10 23 23 23 23 23 10 6 23 23 5 9 6 23 9 15 18 6 23 23 8 2 2 8 2 15 2 23 8 23 8 5 23 8 6 9 23 2 25 8 23 8 2 10 6 23 8 6 2 15 8 23 15 2 2 6 15 15 2 3 5 15 8 15 15 6 15 15 6 5 15 3 15 8 2 8 3 21 19 3 3 22 2 19 8 2 17 2 9 12 2 28 21 12 7 12 15 28 12 0 15 6 9 4,<bos> C c 1 c c c ( - c 2 n c ( - c 3 c c c c c 3 ) c c ( 2 ) c 2 C N ) c c 1 <eos> <eos> 1 <eos> C <eos> c 1 c 1 ( c 1 ) 2 c <eos> n 1 c 1 <eos> 3 ) c 1 ) <eos> C 1 c C <eos> <eos> ) C C <eos> <unk> ( C 1 C C ) C C ) ( C <unk> C 1 <eos> 1 <unk> [ O <unk> <unk> ] <eos> O 1 <eos> H <eos> 2 5 <eos> s [ 5 - 5 C s 5 <pad> C ) 2 #,15 23 8 23 23 23 5 7 23 9 25 23 5 7 23 10 23 23 23 23 23 10 6 23 23 5 9 6 23 9 15 18 6 23 23 8,Cc1ccc(-c2nc(-c3ccccc3)cc(2)c2CN)cc1,36,0,37,,<eos>,eos,0,0,2,1,1,)cc1,2,0
1 15 15 15 21 5 3 22 15 22 15 5 15 15 6 15 6 15 15 15 15 15 13 19 2 23 8 2 8 2 15 2 2 15 15 8 2 15 2 13 19 19 6 18 15 5 15 9 5 15 6 15 5 15 15 21 15 3 6 15 15 19 15 6 9 22 15 15 2 6 15 5 15 19 6 15 5 6 19 15 15 3 15 22 15 5 15 6 15 8 2 8 3 21 17 3 15 22 2 19 8 2 26 10 24 7 3 0 5 2 18 19 23 12 17 4 6 20 12 24,<bos> C C C [ ( <unk> ] C ] C ( C C ) C ) C C C C C = O <eos> c 1 <eos> 1 <eos> C <eos> <eos> C C 1 <eos> C <eos> = O O ) N C ( C 2 ( C ) C ( C C [ C <unk> ) C C O C ) 2 ] C C <eos> ) C ( C O ) C ( ) O C C <unk> C ] C ( C ) C 1 <eos> 1 <unk> [ H <unk> C ] <eos> O 1 <eos> o 3 l - <unk> <pad> ( <eos> N O c 5 H # ) S 5 l,15 15 15 21 5 3 22 15 22 15 5 15 15 6 15 6 15 15 15 15 15 13 19,CCC[(]C]C(CC)C)CCCCC=O,22,0,24,,<eos>,eos,0,0,,0,O,CC=O,2,1
1 19 13 15 5 18 15 15 19 23 8 23 23 23 23 23 24 6 23 8 15 24 2 15 2 2 15 15 2 15 8 2 2 2 23 15 9 2 15 8 2 19 2 15 8 2 9 5 2 6 23 5 23 23 15 9 6 2 15 15 6 2 15 6 15 8 2 23 15 2 2 6 21 15 3 2 22 9 2 15 19 10 3 22 6 5 15 6 2 8 9 8 3 8 2 3 15 22 2 19 8 2 6 27 7 13 19 26 0 20 23 25 27 20 11 9 15 25 12 22,<bos> O = C ( N C C O c 1 c c c c c l ) c 1 C l <eos> C <eos> <eos> C C <eos> C 1 <eos> <eos> <eos> c C 2 <eos> C 1 <eos> O <eos> C 1 <eos> 2 ( <eos> ) c ( c c C 2 ) <eos> C C ) <eos> C ) C 1 <eos> c C <eos> <eos> ) [ C <unk> <eos> ] 2 <eos> C O 3 <unk> ] ) ( C ) <eos> 1 2 1 <unk> 1 <eos> <unk> C ] <eos> O 1 <eos> ) r - = O o <pad> S c n r S 4 2 C n 5 ],19 13 15 5 18 15 15 19 23 8 23 23 23 23 23 24 6 23 8 15 24,O=C(NCCOc1cccccl)c1Cl,21,0,22,,<eos>,eos,0,0,,0,l,c1Cl,1,0
1 18 23 8 23 23 5 18 9 15 15 15 5 15 23 6 25 23 5 18 6 23 23 9 6 23 23 15 8 2 15 8 23 2 8 2 8 2 8 2 2 19 2 15 6 2 23 2 2 6 2 23 8 23 9 23 9 2 23 8 6 23 8 6 2 8 15 3 2 23 9 15 6 19 15 15 5 15 6 15 19 6 3 22 15 5 13 19 6 15 2 8 3 21 17 3 8 9 2 19 8 2 28 20 7 12 28 5 10 28 16 28 19 12 3 22 6 24 19 24,<bos> N c 1 c c ( N 2 C C C ( C c ) n c ( N ) c c 2 ) c c C 1 <eos> C 1 c <eos> 1 <eos> 1 <eos> 1 <eos> <eos> O <eos> C ) <eos> c <eos> <eos> ) <eos> c 1 c 2 c 2 <eos> c 1 ) c 1 ) <eos> 1 C <unk> <eos> c 2 C ) O C C ( C ) C O ) <unk> ] C ( = O ) C <eos> 1 <unk> [ H <unk> 1 2 <eos> O 1 <eos> s S - 5 s ( 3 s F s O 5 <unk> ] ) l O l,18 23 8 23 23 5 18 9 15 15 15 5 15 23 6 25 23 5 18 6 23 23 9 6 23 23 15 8,Nc1cc(N2CCC(Cc)nc(N)cc2)ccC1,28,0,29,,<eos>,eos,0,0,,0,1,ccC1,2,0
1 23 8 23 8 23 5 23 5 7 23 10 23 25 23 11 21 25 17 22 23 23 23 11 23 23 10 23 3 23 11 15 15 5 13 19 23 17 22 23 6 23 6 23 9 8 2 25 23 8 9 23 8 2 23 23 8 2 6 23 2 6 23 8 2 15 2 23 15 2 15 15 21 15 19 3 5 22 6 5 15 3 3 19 6 5 19 6 15 8 2 15 3 22 9 8 15 2 2 19 8 2 6 26 6 19 22 4 3 17 16 9 23 21 0 28 22 17 25 10,<bos> c 1 c 1 c ( c ( - c 3 c n c 4 [ n H ] c c c 4 c c 3 c <unk> c 4 C C ( = O c H ] c ) c ) c 2 1 <eos> n c 1 2 c 1 <eos> c c 1 <eos> ) c <eos> ) c 1 <eos> C <eos> c C <eos> C C [ C O <unk> ( ] ) ( C <unk> <unk> O ) ( O ) C 1 <eos> C <unk> ] 2 1 C <eos> <eos> O 1 <eos> ) o ) O ] # <unk> H F 2 c [ <pad> s ] H n 3,23 8 23 8 23 5 23 5 7 23 10 23 25 23 11 21 25 17 22 23 23 23 11 23 23 10 23 3 23 11 15 15 5 13 19 23 17 22 23 6 23 6 23 9 8,c1c1c(c(-c3cnc4[nH]ccc4cc3cc4CC(=OcH]c)c)c21,44,0,46,,<eos>,eos,1,0,1 2 4,3,1,)c21,3,1
1 15 15 15 5 23 8 25 23 22 23 24 6 23 5 15 19 6 18 23 15 23 8 23 23 23 5 7 23 9 23 23 23 23 5 9 7 23 9 25 25 25 21 25 17 22 9 6 23 23 8 2 21 3 3 22 2 23 23 9 6 6 6 23 8 2 6 2 5 15 6 15 6 15 8 6 2 15 8 15 15 6 3 22 6 5 15 6 15 8 15 10 3 21 9 8 3 22 2 19 8 2 27 9 24 3 4 12 10 22 21 18 17 15 11 17 9 11 20 27,<bos> C C C ( c 1 n c ] c l ) c ( C O ) N c C c 1 c c c ( - c 2 c c c c ( 2 - c 2 n n n [ n H ] 2 ) c c 1 <eos> [ <unk> <unk> ] <eos> c c 2 ) ) ) c 1 <eos> ) <eos> ( C ) C ) C 1 ) <eos> C 1 C C ) <unk> ] ) ( C ) C 1 C 3 <unk> [ 2 1 <unk> ] <eos> O 1 <eos> r 2 l <unk> # 5 3 ] [ N H C 4 H 2 4 S r,15 15 15 5 23 8 25 23 22 23 24 6 23 5 15 19 6 18 23 15 23 8 23 23 23 5 7 23 9 23 23 23 23 5 9 7 23 9 25 25 25 21 25 17 22 9 6 23 23 8,CCC(c1nc]cl)c(CO)NcCc1ccc(-c2cccc(2-c2nnn[nH]2)cc1,50,0,51,,<eos>,eos,1,0,1,1,1,)cc1,2,1
1 15 23 8 23 23 5 15 6 23 23 23 23 5 23 9 23 23 23 23 5 23 23 9 25 21 25 7 6 25 23 25 23 23 23 23 8 23 6 23 25 17 22 25 21 25 17 22 23 6 23 10 23 6 25 23 8 2 23 9 10 23 8 17 2 8 3 22 15 5 17 19 2 6 19 6 13 15 5 15 19 6 19 15 23 5 15 6 15 8 15 10 13 15 2 6 19 8 2 19 8 2 24 21 0 25 2 8 22 6 22 14 21 12 25 28 21 6 24 4,<bos> C c 1 c c ( C ) c c c c ( c 2 c c c c ( c c 2 n [ n - ) n c n c c c c 1 c ) c n H ] n [ n H ] c ) c 3 c ) n c 1 <eos> c 2 3 c 1 H <eos> 1 <unk> ] C ( H O <eos> ) O ) = C ( C O ) O C c ( C ) C 1 C 3 = C <eos> ) O 1 <eos> O 1 <eos> l [ <pad> n <eos> 1 ] ) ] B [ 5 n s [ ) l #,15 23 8 23 23 5 15 6 23 23 23 23 5 23 9 23 23 23 23 5 23 23 9 25 21 25 7 6 25 23 25 23 23 23 23 8 23 6 23 25 17 22 25 21 25 17 22 23 6 23 10 23 6 25 23 8,Cc1cc(C)cccc(c2cccc(cc2n[n-)ncncccc1c)cnH]n[nH]c)c3c)nc1,56,0,57,,<eos>,eos,0,0,1 3,2,1,)nc1,2,1
1 15 19 23 8 23 5 15 6 21 23 17 22 23 9 23 8 23 5 13 19 6 15 15 8 15 15 15 15 19 15 5 15 19 15 3 15 15 2 15 5 15 24 13 15 5 15 6 15 6 9 15 19 15 23 2 15 2 23 15 6 15 2 6 17 22 2 3 2 23 9 8 15 15 15 3 22 22 5 15 15 6 5 13 22 5 19 6 15 21 15 3 3 22 9 6 15 2 2 19 8 2 17 2 26 12 28 19 14 4 6 0 22 20 25 8 5 4 7 11,<bos> C O c 1 c ( C ) [ c H ] c 2 c 1 c ( = O ) C C 1 C C C C O C ( C O C <unk> C C <eos> C ( C l = C ( C ) C ) 2 C O C c <eos> C <eos> c C ) C <eos> ) H ] <eos> <unk> <eos> c 2 1 C C C <unk> ] ] ( C C ) ( = ] ( O ) C [ C <unk> <unk> ] 2 ) C <eos> <eos> O 1 <eos> H <eos> o 5 s O B # ) <pad> ] S n 1 ( # - 4,15 19 23 8 23 5 15 6 21 23 17 22 23 9 23 8 23 5 13 19 6 15 15 8 15 15 15 15 19 15 5 15 19 15 3 15 15,COc1c(C)[cH]c2c1c(=O)CC1CCCCOC(COCCC,36,0,38,,<eos>,eos,1,0,1 2,2,C,OCCC,1,1
1 15 18 23 8 23 23 5 7 23 9 23 23 23 5 9 6 23 5 7 23 10 23 23 23 11 23 5 15 19 15 6 15 5 13 19 6 23 5 15 6 15 15 23 19 6 23 25 9 13 6 23 19 2 15 2 23 8 19 15 2 23 23 8 2 15 8 2 8 2 19 6 15 2 8 15 8 6 21 15 15 6 13 15 15 5 19 15 6 15 19 8 6 8 2 6 19 2 2 19 8 2 23 18 16 20 2 19 8 17 22 9 27 18 0 17 27 13 2 7,<bos> C N c 1 c c ( - c 2 c c c ( 2 ) c ( - c 3 c c c 4 c ( C O C ) C ( = O ) c ( C ) C C c O ) c n 2 = ) c O <eos> C <eos> c 1 O C <eos> c c 1 <eos> C 1 <eos> 1 <eos> O ) C <eos> 1 C 1 ) [ C C ) = C C ( O C ) C O 1 ) 1 <eos> ) O <eos> <eos> O 1 <eos> c N F S <eos> O 1 H ] 2 r N <pad> H r = <eos> -,15 18 23 8 23 23 5 7 23 9 23 23 23 5 9 6 23 5 7 23 10 23 23 23 11 23 5 15 19 15 6 15 5 13 19 6 23 5 15 6 15 15 23 19 6 23 25 9 13 6 23 19,CNc1cc(-c2ccc(2)c(-c3ccc4c(COC)C(=O)c(C)CCcO)cn2=)cO,52,0,53,,<eos>,eos,0,0,1 2 3 4,4,O,=)cO,3,0
1 15 15 21 15 15 17 22 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 3 17 22 8 15 19 6 15 19 3 15 3 5 19 15 15 13 19 15 13 19 15 18 15 15 5 3 17 15 5 15 6 21 15 3 15 21 22 15 15 3 2 17 22 9 3 15 22 5 15 6 2 15 5 15 19 6 19 6 21 22 15 6 15 2 17 8 9 8 3 21 2 3 3 22 2 19 8 2 24 28 26 13 2 22 25 27 4 16 19 5 17 23 5 27 17 18,<bos> C C [ C C H ] ( N ) C ( = O ) N 1 C C C C C <unk> H ] 1 C O ) C O <unk> C <unk> ( O C C = O C = O C N C C ( <unk> H C ( C ) [ C <unk> C [ ] C C <unk> <eos> H ] 2 <unk> C ] ( C ) <eos> C ( C O ) O ) [ ] C ) C <eos> H 1 2 1 <unk> [ <eos> <unk> <unk> ] <eos> O 1 <eos> l s o = <eos> ] n r # F O ( H c ( r H N,15 15 21 15 15 17 22 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 3 17 22 8 15 19 6 15 19 3 15 3 5 19 15 15 13 19 15 13 19 15 18 15 15 5 3 17 15 5 15 6 21 15 3 15 21 22 15 15 3,CC[CCH](N)C(=O)N1CCCCCH]1CO)COC(OCC=OC=OCNCC(HC(C)[CC[]CC,57,0,64,,<eos>,eos,2,1,,0,C,[]CC,3,2
